"","min_2","max_other","target_score","gene","rank"
"NEK4",0.69,1.05,-0.36,"NEK4",4944
"CPOX",0.74,1.1,-0.36,"CPOX",4945
"HERC3",1.24,1.6,-0.36,"HERC3",4946
"THG1L",1.42,1.78,-0.36,"THG1L",4947
"POLH",0.97,1.33,-0.36,"POLH",4948
"TBRG4",1.91,2.27,-0.36,"TBRG4",4949
"TESK1",0.72,1.08,-0.36,"TESK1",4950
"USP20",1.4,1.76,-0.36,"USP20",4951
"METTL15",0.97,1.33,-0.36,"METTL15",4952
"CWF19L1",1.26,1.62,-0.36,"CWF19L1",4953
"SCYL2",1.47,1.83,-0.36,"SCYL2",4954
"NAA16",1.86,2.22,-0.36,"NAA16",4955
"PARP16",0.94,1.3,-0.36,"PARP16",4956
"AAGAB",1.86,2.22,-0.36,"AAGAB",4957
"ZNF500",0.72,1.08,-0.36,"ZNF500",4958
"HIRIP3",1.72,2.08,-0.36,"HIRIP3",4959
"CAMTA2",1.24,1.6,-0.36,"CAMTA2",4960
"TBC1D20",1.97,2.33,-0.36,"TBC1D20",4961
"CWC22",2.01,2.37,-0.36,"CWC22",4962
"ENOPH1",2.8,3.16,-0.36,"ENOPH1",4963
"DDX60L",2.84,3.2,-0.36,"DDX60L",4964
"DNAJA1",5.17,5.53,-0.36,"DNAJA1",4965
"RIC8A",2.88,3.24,-0.36,"RIC8A",4966
"MRPL21",3.11,3.47,-0.36,"MRPL21",4967
"ANAPC15",2.55,2.91,-0.36,"ANAPC15",4968
"CD3D",7.51,7.87,-0.36,"CD3D",4969
"CALHM2",2.01,2.37,-0.36,"CALHM2",4970
"ELP5",2.3,2.66,-0.36,"ELP5",4971
"TMEM11",2.26,2.62,-0.36,"TMEM11",4972
"WIPF2",2.26,2.62,-0.36,"WIPF2",4973
"TYK2",1.88,2.24,-0.36,"TYK2",4974
"KEAP1",2.01,2.37,-0.36,"KEAP1",4975
"DNAJB1",6.72,7.08,-0.36,"DNAJB1",4976
"ECH1",4.76,5.12,-0.36,"ECH1",4977
"PHTF1",2.43,2.8,-0.37,"PHTF1",4978
"PPM1B",2.95,3.32,-0.37,"PPM1B",4979
"GARS",2.45,2.82,-0.37,"GARS",4980
"ARRDC1",2.7,3.07,-0.37,"ARRDC1",4981
"AP2B1",2.74,3.11,-0.37,"AP2B1",4982
"UBTF",2.41,2.78,-0.37,"UBTF",4983
"UTP18",2.49,2.86,-0.37,"UTP18",4984
"C20orf24",3.73,4.1,-0.37,"C20orf24",4985
"CC2D1B",1.1,1.47,-0.37,"CC2D1B",4986
"RBM27",1.01,1.38,-0.37,"RBM27",4987
"ZBTB2",1.7,2.07,-0.37,"ZBTB2",4988
"CCDC77",0.78,1.15,-0.37,"CCDC77",4989
"NOP2",1.56,1.93,-0.37,"NOP2",4990
"TTBK2",1.08,1.45,-0.37,"TTBK2",4991
"TRAPPC10",0.8,1.17,-0.37,"TRAPPC10",4992
"PRICKLE3",0.33,0.7,-0.37,"PRICKLE3",4993
"ARHGAP19",0.33,0.7,-0.37,"ARHGAP19",4994
"CFAP57",0.08,0.45,-0.37,"CFAP57",4995
"MMACHC",0.11,0.48,-0.37,"MMACHC",4996
"VTCN1",0,0.37,-0.37,"VTCN1",4997
"SLC25A44",0.84,1.21,-0.37,"SLC25A44",4998
"COLGALT2",0,0.37,-0.37,"COLGALT2",4999
"OBSCN",0.27,0.64,-0.37,"OBSCN",5000
"LYPD1",0,0.37,-0.37,"LYPD1",5001
"IGSF11",0,0.37,-0.37,"IGSF11",5002
"MAATS1",0,0.37,-0.37,"MAATS1",5003
"PRR16",0,0.37,-0.37,"PRR16",5004
"CATSPER3",0.02,0.39,-0.37,"CATSPER3",5005
"CDHR2",0,0.37,-0.37,"CDHR2",5006
"HIST1H3I",0,0.37,-0.37,"HIST1H3I",5007
"PI16",0,0.37,-0.37,"PI16",5008
"KHDC1",0.48,0.85,-0.37,"KHDC1",5009
"PKD1L1",0,0.37,-0.37,"PKD1L1",5010
"WBSCR27",0.08,0.45,-0.37,"WBSCR27",5011
"POMZP3",0.17,0.54,-0.37,"POMZP3",5012
"TCEANC",0.52,0.89,-0.37,"TCEANC",5013
"ARX",0.05,0.42,-0.37,"ARX",5014
"LHFPL1",0,0.37,-0.37,"LHFPL1",5015
"L1CAM",0.07,0.44,-0.37,"L1CAM",5016
"CHRNA6",0.02,0.39,-0.37,"CHRNA6",5017
"PI15",0,0.37,-0.37,"PI15",5018
"HAS2",0,0.37,-0.37,"HAS2",5019
"SPAG8",0.08,0.45,-0.37,"SPAG8",5020
"ASPN",0,0.37,-0.37,"ASPN",5021
"C9orf152",0.03,0.4,-0.37,"C9orf152",5022
"AMBP",0,0.37,-0.37,"AMBP",5023
"E2F8",0.07,0.44,-0.37,"E2F8",5024
"KCTD14",0.01,0.38,-0.37,"KCTD14",5025
"TMEM117",0.12,0.49,-0.37,"TMEM117",5026
"AMDHD1",0.16,0.53,-0.37,"AMDHD1",5027
"CCDC169",0,0.37,-0.37,"CCDC169",5028
"RAD51",0.09,0.46,-0.37,"RAD51",5029
"GDPGP1",0.24,0.61,-0.37,"GDPGP1",5030
"ALDH1A3",0.04,0.41,-0.37,"ALDH1A3",5031
"SULT1A3",0.06,0.43,-0.37,"SULT1A3",5032
"TMED6",0,0.37,-0.37,"TMED6",5033
"PHLPP2",0.28,0.65,-0.37,"PHLPP2",5034
"LDHD",0,0.37,-0.37,"LDHD",5035
"ADAD2",0,0.37,-0.37,"ADAD2",5036
"FGF11",0.02,0.39,-0.37,"FGF11",5037
"SOX15",0,0.37,-0.37,"SOX15",5038
"GAS2L2",0,0.37,-0.37,"GAS2L2",5039
"HSF5",0.06,0.43,-0.37,"HSF5",5040
"CFAP53",0,0.37,-0.37,"CFAP53",5041
"CST1",0.06,0.43,-0.37,"CST1",5042
"ZNF763",0,0.37,-0.37,"ZNF763",5043
"GP6",0,0.37,-0.37,"GP6",5044
"TOP3B",0.15,0.52,-0.37,"TOP3B",5045
"PWP2",0,0.37,-0.37,"PWP2",5046
"SERPINB4",0.41,0.78,-0.37,"SERPINB4",5047
"ARHGAP33",0.31,0.68,-0.37,"ARHGAP33",5048
"ANKRD13C",1.45,1.82,-0.37,"ANKRD13C",5049
"PI4KB",2.19,2.56,-0.37,"PI4KB",5050
"FARSB",1.71,2.08,-0.37,"FARSB",5051
"TCTA",1.67,2.04,-0.37,"TCTA",5052
"CEP97",1.21,1.58,-0.37,"CEP97",5053
"MTRR",1.38,1.75,-0.37,"MTRR",5054
"SQSTM1",4.47,4.84,-0.37,"SQSTM1",5055
"TMEM14B",4.04,4.41,-0.37,"TMEM14B",5056
"PHF3",3.15,3.52,-0.37,"PHF3",5057
"NRF1",0.98,1.35,-0.37,"NRF1",5058
"TMEM185A",1.39,1.76,-0.37,"TMEM185A",5059
"IKBKB",2.36,2.73,-0.37,"IKBKB",5060
"ARPC5L",4.51,4.88,-0.37,"ARPC5L",5061
"ST6GALNAC6",2.6,2.97,-0.37,"ST6GALNAC6",5062
"DRAP1",5.28,5.65,-0.37,"DRAP1",5063
"RCE1",1.77,2.14,-0.37,"RCE1",5064
"DDX10",1.49,1.86,-0.37,"DDX10",5065
"BBIP1",1.92,2.29,-0.37,"BBIP1",5066
"CSRNP2",0.94,1.31,-0.37,"CSRNP2",5067
"FBXO22",2.05,2.42,-0.37,"FBXO22",5068
"ZNFX1",2.21,2.58,-0.37,"ZNFX1",5069
"KRI1",1.73,2.1,-0.37,"KRI1",5070
"DDX39A",3.13,3.5,-0.37,"DDX39A",5071
"ZNF85",0.73,1.1,-0.37,"ZNF85",5072
"GGT1",0.69,1.06,-0.37,"GGT1",5073
"C19orf70",3.82,4.19,-0.370000000000001,"C19orf70",5074
"SMIM12",3.06,3.44,-0.38,"SMIM12",5075
"ZNF513",0.56,0.94,-0.38,"ZNF513",5076
"DPY30",3.88,4.26,-0.38,"DPY30",5077
"AFTPH",2.27,2.65,-0.38,"AFTPH",5078
"NCL",4.7,5.08,-0.38,"NCL",5079
"OXNAD1",3.95,4.33,-0.38,"OXNAD1",5080
"PDHB",3.1,3.48,-0.38,"PDHB",5081
"HMCES",2.63,3.01,-0.38,"HMCES",5082
"REST",2.89,3.27,-0.38,"REST",5083
"JARID2",2.21,2.59,-0.38,"JARID2",5084
"TSPYL1",2.64,3.02,-0.38,"TSPYL1",5085
"SLC35B4",1.03,1.41,-0.38,"SLC35B4",5086
"BRWD3",1.04,1.42,-0.38,"BRWD3",5087
"POLR3D",1.79,2.17,-0.38,"POLR3D",5088
"APTX",1.61,1.99,-0.38,"APTX",5089
"TTC17",2.35,2.73,-0.38,"TTC17",5090
"CREM",4.3,4.68,-0.38,"CREM",5091
"CCDC6",2.58,2.96,-0.38,"CCDC6",5092
"EGR2",1.37,1.75,-0.38,"EGR2",5093
"WNK1",3.48,3.86,-0.38,"WNK1",5094
"PRIM1",2.19,2.57,-0.38,"PRIM1",5095
"SPATA13",2.31,2.69,-0.38,"SPATA13",5096
"KNSTRN",0.77,1.15,-0.38,"KNSTRN",5097
"SEPT1",4.45,4.83,-0.38,"SEPT1",5098
"TXNL4B",1.35,1.73,-0.38,"TXNL4B",5099
"APRT",5.19,5.57,-0.38,"APRT",5100
"CNP",2.56,2.94,-0.38,"CNP",5101
"NKIRAS2",2.04,2.42,-0.38,"NKIRAS2",5102
"TASP1",1.04,1.42,-0.38,"TASP1",5103
"ADA",2.43,2.81,-0.38,"ADA",5104
"GID8",2.71,3.09,-0.38,"GID8",5105
"WDR18",2.19,2.57,-0.38,"WDR18",5106
"MRPS12",3.38,3.76,-0.38,"MRPS12",5107
"PPIL2",1.75,2.13,-0.38,"PPIL2",5108
"KDF1",0.2,0.58,-0.38,"KDF1",5109
"NCKIPSD",0.44,0.82,-0.38,"NCKIPSD",5110
"COLCA2",0.45,0.83,-0.38,"COLCA2",5111
"SLC25A35",0.34,0.72,-0.38,"SLC25A35",5112
"CTD.2369P2.10",0.31,0.69,-0.38,"CTD.2369P2.10",5113
"ASAP3",0.11,0.49,-0.38,"ASAP3",5114
"E2F2",0.21,0.59,-0.38,"E2F2",5115
"KCND3",0,0.38,-0.38,"KCND3",5116
"S100A5",0.07,0.45,-0.38,"S100A5",5117
"ANGPTL1",0,0.38,-0.38,"ANGPTL1",5118
"INTS7",0.92,1.3,-0.38,"INTS7",5119
"FAM110C",0.03,0.41,-0.38,"FAM110C",5120
"GCKR",0,0.38,-0.38,"GCKR",5121
"SLC4A5",0,0.38,-0.38,"SLC4A5",5122
"ECEL1",0.03,0.41,-0.38,"ECEL1",5123
"RNF123",0.62,1,-0.38,"RNF123",5124
"EVC2",0.47,0.85,-0.38,"EVC2",5125
"PCDH10",0,0.38,-0.38,"PCDH10",5126
"FNDC9",0.06,0.44,-0.38,"FNDC9",5127
"GJB7",0,0.38,-0.38,"GJB7",5128
"KIAA0895",0,0.38,-0.38,"KIAA0895",5129
"KCND1",0,0.38,-0.38,"KCND1",5130
"MTMR8",0.11,0.49,-0.38,"MTMR8",5131
"ALDH1B1",0.36,0.74,-0.38,"ALDH1B1",5132
"GRIN3A",0,0.38,-0.38,"GRIN3A",5133
"ASTN2",0.27,0.65,-0.38,"ASTN2",5134
"LCN12",0,0.38,-0.38,"LCN12",5135
"HBG1",0,0.38,-0.38,"HBG1",5136
"PELI3",0.06,0.44,-0.38,"PELI3",5137
"SSH3",0.86,1.24,-0.38,"SSH3",5138
"TLL2",0,0.38,-0.38,"TLL2",5139
"NRIP2",0.1,0.48,-0.38,"NRIP2",5140
"PDE3A",0,0.38,-0.38,"PDE3A",5141
"WNT10B",0,0.38,-0.38,"WNT10B",5142
"GLIPR1L1",0.27,0.65,-0.38,"GLIPR1L1",5143
"CYSLTR2",0.16,0.54,-0.38,"CYSLTR2",5144
"GPR135",0,0.38,-0.38,"GPR135",5145
"NTRK3",0,0.38,-0.38,"NTRK3",5146
"PDIA2",0,0.38,-0.38,"PDIA2",5147
"IFT140",0,0.38,-0.38,"IFT140",5148
"PAQR4",0.39,0.77,-0.38,"PAQR4",5149
"ATP1B2",0.01,0.39,-0.38,"ATP1B2",5150
"ZNF18",0.91,1.29,-0.38,"ZNF18",5151
"SMG8",0.28,0.66,-0.38,"SMG8",5152
"DNAI2",0,0.38,-0.38,"DNAI2",5153
"DTNA",0,0.38,-0.38,"DTNA",5154
"TCF15",0,0.38,-0.38,"TCF15",5155
"GGTLC1",0,0.38,-0.38,"GGTLC1",5156
"CTB.50L17.14",0,0.38,-0.38,"CTB.50L17.14",5157
"S1PR2",0.65,1.03,-0.38,"S1PR2",5158
"CNN1",0.01,0.39,-0.38,"CNN1",5159
"CDC42EP5",0,0.38,-0.38,"CDC42EP5",5160
"OSBP2",0.05,0.43,-0.38,"OSBP2",5161
"LANCL2",0.42,0.8,-0.38,"LANCL2",5162
"RNF207",0.71,1.09,-0.38,"RNF207",5163
"ALG6",1.47,1.85,-0.38,"ALG6",5164
"DTNB",1.13,1.51,-0.38,"DTNB",5165
"PMS1",1.14,1.52,-0.38,"PMS1",5166
"ANAPC10",1.97,2.35,-0.38,"ANAPC10",5167
"BRD9",1.97,2.35,-0.38,"BRD9",5168
"TIMD4",0.97,1.35,-0.38,"TIMD4",5169
"ZC3HC1",0.98,1.36,-0.38,"ZC3HC1",5170
"SPTLC1",1.19,1.57,-0.38,"SPTLC1",5171
"ZNF25",0.96,1.34,-0.38,"ZNF25",5172
"CRNKL1",1.7,2.08,-0.38,"CRNKL1",5173
"ZMPSTE24",2.34,2.72,-0.38,"ZMPSTE24",5174
"DDX18",3.9,4.28,-0.38,"DDX18",5175
"DARS",3.07,3.45,-0.38,"DARS",5176
"FAM126B",2.03,2.41,-0.38,"FAM126B",5177
"ARIH2",2.82,3.2,-0.38,"ARIH2",5178
"PSMD2",3.51,3.89,-0.38,"PSMD2",5179
"MAF1",3.73,4.11,-0.38,"MAF1",5180
"REXO4",2.03,2.41,-0.38,"REXO4",5181
"CUL5",2.36,2.74,-0.38,"CUL5",5182
"MZT2A",4.31,4.69,-0.380000000000001,"MZT2A",5183
"SEC11A",4.6,4.98,-0.380000000000001,"SEC11A",5184
"ASNSD1",2.49,2.88,-0.39,"ASNSD1",5185
"CCDC174",2.66,3.05,-0.39,"CCDC174",5186
"RUVBL1",2.37,2.76,-0.39,"RUVBL1",5187
"HNRNPAB",2.95,3.34,-0.39,"HNRNPAB",5188
"TSC22D4",4.04,4.43,-0.39,"TSC22D4",5189
"TAF1D",4.07,4.46,-0.39,"TAF1D",5190
"SPOCK2",5.2,5.59,-0.39,"SPOCK2",5191
"GNPTAB",3.2,3.59,-0.39,"GNPTAB",5192
"COX6A1",5.29,5.68,-0.39,"COX6A1",5193
"MPHOSPH8",4.54,4.93,-0.39,"MPHOSPH8",5194
"BPTF",3.14,3.53,-0.39,"BPTF",5195
"PPP1R15A",5.07,5.46,-0.39,"PPP1R15A",5196
"PRKCZ",1.08,1.47,-0.39,"PRKCZ",5197
"BLZF1",1.58,1.97,-0.39,"BLZF1",5198
"SCAMP1",1.78,2.17,-0.39,"SCAMP1",5199
"PPP3CB",1.74,2.13,-0.39,"PPP3CB",5200
"ZRANB1",1.07,1.46,-0.39,"ZRANB1",5201
"TGDS",1.6,1.99,-0.39,"TGDS",5202
"TTLL5",0.81,1.2,-0.39,"TTLL5",5203
"HMG20A",1.25,1.64,-0.39,"HMG20A",5204
"NUP93",1.72,2.11,-0.39,"NUP93",5205
"EP300",1.7,2.09,-0.39,"EP300",5206
"USP25",1.36,1.75,-0.39,"USP25",5207
"C1orf64",0,0.39,-0.39,"C1orf64",5208
"ZFP69",0.14,0.53,-0.39,"ZFP69",5209
"FPGT.TNNI3K",0,0.39,-0.39,"FPGT.TNNI3K",5210
"WDR63",0,0.39,-0.39,"WDR63",5211
"LIN9",0.37,0.76,-0.39,"LIN9",5212
"CLHC1",0.26,0.65,-0.39,"CLHC1",5213
"PPP1R1C",0,0.39,-0.39,"PPP1R1C",5214
"FAM198A",0,0.39,-0.39,"FAM198A",5215
"DNAH12",0.03,0.42,-0.39,"DNAH12",5216
"CADM2",0,0.39,-0.39,"CADM2",5217
"FRAS1",0,0.39,-0.39,"FRAS1",5218
"RASGEF1C",0,0.39,-0.39,"RASGEF1C",5219
"HIST1H2BK",0,0.39,-0.39,"HIST1H2BK",5220
"ZSCAN26",0.9,1.29,-0.39,"ZSCAN26",5221
"ARMC12",0,0.39,-0.39,"ARMC12",5222
"MDGA1",0.47,0.86,-0.39,"MDGA1",5223
"CYP39A1",0.07,0.46,-0.39,"CYP39A1",5224
"EYA4",0,0.39,-0.39,"EYA4",5225
"KIAA2022",0,0.39,-0.39,"KIAA2022",5226
"RPA4",0.11,0.5,-0.39,"RPA4",5227
"PCDH19",0,0.39,-0.39,"PCDH19",5228
"MTCP1",0,0.39,-0.39,"MTCP1",5229
"JPH1",0,0.39,-0.39,"JPH1",5230
"ZNF572",0,0.39,-0.39,"ZNF572",5231
"KIF27",0.04,0.43,-0.39,"KIF27",5232
"ZNF484",0.48,0.87,-0.39,"ZNF484",5233
"MTRNR2L8",0,0.39,-0.39,"MTRNR2L8",5234
"DMBT1",0,0.39,-0.39,"DMBT1",5235
"SYCE1",0.05,0.44,-0.39,"SYCE1",5236
"CLLU1OS",0,0.39,-0.39,"CLLU1OS",5237
"TCTN2",0.09,0.48,-0.39,"TCTN2",5238
"TNFRSF19",0,0.39,-0.39,"TNFRSF19",5239
"BDKRB1",0,0.39,-0.39,"BDKRB1",5240
"HHIPL1",0,0.39,-0.39,"HHIPL1",5241
"CHRNA7",0,0.39,-0.39,"CHRNA7",5242
"CALML4",0,0.39,-0.39,"CALML4",5243
"ASB7",0.61,1,-0.39,"ASB7",5244
"DOC2A",0,0.39,-0.39,"DOC2A",5245
"CHST6",0,0.39,-0.39,"CHST6",5246
"TEKT1",0,0.39,-0.39,"TEKT1",5247
"TMEM97",0.89,1.28,-0.39,"TMEM97",5248
"TADA2A",0.91,1.3,-0.39,"TADA2A",5249
"MRO",0,0.39,-0.39,"MRO",5250
"EYA2",0.04,0.43,-0.39,"EYA2",5251
"CYP4F22",0.06,0.45,-0.39,"CYP4F22",5252
"CTC.454I21.3",0,0.39,-0.39,"CTC.454I21.3",5253
"GGN",0,0.39,-0.39,"GGN",5254
"C19orf84",0,0.39,-0.39,"C19orf84",5255
"SEC14L6",0,0.39,-0.39,"SEC14L6",5256
"PSKH1",0.41,0.8,-0.39,"PSKH1",5257
"GDAP2",1.17,1.56,-0.39,"GDAP2",5258
"MPHOSPH10",2.36,2.75,-0.39,"MPHOSPH10",5259
"FASTKD2",1.47,1.86,-0.39,"FASTKD2",5260
"PDE6D",2.05,2.44,-0.39,"PDE6D",5261
"ZBTB38",3.68,4.07,-0.39,"ZBTB38",5262
"TIFA",2.9,3.29,-0.39,"TIFA",5263
"USP38",1.23,1.62,-0.39,"USP38",5264
"SMARCA5",3.46,3.85,-0.39,"SMARCA5",5265
"HEBP2",2.77,3.16,-0.39,"HEBP2",5266
"FGFR1OP",1.23,1.62,-0.39,"FGFR1OP",5267
"ALG13",2.58,2.97,-0.39,"ALG13",5268
"FNTA",3.04,3.43,-0.39,"FNTA",5269
"TRMT12",0.71,1.1,-0.39,"TRMT12",5270
"KAT5",2.17,2.56,-0.39,"KAT5",5271
"TMEM126A",2.77,3.16,-0.39,"TMEM126A",5272
"HIF1AN",1.41,1.8,-0.39,"HIF1AN",5273
"INO80",1.43,1.82,-0.39,"INO80",5274
"DDX27",3.06,3.45,-0.39,"DDX27",5275
"GMIP",2.08,2.47,-0.39,"GMIP",5276
"ETFB",3.9,4.29,-0.39,"ETFB",5277
"C12orf57",4.94,5.34,-0.399999999999999,"C12orf57",5278
"SIVA1",4.24,4.64,-0.399999999999999,"SIVA1",5279
"RALY",3.95,4.35,-0.399999999999999,"RALY",5280
"ARHGEF1",4.24,4.64,-0.399999999999999,"ARHGEF1",5281
"COL9A2",1.57,1.97,-0.4,"COL9A2",5282
"MEF2D",1.51,1.91,-0.4,"MEF2D",5283
"NSL1",2.64,3.04,-0.4,"NSL1",5284
"PAPOLG",1.23,1.63,-0.4,"PAPOLG",5285
"MAT2A",2.5,2.9,-0.4,"MAT2A",5286
"STARD7",2.71,3.11,-0.4,"STARD7",5287
"CIAO1",2.49,2.89,-0.4,"CIAO1",5288
"HACL1",1.9,2.3,-0.4,"HACL1",5289
"CGGBP1",3.2,3.6,-0.4,"CGGBP1",5290
"ZNF80",1.71,2.11,-0.4,"ZNF80",5291
"SLC9B2",0.56,0.96,-0.4,"SLC9B2",5292
"PJA2",3,3.4,-0.4,"PJA2",5293
"DDX39B",2.72,3.12,-0.4,"DDX39B",5294
"TAF11",2.61,3.01,-0.4,"TAF11",5295
"MRPS18A",2.61,3.01,-0.4,"MRPS18A",5296
"RBAK.RBAKDN",1.24,1.64,-0.4,"RBAK.RBAKDN",5297
"NUDCD3",2.14,2.54,-0.4,"NUDCD3",5298
"FAM122C",1.58,1.98,-0.4,"FAM122C",5299
"NCOA2",1.57,1.97,-0.4,"NCOA2",5300
"IARS",2.19,2.59,-0.4,"IARS",5301
"C11orf57",1.33,1.73,-0.4,"C11orf57",5302
"TSPAN14",3.47,3.87,-0.4,"TSPAN14",5303
"JKAMP",2.64,3.04,-0.4,"JKAMP",5304
"VTI1B",2.99,3.39,-0.4,"VTI1B",5305
"SCAPER",1.92,2.32,-0.4,"SCAPER",5306
"FBXL8",0.73,1.13,-0.4,"FBXL8",5307
"MIEF2",0.54,0.94,-0.4,"MIEF2",5308
"PIGU",1.48,1.88,-0.4,"PIGU",5309
"STMN3",1.75,2.15,-0.4,"STMN3",5310
"CDPF1",1.07,1.47,-0.4,"CDPF1",5311
"TUBGCP6",1.05,1.45,-0.4,"TUBGCP6",5312
"LRRC7",0.29,0.69,-0.4,"LRRC7",5313
"NFXL1",0.43,0.83,-0.4,"NFXL1",5314
"F2RL2",0.02,0.42,-0.4,"F2RL2",5315
"KIAA1161",0.01,0.41,-0.4,"KIAA1161",5316
"CDK20",0.2,0.6,-0.4,"CDK20",5317
"LIN37",0.29,0.69,-0.4,"LIN37",5318
"IRF2BP1",0.32,0.72,-0.4,"IRF2BP1",5319
"TMEM86B",0.08,0.48,-0.4,"TMEM86B",5320
"CH507.42P11.8",0.02,0.42,-0.4,"CH507.42P11.8",5321
"SPATA21",0.06,0.46,-0.4,"SPATA21",5322
"PODN",0,0.4,-0.4,"PODN",5323
"ZNF687",0.65,1.05,-0.4,"ZNF687",5324
"FCGR3B",0.03,0.43,-0.4,"FCGR3B",5325
"ZBTB41",0.65,1.05,-0.4,"ZBTB41",5326
"FBXO41",0.1,0.5,-0.4,"FBXO41",5327
"LEKR1",0,0.4,-0.4,"LEKR1",5328
"ARHGEF38",0,0.4,-0.4,"ARHGEF38",5329
"PDE5A",0,0.4,-0.4,"PDE5A",5330
"PCDHB13",0,0.4,-0.4,"PCDHB13",5331
"PCDHGA1",0,0.4,-0.4,"PCDHGA1",5332
"ZSCAN31",0.13,0.53,-0.4,"ZSCAN31",5333
"WASF1",0.04,0.44,-0.4,"WASF1",5334
"DDO",0,0.4,-0.4,"DDO",5335
"ZNF853",0,0.4,-0.4,"ZNF853",5336
"TYW1B",0.35,0.75,-0.4,"TYW1B",5337
"FAM200A",0.6,1,-0.4,"FAM200A",5338
"TMEM139",0.22,0.62,-0.4,"TMEM139",5339
"MXRA5",0,0.4,-0.4,"MXRA5",5340
"DMRTA1",0,0.4,-0.4,"DMRTA1",5341
"SLC46A2",0,0.4,-0.4,"SLC46A2",5342
"CHRNA10",0,0.4,-0.4,"CHRNA10",5343
"NCR3LG1",0,0.4,-0.4,"NCR3LG1",5344
"F2",0,0.4,-0.4,"F2",5345
"VWCE",0,0.4,-0.4,"VWCE",5346
"CCDC81",0.03,0.43,-0.4,"CCDC81",5347
"TMEM236",0,0.4,-0.4,"TMEM236",5348
"AGAP4",0.09,0.49,-0.4,"AGAP4",5349
"KNTC1",0.59,0.99,-0.4,"KNTC1",5350
"IL17D",0,0.4,-0.4,"IL17D",5351
"PTPN21",0,0.4,-0.4,"PTPN21",5352
"GOLGA6L9",0,0.4,-0.4,"GOLGA6L9",5353
"PCSK6",0,0.4,-0.4,"PCSK6",5354
"CDH8",0,0.4,-0.4,"CDH8",5355
"HAS3",0,0.4,-0.4,"HAS3",5356
"PITPNM3",0,0.4,-0.4,"PITPNM3",5357
"RP11.159D12.5",0.05,0.45,-0.4,"RP11.159D12.5",5358
"PSMA8",0,0.4,-0.4,"PSMA8",5359
"DCC",0,0.4,-0.4,"DCC",5360
"ANKEF1",0.1,0.5,-0.4,"ANKEF1",5361
"COL5A3",0,0.4,-0.4,"COL5A3",5362
"ZNF625.ZNF20",0,0.4,-0.4,"ZNF625.ZNF20",5363
"CEP89",0.87,1.27,-0.4,"CEP89",5364
"EIF4ENIF1",0.84,1.24,-0.4,"EIF4ENIF1",5365
"TTLL1",0.66,1.06,-0.4,"TTLL1",5366
"SH3BGR",0,0.4,-0.4,"SH3BGR",5367
"RNF25",1.13,1.53,-0.4,"RNF25",5368
"HAUS3",1.74,2.14,-0.4,"HAUS3",5369
"FIGNL1",0.96,1.36,-0.4,"FIGNL1",5370
"NUDT18",1.4,1.8,-0.4,"NUDT18",5371
"FAM122A",1.97,2.37,-0.4,"FAM122A",5372
"CORO2A",1.16,1.56,-0.4,"CORO2A",5373
"FOXJ2",0.69,1.09,-0.4,"FOXJ2",5374
"TSR1",1.41,1.81,-0.4,"TSR1",5375
"MED1",1.47,1.87,-0.4,"MED1",5376
"DHX8",1.84,2.24,-0.4,"DHX8",5377
"UBE2O",0.72,1.12,-0.4,"UBE2O",5378
"GON4L",2.76,3.16,-0.4,"GON4L",5379
"GEMIN6",2.09,2.49,-0.4,"GEMIN6",5380
"BTN3A2",4.08,4.48,-0.4,"BTN3A2",5381
"CHCHD7",3.07,3.47,-0.4,"CHCHD7",5382
"ATP5B",4.96,5.36,-0.4,"ATP5B",5383
"KPNA3",2.32,2.72,-0.4,"KPNA3",5384
"ACTR10",2.8,3.2,-0.4,"ACTR10",5385
"MPG",3.71,4.11,-0.4,"MPG",5386
"ACBD3",1.85,2.26,-0.41,"ACBD3",5387
"GPN1",2.45,2.86,-0.41,"GPN1",5388
"TBC1D7",1.62,2.03,-0.41,"TBC1D7",5389
"DECR1",3.45,3.86,-0.41,"DECR1",5390
"MED21",2.64,3.05,-0.41,"MED21",5391
"FEM1B",1.6,2.01,-0.41,"FEM1B",5392
"ASNA1",3.45,3.86,-0.41,"ASNA1",5393
"RTCB",2.85,3.26,-0.41,"RTCB",5394
"PPP1R15B",1.7,2.11,-0.41,"PPP1R15B",5395
"FAM98A",1.51,1.92,-0.41,"FAM98A",5396
"SMYD5",0.54,0.95,-0.41,"SMYD5",5397
"MRPL30",1.24,1.65,-0.41,"MRPL30",5398
"SMPD4",0.16,0.57,-0.41,"SMPD4",5399
"AP5Z1",1.5,1.91,-0.41,"AP5Z1",5400
"FUNDC1",1.66,2.07,-0.41,"FUNDC1",5401
"KLHL9",1.58,1.99,-0.41,"KLHL9",5402
"IPPK",0.78,1.19,-0.41,"IPPK",5403
"NSMF",0.54,0.95,-0.41,"NSMF",5404
"ALG10",0.55,0.96,-0.41,"ALG10",5405
"VDR",1.32,1.73,-0.41,"VDR",5406
"PRKAB1",1.35,1.76,-0.41,"PRKAB1",5407
"TRIP4",1.49,1.9,-0.41,"TRIP4",5408
"CCDC94",1.54,1.95,-0.41,"CCDC94",5409
"PRR14L",1.55,1.96,-0.41,"PRR14L",5410
"ALG12",1.66,2.07,-0.41,"ALG12",5411
"PSMG1",1.93,2.34,-0.41,"PSMG1",5412
"GRHL3",0,0.41,-0.41,"GRHL3",5413
