"","min_2","max_other","target_score","gene","rank"
"DLEU1",0.97,1.56,-0.59,"DLEU1",2871
"DNAL1",1.02,1.61,-0.59,"DNAL1",2872
"TCTEX1D2",1.2,1.79,-0.59,"TCTEX1D2",2873
"TRIM68",0.96,1.55,-0.59,"TRIM68",2874
"ZFP90",1.91,2.5,-0.59,"ZFP90",2875
"DNAJC5",2.53,3.12,-0.59,"DNAJC5",2876
"DNMT3A",2.03,2.62,-0.59,"DNMT3A",2877
"ERLEC1",2.3,2.89,-0.59,"ERLEC1",2878
"MED1",2.28,2.87,-0.59,"MED1",2879
"RER1",3.69,4.28,-0.59,"RER1",2880
"TAB2",3.4,3.99,-0.59,"TAB2",2881
"ATG5",2.72,3.32,-0.6,"ATG5",2882
"ELK4",3.24,3.84,-0.6,"ELK4",2883
"MYO9A",2.41,3.01,-0.6,"MYO9A",2884
"PHIP",4.15,4.75,-0.6,"PHIP",2885
"PRPF4B",2.93,3.53,-0.6,"PRPF4B",2886
"RBX1",3.58,4.18,-0.6,"RBX1",2887
"ALG1",1.82,2.42,-0.6,"ALG1",2888
"CDYL2",1.34,1.94,-0.6,"CDYL2",2889
"CEP41",1.32,1.92,-0.6,"CEP41",2890
"CPT2",1.61,2.21,-0.6,"CPT2",2891
"CUEDC2",1.74,2.34,-0.6,"CUEDC2",2892
"PIDD1",1.32,1.92,-0.6,"PIDD1",2893
"RFC2",1.53,2.13,-0.6,"RFC2",2894
"SLC39A3",1.7,2.3,-0.6,"SLC39A3",2895
"SYNJ1",1.47,2.07,-0.6,"SYNJ1",2896
"WBP4",1.82,2.42,-0.6,"WBP4",2897
"ZNF138",1.31,1.91,-0.6,"ZNF138",2898
"ABCC6",0,0.6,-0.6,"ABCC6",2899
"DPT",0,0.6,-0.6,"DPT",2900
"EPHA2",0,0.6,-0.6,"EPHA2",2901
"KLHL3",0.22,0.82,-0.6,"KLHL3",2902
"MICALCL",0,0.6,-0.6,"MICALCL",2903
"MRGPRF",0,0.6,-0.6,"MRGPRF",2904
"NUDT6",0,0.6,-0.6,"NUDT6",2905
"PTPRU",0,0.6,-0.6,"PTPRU",2906
"SH3BGR",0,0.6,-0.6,"SH3BGR",2907
"SIRT4",0,0.6,-0.6,"SIRT4",2908
"SLC4A3",0,0.6,-0.6,"SLC4A3",2909
"SPIRE2",0.16,0.76,-0.6,"SPIRE2",2910
"STOX1",0,0.6,-0.6,"STOX1",2911
"SULF1",0,0.6,-0.6,"SULF1",2912
"TMEM45A",0,0.6,-0.6,"TMEM45A",2913
"TMPRSS2",0,0.6,-0.6,"TMPRSS2",2914
"TMTC1",0,0.6,-0.6,"TMTC1",2915
"TNMD",0,0.6,-0.6,"TNMD",2916
"WDR66",0,0.6,-0.6,"WDR66",2917
"AHCYL2",1.16,1.76,-0.6,"AHCYL2",2918
"ARF5",2.9,3.5,-0.6,"ARF5",2919
"BFAR",2.86,3.46,-0.6,"BFAR",2920
"CASP1",3.31,3.91,-0.6,"CASP1",2921
"EYA3",1.48,2.08,-0.6,"EYA3",2922
"G3BP1",3.21,3.81,-0.6,"G3BP1",2923
"GINS4",0.7,1.3,-0.6,"GINS4",2924
"KAT7",2.23,2.83,-0.6,"KAT7",2925
"KCP",0.31,0.91,-0.6,"KCP",2926
"KLHL15",1.54,2.14,-0.6,"KLHL15",2927
"LIAS",1.24,1.84,-0.6,"LIAS",2928
"NDUFA2",3.69,4.29,-0.6,"NDUFA2",2929
"NETO2",0.95,1.55,-0.6,"NETO2",2930
"OXNAD1",3.13,3.73,-0.6,"OXNAD1",2931
"PSIP1",3.64,4.24,-0.6,"PSIP1",2932
"SAPCD2",0.52,1.12,-0.6,"SAPCD2",2933
"SMAD3",2.52,3.12,-0.6,"SMAD3",2934
"STAU1",2.86,3.46,-0.6,"STAU1",2935
"UBA7",2.6,3.2,-0.6,"UBA7",2936
"VAV1",3.53,4.13,-0.6,"VAV1",2937
"VGLL4",2.42,3.02,-0.6,"VGLL4",2938
"VPS13A",2.11,2.71,-0.6,"VPS13A",2939
"ZBTB25",2.78,3.38,-0.6,"ZBTB25",2940
"ZDHHC24",2.38,2.98,-0.6,"ZDHHC24",2941
"ZNF451",3.14,3.74,-0.6,"ZNF451",2942
"ZNF630",0.2,0.8,-0.6,"ZNF630",2943
"ZNF821",1.22,1.82,-0.6,"ZNF821",2944
"ACYP1",1.64,2.24,-0.6,"ACYP1",2945
"CCDC88C",3.76,4.36,-0.600000000000001,"CCDC88C",2946
"CLDND1",3.84,4.44,-0.600000000000001,"CLDND1",2947
"COX4I1",5.93,6.53,-0.600000000000001,"COX4I1",2948
"NDUFA11",4.34,4.94,-0.600000000000001,"NDUFA11",2949
"PDE4B",4.06,4.66,-0.600000000000001,"PDE4B",2950
"RPS24",7.64,8.24,-0.600000000000001,"RPS24",2951
"WIPF1",5.72,6.32,-0.600000000000001,"WIPF1",2952
"ATP5F1",4.03,4.64,-0.609999999999999,"ATP5F1",2953
"EMC10",3.7,4.31,-0.609999999999999,"EMC10",2954
"AIMP2",1.48,2.09,-0.61,"AIMP2",2955
"ARL1",2.41,3.02,-0.61,"ARL1",2956
"CCT3",3.85,4.46,-0.61,"CCT3",2957
"CDC123",3.25,3.86,-0.61,"CDC123",2958
"CMTR1",2.39,3,-0.61,"CMTR1",2959
"DDX39A",3,3.61,-0.61,"DDX39A",2960
"EI24",2.52,3.13,-0.61,"EI24",2961
"HERC1",3.08,3.69,-0.61,"HERC1",2962
"HUS1",1.75,2.36,-0.61,"HUS1",2963
"MAPRE1",3.94,4.55,-0.61,"MAPRE1",2964
"MORC3",2.43,3.04,-0.61,"MORC3",2965
"ORC5",1.58,2.19,-0.61,"ORC5",2966
"OXA1L",3.6,4.21,-0.61,"OXA1L",2967
"POP5",2.67,3.28,-0.61,"POP5",2968
"SCYL2",2.29,2.9,-0.61,"SCYL2",2969
"SDF2L1",3.69,4.3,-0.61,"SDF2L1",2970
"SEC13",3.33,3.94,-0.61,"SEC13",2971
"SEC24A",1.58,2.19,-0.61,"SEC24A",2972
"TCAF2",1.87,2.48,-0.61,"TCAF2",2973
"TMEM219",3.56,4.17,-0.61,"TMEM219",2974
"TMEM259",3.39,4,-0.61,"TMEM259",2975
"UTP3",2.33,2.94,-0.61,"UTP3",2976
"ZFYVE27",2.16,2.77,-0.61,"ZFYVE27",2977
"ANKRD29",0,0.61,-0.61,"ANKRD29",2978
"DDIAS",0.22,0.83,-0.61,"DDIAS",2979
"FBXL22",0,0.61,-0.61,"FBXL22",2980
"GPC2",0,0.61,-0.61,"GPC2",2981
"GTF2H2",0.14,0.75,-0.61,"GTF2H2",2982
"KIF17",0,0.61,-0.61,"KIF17",2983
"KLHDC9",0,0.61,-0.61,"KLHDC9",2984
"LCA5",0,0.61,-0.61,"LCA5",2985
"PHLPP2",0.26,0.87,-0.61,"PHLPP2",2986
"PTK6",0,0.61,-0.61,"PTK6",2987
"SLC23A3",0,0.61,-0.61,"SLC23A3",2988
"SLC5A2",0,0.61,-0.61,"SLC5A2",2989
"SLCO5A1",0,0.61,-0.61,"SLCO5A1",2990
"SULT2B1",0,0.61,-0.61,"SULT2B1",2991
"THSD1",0,0.61,-0.61,"THSD1",2992
"TUSC3",0,0.61,-0.61,"TUSC3",2993
"USP2",0,0.61,-0.61,"USP2",2994
"XPNPEP2",0,0.61,-0.61,"XPNPEP2",2995
"YY2",0,0.61,-0.61,"YY2",2996
"ZFR2",0,0.61,-0.61,"ZFR2",2997
"ZGLP1",0,0.61,-0.61,"ZGLP1",2998
"ZNF334",0,0.61,-0.61,"ZNF334",2999
"CKAP2L",0.19,0.8,-0.61,"CKAP2L",3000
"HES2",0.06,0.67,-0.61,"HES2",3001
"KIF23",0.69,1.3,-0.61,"KIF23",3002
"PHKG1",0.71,1.32,-0.61,"PHKG1",3003
"UQCC2",1.91,2.52,-0.61,"UQCC2",3004
"VCAM1",0.42,1.03,-0.61,"VCAM1",3005
"ACTA2",2.32,2.93,-0.61,"ACTA2",3006
"ERH",4.43,5.04,-0.61,"ERH",3007
"FBXW5",3.26,3.87,-0.61,"FBXW5",3008
"MAPK9",2.07,2.68,-0.61,"MAPK9",3009
"PDIA4",3.8,4.41,-0.61,"PDIA4",3010
"PLEC",4.14,4.75,-0.61,"PLEC",3011
"TAX1BP1",4.09,4.7,-0.61,"TAX1BP1",3012
"TNFAIP3",6.87,7.48,-0.61,"TNFAIP3",3013
"TNK2",3.03,3.64,-0.61,"TNK2",3014
"VPS41",2.36,2.97,-0.61,"VPS41",3015
"WIPI2",3.07,3.68,-0.61,"WIPI2",3016
"CD5",4.19,4.81,-0.619999999999999,"CD5",3017
"HLA.C",8.22,8.84,-0.619999999999999,"HLA.C",3018
"AP1G1",2.66,3.28,-0.62,"AP1G1",3019
"COX7A2L",3.68,4.3,-0.62,"COX7A2L",3020
"CSTF2T",2.49,3.11,-0.62,"CSTF2T",3021
"EIF1AX",3.56,4.18,-0.62,"EIF1AX",3022
"ENOPH1",2.68,3.3,-0.62,"ENOPH1",3023
"MCTS1",2.43,3.05,-0.62,"MCTS1",3024
"NMT1",3.2,3.82,-0.62,"NMT1",3025
"TRA2A",3.48,4.1,-0.62,"TRA2A",3026
"CIAPIN1",1.53,2.15,-0.62,"CIAPIN1",3027
"CPEB2",1.28,1.9,-0.62,"CPEB2",3028
"GALNT11",1.84,2.46,-0.62,"GALNT11",3029
"LIN9",0.55,1.17,-0.62,"LIN9",3030
"MAMDC4",0.07,0.69,-0.62,"MAMDC4",3031
"MANBAL",1.07,1.69,-0.62,"MANBAL",3032
"MCM4",1.11,1.73,-0.62,"MCM4",3033
"NCBP1",1.86,2.48,-0.62,"NCBP1",3034
"NOMO1",1.84,2.46,-0.62,"NOMO1",3035
"NRBP2",1.28,1.9,-0.62,"NRBP2",3036
"PIGB",1.41,2.03,-0.62,"PIGB",3037
"PROSER3",1.09,1.71,-0.62,"PROSER3",3038
"SETDB2",1.66,2.28,-0.62,"SETDB2",3039
"SRR",0.33,0.95,-0.62,"SRR",3040
"TMEM110",0.33,0.95,-0.62,"TMEM110",3041
"ABHD1",0,0.62,-0.62,"ABHD1",3042
"ABTB2",0,0.62,-0.62,"ABTB2",3043
"AMACR",0.28,0.9,-0.62,"AMACR",3044
"ARL6",0.61,1.23,-0.62,"ARL6",3045
"ATP2C2",0,0.62,-0.62,"ATP2C2",3046
"B3GAT2",0,0.62,-0.62,"B3GAT2",3047
"E2F1",0.15,0.77,-0.62,"E2F1",3048
"FAM171A1",0.22,0.84,-0.62,"FAM171A1",3049
"GINS2",0.64,1.26,-0.62,"GINS2",3050
"HCAR1",0,0.62,-0.62,"HCAR1",3051
"MMP28",0,0.62,-0.62,"MMP28",3052
"PLEKHA4",0,0.62,-0.62,"PLEKHA4",3053
"RSPH4A",0,0.62,-0.62,"RSPH4A",3054
"SLC28A3",0,0.62,-0.62,"SLC28A3",3055
"TTC26",0,0.62,-0.62,"TTC26",3056
"YJEFN3",0,0.62,-0.62,"YJEFN3",3057
"ZNF180",0.37,0.99,-0.62,"ZNF180",3058
"ZNF223",0,0.62,-0.62,"ZNF223",3059
"ZNF391",0,0.62,-0.62,"ZNF391",3060
"ZNRF3",0,0.62,-0.62,"ZNRF3",3061
"AP5Z1",2.65,3.27,-0.62,"AP5Z1",3062
"ARFGAP3",2.07,2.69,-0.62,"ARFGAP3",3063
"ARHGAP12",1.63,2.25,-0.62,"ARHGAP12",3064
"BANF1",3.1,3.72,-0.62,"BANF1",3065
"CDKN1B",4.57,5.19,-0.62,"CDKN1B",3066
"CIC",2.65,3.27,-0.62,"CIC",3067
"COPZ1",3.41,4.03,-0.62,"COPZ1",3068
"CRYZ",1.98,2.6,-0.62,"CRYZ",3069
"DNAJA2",2.44,3.06,-0.62,"DNAJA2",3070
"EIF3F",4.66,5.28,-0.62,"EIF3F",3071
"FASTKD5",1.5,2.12,-0.62,"FASTKD5",3072
"FBXO21",1.63,2.25,-0.62,"FBXO21",3073
"FBXO7",3.35,3.97,-0.62,"FBXO7",3074
"GRK5",2.34,2.96,-0.62,"GRK5",3075
"GTF2H3",1.9,2.52,-0.62,"GTF2H3",3076
"LONP2",3.41,4.03,-0.62,"LONP2",3077
"MIF",4.33,4.95,-0.62,"MIF",3078
"MLLT3",2.67,3.29,-0.62,"MLLT3",3079
"NUS1",1.96,2.58,-0.62,"NUS1",3080
"PAIP1",2.03,2.65,-0.62,"PAIP1",3081
"PPP2CB",2.55,3.17,-0.62,"PPP2CB",3082
"PTPRN2",1.94,2.56,-0.62,"PTPRN2",3083
"RANBP1",3.58,4.2,-0.62,"RANBP1",3084
"RBBP5",2.26,2.88,-0.62,"RBBP5",3085
"RING1",2.75,3.37,-0.62,"RING1",3086
"SNAPC2",1.87,2.49,-0.62,"SNAPC2",3087
"SPRYD7",0.95,1.57,-0.62,"SPRYD7",3088
"TACC1",4.02,4.64,-0.62,"TACC1",3089
"TFG",3,3.62,-0.62,"TFG",3090
"THAP2",1.21,1.83,-0.62,"THAP2",3091
"UQCRC2",3.83,4.45,-0.62,"UQCRC2",3092
"ZC3H15",3.05,3.67,-0.62,"ZC3H15",3093
"DR1",3.53,4.15,-0.620000000000001,"DR1",3094
"GABPB1",3.53,4.15,-0.620000000000001,"GABPB1",3095
"LUC7L3",3.78,4.4,-0.620000000000001,"LUC7L3",3096
"ANKRD11",3.38,4.01,-0.63,"ANKRD11",3097
"CNOT2",3.37,4,-0.63,"CNOT2",3098
"DCUN1D1",1.54,2.17,-0.63,"DCUN1D1",3099
"ELAVL1",3.55,4.18,-0.63,"ELAVL1",3100
"EML3",3.27,3.9,-0.63,"EML3",3101
"EXO5",0.81,1.44,-0.63,"EXO5",3102
"FBXL17",2.4,3.03,-0.63,"FBXL17",3103
"FBXO3",1.75,2.38,-0.63,"FBXO3",3104
"GBP2",4.17,4.8,-0.63,"GBP2",3105
"GNG2",4.74,5.37,-0.63,"GNG2",3106
"H1FX",5.4,6.03,-0.63,"H1FX",3107
"HIGD2A",4.3,4.93,-0.63,"HIGD2A",3108
"IPO13",1.09,1.72,-0.63,"IPO13",3109
"MRI1",2.22,2.85,-0.63,"MRI1",3110
"MTIF3",2.24,2.87,-0.63,"MTIF3",3111
"NOL8",2.02,2.65,-0.63,"NOL8",3112
"OAS3",3.35,3.98,-0.63,"OAS3",3113
"PDAP1",3.49,4.12,-0.63,"PDAP1",3114
"PLCL2",2.5,3.13,-0.63,"PLCL2",3115
"PSENEN",2.69,3.32,-0.63,"PSENEN",3116
"PSMD5",1.73,2.36,-0.63,"PSMD5",3117
"RAB8B",4.03,4.66,-0.63,"RAB8B",3118
"RANBP6",1.4,2.03,-0.63,"RANBP6",3119
"RNASEH2B",3.04,3.67,-0.63,"RNASEH2B",3120
"S100A6",7.11,7.74,-0.63,"S100A6",3121
"SEPT8",1.31,1.94,-0.63,"SEPT8",3122
"SPNS2",0.2,0.83,-0.63,"SPNS2",3123
"STAT5A",3.41,4.04,-0.63,"STAT5A",3124
"TBCE",1.25,1.88,-0.63,"TBCE",3125
"TMED10",4.5,5.13,-0.63,"TMED10",3126
"TMEM131",2.35,2.98,-0.63,"TMEM131",3127
"TMEM165",2.77,3.4,-0.63,"TMEM165",3128
"TNPO1",3.21,3.84,-0.63,"TNPO1",3129
"TRAF2",1.73,2.36,-0.63,"TRAF2",3130
"TRIM22",4.9,5.53,-0.63,"TRIM22",3131
"UNC119B",1.06,1.69,-0.63,"UNC119B",3132
"ZNF740",1.58,2.21,-0.63,"ZNF740",3133
"AIF1L",0,0.63,-0.63,"AIF1L",3134
"CELSR3",0,0.63,-0.63,"CELSR3",3135
"CLDN8",0,0.63,-0.63,"CLDN8",3136
"DYNC2LI1",0.63,1.26,-0.63,"DYNC2LI1",3137
"EDA",0,0.63,-0.63,"EDA",3138
"EDA2R",0,0.63,-0.63,"EDA2R",3139
"EGFR",0,0.63,-0.63,"EGFR",3140
"FGF10",0,0.63,-0.63,"FGF10",3141
"GIPC3",0,0.63,-0.63,"GIPC3",3142
"GJC1",0,0.63,-0.63,"GJC1",3143
"GSC",0,0.63,-0.63,"GSC",3144
"GULP1",0,0.63,-0.63,"GULP1",3145
"IFT81",0,0.63,-0.63,"IFT81",3146
"LINC00176",0,0.63,-0.63,"LINC00176",3147
"ME3",0.64,1.27,-0.63,"ME3",3148
"NEURL3",0,0.63,-0.63,"NEURL3",3149
"NPIPB4",0.36,0.99,-0.63,"NPIPB4",3150
"NPM2",0,0.63,-0.63,"NPM2",3151
"PDZK1IP1",0,0.63,-0.63,"PDZK1IP1",3152
"PPAT",0.85,1.48,-0.63,"PPAT",3153
"PRR29",0,0.63,-0.63,"PRR29",3154
"RAVER2",0.15,0.78,-0.63,"RAVER2",3155
"REEP6",0.59,1.22,-0.63,"REEP6",3156
"RIPK4",0,0.63,-0.63,"RIPK4",3157
"RND2",0,0.63,-0.63,"RND2",3158
"SCN9A",0,0.63,-0.63,"SCN9A",3159
"SPATA18",0,0.63,-0.63,"SPATA18",3160
"SRPX",0,0.63,-0.63,"SRPX",3161
"TGFBR3L",0,0.63,-0.63,"TGFBR3L",3162
"ZNF823",0.11,0.74,-0.63,"ZNF823",3163
"CGRRF1",1.19,1.82,-0.63,"CGRRF1",3164
"NOXA1",0.7,1.33,-0.63,"NOXA1",3165
"TMEM18",1.91,2.54,-0.63,"TMEM18",3166
"EIF2AK2",3.98,4.61,-0.63,"EIF2AK2",3167
"THOC7",3.03,3.66,-0.63,"THOC7",3168
"TRIM69",2.57,3.2,-0.63,"TRIM69",3169
"ATRX",4.06,4.69,-0.630000000000001,"ATRX",3170
"CLPX",2.43,3.07,-0.64,"CLPX",3171
"CYB561D2",3.37,4.01,-0.64,"CYB561D2",3172
"EIF5A",4.38,5.02,-0.64,"EIF5A",3173
"FBXW8",1.37,2.01,-0.64,"FBXW8",3174
"FLI1",3.83,4.47,-0.64,"FLI1",3175
"GOLGA7",3.14,3.78,-0.64,"GOLGA7",3176
"ISOC2",1.87,2.51,-0.64,"ISOC2",3177
"MARCH2",2.41,3.05,-0.64,"MARCH2",3178
"NDUFS4",2.87,3.51,-0.64,"NDUFS4",3179
"TSPYL2",3.7,4.34,-0.64,"TSPYL2",3180
"VKORC1",3.16,3.8,-0.64,"VKORC1",3181
"ZNHIT1",3.37,4.01,-0.64,"ZNHIT1",3182
"ACVR1",1.49,2.13,-0.64,"ACVR1",3183
"CCDC43",1.33,1.97,-0.64,"CCDC43",3184
"FBXL4",1.24,1.88,-0.64,"FBXL4",3185
"IGIP",0.77,1.41,-0.64,"IGIP",3186
"KCTD17",1.35,1.99,-0.64,"KCTD17",3187
"ORC3",1.49,2.13,-0.64,"ORC3",3188
"SDR42E2",1.36,2,-0.64,"SDR42E2",3189
"UBE2O",1.34,1.98,-0.64,"UBE2O",3190
"ZNF653",0.32,0.96,-0.64,"ZNF653",3191
"AGAP4",0.12,0.76,-0.64,"AGAP4",3192
"CDKL3",0,0.64,-0.64,"CDKL3",3193
"FAP",0,0.64,-0.64,"FAP",3194
"FPGT.TNNI3K",0,0.64,-0.64,"FPGT.TNNI3K",3195
"FRMD6",0,0.64,-0.64,"FRMD6",3196
"KIAA1524",0.35,0.99,-0.64,"KIAA1524",3197
"LEKR1",0,0.64,-0.64,"LEKR1",3198
"MPO",0,0.64,-0.64,"MPO",3199
"NAGS",0,0.64,-0.64,"NAGS",3200
"PHGDH",0,0.64,-0.64,"PHGDH",3201
"RFESD",0.37,1.01,-0.64,"RFESD",3202
"SLC45A1",0,0.64,-0.64,"SLC45A1",3203
"STAP2",0,0.64,-0.64,"STAP2",3204
"TMEM130",0,0.64,-0.64,"TMEM130",3205
"ZNF443",0.16,0.8,-0.64,"ZNF443",3206
"ZNF596",0,0.64,-0.64,"ZNF596",3207
"ABT1",2.73,3.37,-0.64,"ABT1",3208
"ARFRP1",2.36,3,-0.64,"ARFRP1",3209
"ARPC5L",3.93,4.57,-0.64,"ARPC5L",3210
"BIRC6",3,3.64,-0.64,"BIRC6",3211
"CDIP1",2.25,2.89,-0.64,"CDIP1",3212
"CFAP97",2.07,2.71,-0.64,"CFAP97",3213
"CNOT4",2.32,2.96,-0.64,"CNOT4",3214
"DNAJC8",3.68,4.32,-0.64,"DNAJC8",3215
"EIF5AL1",3.52,4.16,-0.64,"EIF5AL1",3216
"EXOSC10",2.53,3.17,-0.64,"EXOSC10",3217
"GPN1",2.06,2.7,-0.64,"GPN1",3218
"KIAA0141",2.19,2.83,-0.64,"KIAA0141",3219
"LUC7L2",3.25,3.89,-0.64,"LUC7L2",3220
"MICU2",2.58,3.22,-0.64,"MICU2",3221
"MON2",2.06,2.7,-0.64,"MON2",3222
"ORMDL2",2.63,3.27,-0.64,"ORMDL2",3223
"PANK2",2.55,3.19,-0.64,"PANK2",3224
"PCMTD2",2.17,2.81,-0.64,"PCMTD2",3225
"PHYKPL",2.79,3.43,-0.64,"PHYKPL",3226
"RNF7",3.64,4.28,-0.64,"RNF7",3227
"SND1",3.23,3.87,-0.64,"SND1",3228
"SSR1",3.98,4.62,-0.64,"SSR1",3229
"TBC1D2B",3.33,3.97,-0.64,"TBC1D2B",3230
"TCF12",1.98,2.62,-0.64,"TCF12",3231
"TMEM135",1.17,1.81,-0.64,"TMEM135",3232
"UBQLN1",3.61,4.25,-0.64,"UBQLN1",3233
"UBQLN2",2.58,3.22,-0.64,"UBQLN2",3234
"ZNF480",2.11,2.75,-0.64,"ZNF480",3235
"ZUFSP",1.16,1.8,-0.64,"ZUFSP",3236
"UBB",7.01,7.65,-0.640000000000001,"UBB",3237
"AES",6.23,6.88,-0.649999999999999,"AES",3238
"IL16",4.48,5.13,-0.649999999999999,"IL16",3239
"ACTR10",2.45,3.1,-0.65,"ACTR10",3240
"ATP6V1D",2.71,3.36,-0.65,"ATP6V1D",3241
"BRWD1",2.69,3.34,-0.65,"BRWD1",3242
"BTBD6",2.75,3.4,-0.65,"BTBD6",3243
"CDC6",0.33,0.98,-0.65,"CDC6",3244
"CENPH",1.03,1.68,-0.65,"CENPH",3245
"CLPP",3.77,4.42,-0.65,"CLPP",3246
"CLSTN1",3.98,4.63,-0.65,"CLSTN1",3247
"HERC2",2.22,2.87,-0.65,"HERC2",3248
"HPS6",1.73,2.38,-0.65,"HPS6",3249
"KRTCAP2",2.92,3.57,-0.65,"KRTCAP2",3250
"LYST",3.78,4.43,-0.65,"LYST",3251
"MAP1S",1.65,2.3,-0.65,"MAP1S",3252
"MAPKAPK3",3.31,3.96,-0.65,"MAPKAPK3",3253
"MARS2",1.07,1.72,-0.65,"MARS2",3254
"MFF",3.17,3.82,-0.65,"MFF",3255
"MTAP",1.44,2.09,-0.65,"MTAP",3256
"NNT",2.33,2.98,-0.65,"NNT",3257
"NUP85",1.71,2.36,-0.65,"NUP85",3258
"ORC4",1.77,2.42,-0.65,"ORC4",3259
"PATZ1",2.2,2.85,-0.65,"PATZ1",3260
"PDE6D",2.14,2.79,-0.65,"PDE6D",3261
"POLDIP3",2.99,3.64,-0.65,"POLDIP3",3262
"PPA2",2.73,3.38,-0.65,"PPA2",3263
"PPP2R2A",3.15,3.8,-0.65,"PPP2R2A",3264
"RUNDC1",1.81,2.46,-0.65,"RUNDC1",3265
"SMPD2",1.25,1.9,-0.65,"SMPD2",3266
"SRP72",3.17,3.82,-0.65,"SRP72",3267
"TTC39C",3.52,4.17,-0.65,"TTC39C",3268
"VPS72",2.72,3.37,-0.65,"VPS72",3269
"ZNF738",0.54,1.19,-0.65,"ZNF738",3270
"ZNF80",0.3,0.95,-0.65,"ZNF80",3271
"ABCC11",0,0.65,-0.65,"ABCC11",3272
"CDH11",0,0.65,-0.65,"CDH11",3273
"CGNL1",0,0.65,-0.65,"CGNL1",3274
"CLEC9A",0,0.65,-0.65,"CLEC9A",3275
"ESRP2",0,0.65,-0.65,"ESRP2",3276
"FUT1",0,0.65,-0.65,"FUT1",3277
"GORAB",0.82,1.47,-0.65,"GORAB",3278
"GPLD1",0,0.65,-0.65,"GPLD1",3279
"KLRK1",0,0.65,-0.65,"KLRK1",3280
"MTRNR2L4",0,0.65,-0.65,"MTRNR2L4",3281
"PARS2",0,0.65,-0.65,"PARS2",3282
"POLN",0.1,0.75,-0.65,"POLN",3283
"S100Z",0,0.65,-0.65,"S100Z",3284
"SCARF2",0,0.65,-0.65,"SCARF2",3285
"TNFSF15",0,0.65,-0.65,"TNFSF15",3286
"TTC34",0,0.65,-0.65,"TTC34",3287
"ZBTB47",0,0.65,-0.65,"ZBTB47",3288
"ZNF625",0,0.65,-0.65,"ZNF625",3289
"ATP9B",1.76,2.41,-0.65,"ATP9B",3290
"CUBN",0.44,1.09,-0.65,"CUBN",3291
"DCAF12",1.66,2.31,-0.65,"DCAF12",3292
"ERP27",0.41,1.06,-0.65,"ERP27",3293
"MCM2",1.45,2.1,-0.65,"MCM2",3294
"NR2F1",0.47,1.12,-0.65,"NR2F1",3295
"PIK3CG",1.95,2.6,-0.65,"PIK3CG",3296
"TULP4",1.97,2.62,-0.65,"TULP4",3297
"ARHGAP30",4.68,5.33,-0.65,"ARHGAP30",3298
"GFM1",2.03,2.68,-0.65,"GFM1",3299
"HGS",3.05,3.7,-0.65,"HGS",3300
"HINT1",5.56,6.21,-0.65,"HINT1",3301
"NXF1",3.58,4.23,-0.65,"NXF1",3302
"PFKL",3.32,3.97,-0.65,"PFKL",3303
"SCAMP3",3.5,4.15,-0.65,"SCAMP3",3304
"ST13",4.26,4.91,-0.65,"ST13",3305
"TRA2B",4.67,5.32,-0.65,"TRA2B",3306
"AP2M1",4.36,5.02,-0.659999999999999,"AP2M1",3307
"RASSF5",4.61,5.27,-0.659999999999999,"RASSF5",3308
"DPP9",2.68,3.34,-0.66,"DPP9",3309
"GOSR2",1.37,2.03,-0.66,"GOSR2",3310
"GTPBP1",2.87,3.53,-0.66,"GTPBP1",3311
"KRAS",2.43,3.09,-0.66,"KRAS",3312
"MRPS5",2.45,3.11,-0.66,"MRPS5",3313
"MYO5A",2.72,3.38,-0.66,"MYO5A",3314
"POLK",2.37,3.03,-0.66,"POLK",3315
"PPP1R16B",3.61,4.27,-0.66,"PPP1R16B",3316
"PRKCSH",3.69,4.35,-0.66,"PRKCSH",3317
"RNF138",2.43,3.09,-0.66,"RNF138",3318
"SMAD4",2.16,2.82,-0.66,"SMAD4",3319
"ZCCHC2",2.41,3.07,-0.66,"ZCCHC2",3320
"ATP5L2",1.28,1.94,-0.66,"ATP5L2",3321
"HIRIP3",1.55,2.21,-0.66,"HIRIP3",3322
"HIST2H2AC",1.3,1.96,-0.66,"HIST2H2AC",3323
"PAAF1",1.64,2.3,-0.66,"PAAF1",3324
"TAF4",1.84,2.5,-0.66,"TAF4",3325
"WDR36",1.29,1.95,-0.66,"WDR36",3326
"ZNF3",1.86,2.52,-0.66,"ZNF3",3327
"ANGPTL2",0,0.66,-0.66,"ANGPTL2",3328
"CAPS2",0,0.66,-0.66,"CAPS2",3329
"CCDC184",0.23,0.89,-0.66,"CCDC184",3330
"CEACAM19",0,0.66,-0.66,"CEACAM19",3331
"CYP2E1",0,0.66,-0.66,"CYP2E1",3332
"FAM84A",0,0.66,-0.66,"FAM84A",3333
"GRIK3",0,0.66,-0.66,"GRIK3",3334
"HOXD8",0,0.66,-0.66,"HOXD8",3335
"MRPS24",0,0.66,-0.66,"MRPS24",3336
"PGBD1",0,0.66,-0.66,"PGBD1",3337
"PRRX2",0,0.66,-0.66,"PRRX2",3338
"SHOX2",0,0.66,-0.66,"SHOX2",3339
"SPICE1",0.87,1.53,-0.66,"SPICE1",3340
"ST18",0,0.66,-0.66,"ST18",3341
"STX1A",0.83,1.49,-0.66,"STX1A",3342
"TEAD1",0,0.66,-0.66,"TEAD1",3343
"TROAP",0.67,1.33,-0.66,"TROAP",3344
