"","min_2","max_other","target_score","gene","rank"
"MARCH9",2.16,3.35,-1.19,"MARCH9",7412
"MASTL",0.7,1.89,-1.19,"MASTL",7413
"MAU2",2.33,3.52,-1.19,"MAU2",7414
"MDS2",0,1.19,-1.19,"MDS2",7415
"MT1E",2.9,4.09,-1.19,"MT1E",7416
"NCOR1",3.97,5.16,-1.19,"NCOR1",7417
"NSUN2",2.13,3.32,-1.19,"NSUN2",7418
"PARVG",2.52,3.71,-1.19,"PARVG",7419
"PDDC1",1.79,2.98,-1.19,"PDDC1",7420
"PRUNE2",0,1.19,-1.19,"PRUNE2",7421
"R3HDM2",2.97,4.16,-1.19,"R3HDM2",7422
"RFT1",0.86,2.05,-1.19,"RFT1",7423
"RPE",1.77,2.96,-1.19,"RPE",7424
"RTCB",2.34,3.53,-1.19,"RTCB",7425
"SPDL1",0.59,1.78,-1.19,"SPDL1",7426
"SPOPL",1.87,3.06,-1.19,"SPOPL",7427
"ST6GALNAC1",0,1.19,-1.19,"ST6GALNAC1",7428
"SUSD2",0,1.19,-1.19,"SUSD2",7429
"TAF1D",3.53,4.72,-1.19,"TAF1D",7430
"TGFBRAP1",1.31,2.5,-1.19,"TGFBRAP1",7431
"THADA",2.11,3.3,-1.19,"THADA",7432
"TMEM102",1.02,2.21,-1.19,"TMEM102",7433
"TMEM238",2.11,3.3,-1.19,"TMEM238",7434
"TMEM86B",0.6,1.79,-1.19,"TMEM86B",7435
"TMPRSS3",0.1,1.29,-1.19,"TMPRSS3",7436
"XYLB",0.12,1.31,-1.19,"XYLB",7437
"ZCCHC3",2.13,3.32,-1.19,"ZCCHC3",7438
"ZNF300",0,1.19,-1.19,"ZNF300",7439
"ANKRD52",1.39,2.58,-1.19,"ANKRD52",7440
"ATAD2B",1.28,2.47,-1.19,"ATAD2B",7441
"B3GNTL1",1.76,2.95,-1.19,"B3GNTL1",7442
"COMMD5",1.47,2.66,-1.19,"COMMD5",7443
"FUT10",0.42,1.61,-1.19,"FUT10",7444
"MED21",1.41,2.6,-1.19,"MED21",7445
"MRPL35",1.7,2.89,-1.19,"MRPL35",7446
"MRPS26",1.89,3.08,-1.19,"MRPS26",7447
"NPM3",0.99,2.18,-1.19,"NPM3",7448
"OPRL1",0.15,1.34,-1.19,"OPRL1",7449
"PYROXD1",1.7,2.89,-1.19,"PYROXD1",7450
"SLC25A11",1.95,3.14,-1.19,"SLC25A11",7451
"SNX12",1.45,2.64,-1.19,"SNX12",7452
"WDR43",1.68,2.87,-1.19,"WDR43",7453
"ZBTB3",0.43,1.62,-1.19,"ZBTB3",7454
"CCT7",4.31,5.5,-1.19,"CCT7",7455
"ISG15",4.52,5.71,-1.19,"ISG15",7456
"RPL27",7.06,8.25,-1.19,"RPL27",7457
"TNFSF14",2.3,3.49,-1.19,"TNFSF14",7458
"MKNK2",4.19,5.39,-1.2,"MKNK2",7459
"RPL4",6.83,8.03,-1.2,"RPL4",7460
"ZAP70",4.44,5.64,-1.2,"ZAP70",7461
"AFF4",2.6,3.8,-1.2,"AFF4",7462
"CS",2.9,4.1,-1.2,"CS",7463
"ERAP1",2.33,3.53,-1.2,"ERAP1",7464
"EXOC5",1.6,2.8,-1.2,"EXOC5",7465
"GDAP2",0.93,2.13,-1.2,"GDAP2",7466
"MRFAP1L1",3.35,4.55,-1.2,"MRFAP1L1",7467
"PPIH",1.87,3.07,-1.2,"PPIH",7468
"PRPF18",2.33,3.53,-1.2,"PRPF18",7469
"RBM4",1.06,2.26,-1.2,"RBM4",7470
"TMEM203",1.56,2.76,-1.2,"TMEM203",7471
"TNPO3",2.58,3.78,-1.2,"TNPO3",7472
"UGDH",1.1,2.3,-1.2,"UGDH",7473
"ARNT2",0,1.2,-1.2,"ARNT2",7474
"ASS1",0,1.2,-1.2,"ASS1",7475
"CABLES1",0,1.2,-1.2,"CABLES1",7476
"CHGB",0,1.2,-1.2,"CHGB",7477
"DET1",0.25,1.45,-1.2,"DET1",7478
"FAM83F",0,1.2,-1.2,"FAM83F",7479
"FZD8",0,1.2,-1.2,"FZD8",7480
"HIST3H2A",1.89,3.09,-1.2,"HIST3H2A",7481
"KISS1R",0,1.2,-1.2,"KISS1R",7482
"LRRC26",0,1.2,-1.2,"LRRC26",7483
"MYO16",0,1.2,-1.2,"MYO16",7484
"NANP",0,1.2,-1.2,"NANP",7485
"P3H4",0.18,1.38,-1.2,"P3H4",7486
"PAK4",1.18,2.38,-1.2,"PAK4",7487
"PIGC",1.74,2.94,-1.2,"PIGC",7488
"PMPCA",1.66,2.86,-1.2,"PMPCA",7489
"PPP1R37",1.14,2.34,-1.2,"PPP1R37",7490
"PPP1R9A",0,1.2,-1.2,"PPP1R9A",7491
"RPGR",1.16,2.36,-1.2,"RPGR",7492
"TIGD1",0.77,1.97,-1.2,"TIGD1",7493
"TRIM65",1.16,2.36,-1.2,"TRIM65",7494
"TTC21B",1.09,2.29,-1.2,"TTC21B",7495
"TTF2",1.07,2.27,-1.2,"TTF2",7496
"TXNL4B",1.26,2.46,-1.2,"TXNL4B",7497
"WDR19",0,1.2,-1.2,"WDR19",7498
"WDR34",1.2,2.4,-1.2,"WDR34",7499
"ZNF684",0.1,1.3,-1.2,"ZNF684",7500
"ASGR1",0.17,1.37,-1.2,"ASGR1",7501
"CCNY",2.75,3.95,-1.2,"CCNY",7502
"CHFR",2.48,3.68,-1.2,"CHFR",7503
"CIAO1",2.11,3.31,-1.2,"CIAO1",7504
"CPSF6",2.11,3.31,-1.2,"CPSF6",7505
"DDX28",0.57,1.77,-1.2,"DDX28",7506
"DHTKD1",1.67,2.87,-1.2,"DHTKD1",7507
"EMP3",3.67,4.87,-1.2,"EMP3",7508
"FBXO2",0.86,2.06,-1.2,"FBXO2",7509
"GLCE",0.61,1.81,-1.2,"GLCE",7510
"GNGT2",1.19,2.39,-1.2,"GNGT2",7511
"NME1",1.4,2.6,-1.2,"NME1",7512
"NT5C",2.61,3.81,-1.2,"NT5C",7513
"NUP155",0.84,2.04,-1.2,"NUP155",7514
"PARP10",2.87,4.07,-1.2,"PARP10",7515
"PPARA",0.64,1.84,-1.2,"PPARA",7516
"RAD54L2",1.96,3.16,-1.2,"RAD54L2",7517
"RC3H1",2.52,3.72,-1.2,"RC3H1",7518
"RCSD1",4,5.2,-1.2,"RCSD1",7519
"RPS6KA3",3.55,4.75,-1.2,"RPS6KA3",7520
"SAMD9",3.01,4.21,-1.2,"SAMD9",7521
"SLC44A2",3.87,5.07,-1.2,"SLC44A2",7522
"TIGD5",0.36,1.56,-1.2,"TIGD5",7523
"TMEM33",2.44,3.64,-1.2,"TMEM33",7524
"TMEM38B",0.94,2.14,-1.2,"TMEM38B",7525
"TSEN54",2.96,4.16,-1.2,"TSEN54",7526
"WAS",4.56,5.76,-1.2,"WAS",7527
"LPP",2.81,4.02,-1.21,"LPP",7528
"IFT88",0.8,2.01,-1.21,"IFT88",7529
"MBNL2",1.09,2.3,-1.21,"MBNL2",7530
"AAR2",1.67,2.88,-1.21,"AAR2",7531
"ADCY4",0.2,1.41,-1.21,"ADCY4",7532
"ANKRD54",1.38,2.59,-1.21,"ANKRD54",7533
"APOBEC3F",0.87,2.08,-1.21,"APOBEC3F",7534
"APPBP2",1.9,3.11,-1.21,"APPBP2",7535
"ATL1",0,1.21,-1.21,"ATL1",7536
"ATP6V1G2",0,1.21,-1.21,"ATP6V1G2",7537
"BEST4",0,1.21,-1.21,"BEST4",7538
"CA5A",0,1.21,-1.21,"CA5A",7539
"CASKIN2",0.08,1.29,-1.21,"CASKIN2",7540
"CD52",7.19,8.4,-1.21,"CD52",7541
"DDB2",2.48,3.69,-1.21,"DDB2",7542
"DUS3L",1.15,2.36,-1.21,"DUS3L",7543
"EIF4A1",3.66,4.87,-1.21,"EIF4A1",7544
"ELMO2",2.07,3.28,-1.21,"ELMO2",7545
"ENPP2",0,1.21,-1.21,"ENPP2",7546
"FAM110C",0.28,1.49,-1.21,"FAM110C",7547
"GFPT2",0,1.21,-1.21,"GFPT2",7548
"GNPAT",2.08,3.29,-1.21,"GNPAT",7549
"GTF3C4",1.04,2.25,-1.21,"GTF3C4",7550
"HECTD2",0.24,1.45,-1.21,"HECTD2",7551
"HEXIM2",0,1.21,-1.21,"HEXIM2",7552
"HOXC4",0.17,1.38,-1.21,"HOXC4",7553
"ITGB8",0,1.21,-1.21,"ITGB8",7554
"ITSN2",3.09,4.3,-1.21,"ITSN2",7555
"KALRN",0,1.21,-1.21,"KALRN",7556
"KIAA0825",0.28,1.49,-1.21,"KIAA0825",7557
"LRRC8D",2.08,3.29,-1.21,"LRRC8D",7558
"MAP4K3",0.56,1.77,-1.21,"MAP4K3",7559
"MCM7",2.18,3.39,-1.21,"MCM7",7560
"MFSD5",2.18,3.39,-1.21,"MFSD5",7561
"MGAT4B",2.56,3.77,-1.21,"MGAT4B",7562
"MORF4L2",3.08,4.29,-1.21,"MORF4L2",7563
"MTA3",0.6,1.81,-1.21,"MTA3",7564
"MYSM1",2.34,3.55,-1.21,"MYSM1",7565
"NARFL",0.6,1.81,-1.21,"NARFL",7566
"NBN",2.05,3.26,-1.21,"NBN",7567
"NFASC",0,1.21,-1.21,"NFASC",7568
"PGBD2",0.75,1.96,-1.21,"PGBD2",7569
"PNISR",4.69,5.9,-1.21,"PNISR",7570
"POMGNT2",0.51,1.72,-1.21,"POMGNT2",7571
"POU6F1",0.22,1.43,-1.21,"POU6F1",7572
"RALGAPA1",1.98,3.19,-1.21,"RALGAPA1",7573
"RASIP1",0,1.21,-1.21,"RASIP1",7574
"RDH11",2.45,3.66,-1.21,"RDH11",7575
"RFC5",1.31,2.52,-1.21,"RFC5",7576
"RHOBTB1",0,1.21,-1.21,"RHOBTB1",7577
"SCNN1D",0,1.21,-1.21,"SCNN1D",7578
"SH3BGRL",4.21,5.42,-1.21,"SH3BGRL",7579
"SIK2",1.42,2.63,-1.21,"SIK2",7580
"SLC44A3",0,1.21,-1.21,"SLC44A3",7581
"SLC47A1",0,1.21,-1.21,"SLC47A1",7582
"SLC52A1",0,1.21,-1.21,"SLC52A1",7583
"SLCO4A1",0,1.21,-1.21,"SLCO4A1",7584
"TEFM",0.36,1.57,-1.21,"TEFM",7585
"TPH1",0,1.21,-1.21,"TPH1",7586
"WDR61",1.94,3.15,-1.21,"WDR61",7587
"ZFPM1",2.5,3.71,-1.21,"ZFPM1",7588
"ZNF829",0,1.21,-1.21,"ZNF829",7589
"ALKBH3",1.72,2.93,-1.21,"ALKBH3",7590
"ATP11A",1.28,2.49,-1.21,"ATP11A",7591
"CAB39L",0.15,1.36,-1.21,"CAB39L",7592
"DOPEY1",1.2,2.41,-1.21,"DOPEY1",7593
"FAM217B",1.76,2.97,-1.21,"FAM217B",7594
"LRP8",1.03,2.24,-1.21,"LRP8",7595
"PUS7L",1.49,2.7,-1.21,"PUS7L",7596
"RGS19",3.36,4.57,-1.21,"RGS19",7597
"TTC3",3.02,4.23,-1.21,"TTC3",7598
"LDHB",5.02,6.23,-1.21,"LDHB",7599
"APH1A",4.19,5.41,-1.22,"APH1A",7600
"DNAJA4",1.81,3.03,-1.22,"DNAJA4",7601
"DYM",2.18,3.4,-1.22,"DYM",7602
"EFR3A",2.04,3.26,-1.22,"EFR3A",7603
"NUDT22",1.62,2.84,-1.22,"NUDT22",7604
"PRDX3",3.12,4.34,-1.22,"PRDX3",7605
"RAB7A",4.62,5.84,-1.22,"RAB7A",7606
"RFTN1",3.99,5.21,-1.22,"RFTN1",7607
"RPL38",7.28,8.5,-1.22,"RPL38",7608
"SAT2",2.37,3.59,-1.22,"SAT2",7609
"SLC10A3",2.04,3.26,-1.22,"SLC10A3",7610
"TGIF2",1.56,2.78,-1.22,"TGIF2",7611
"TNRC6B",3.54,4.76,-1.22,"TNRC6B",7612
"ZBTB6",0.83,2.05,-1.22,"ZBTB6",7613
"ZNF589",0.68,1.9,-1.22,"ZNF589",7614
"AKT1S1",1.28,2.5,-1.22,"AKT1S1",7615
"ANLN",0.18,1.4,-1.22,"ANLN",7616
"CAMKK1",0.21,1.43,-1.22,"CAMKK1",7617
"CBY1",0.55,1.77,-1.22,"CBY1",7618
"CCR3",0.33,1.55,-1.22,"CCR3",7619
"CD3EAP",0,1.22,-1.22,"CD3EAP",7620
"CES4A",0.18,1.4,-1.22,"CES4A",7621
"DDX51",1.14,2.36,-1.22,"DDX51",7622
"EFS",0,1.22,-1.22,"EFS",7623
"EVA1C",0.55,1.77,-1.22,"EVA1C",7624
"GPSM1",0.43,1.65,-1.22,"GPSM1",7625
"HPN",0,1.22,-1.22,"HPN",7626
"LRRC61",0.53,1.75,-1.22,"LRRC61",7627
"NPHP3",1.74,2.96,-1.22,"NPHP3",7628
"PARVA",0,1.22,-1.22,"PARVA",7629
"PCCB",1.22,2.44,-1.22,"PCCB",7630
"PLCB3",0.52,1.74,-1.22,"PLCB3",7631
"POMT2",0,1.22,-1.22,"POMT2",7632
"RBL1",0.97,2.19,-1.22,"RBL1",7633
"RBM44",0.08,1.3,-1.22,"RBM44",7634
"RPUSD4",1.05,2.27,-1.22,"RPUSD4",7635
"SENP5",1.59,2.81,-1.22,"SENP5",7636
"SGIP1",0,1.22,-1.22,"SGIP1",7637
"SHARPIN",1.91,3.13,-1.22,"SHARPIN",7638
"SPRYD4",0.26,1.48,-1.22,"SPRYD4",7639
"SYP",0,1.22,-1.22,"SYP",7640
"TBC1D8B",0,1.22,-1.22,"TBC1D8B",7641
"TGFB3",0.48,1.7,-1.22,"TGFB3",7642
"TMEM231",0,1.22,-1.22,"TMEM231",7643
"USP12",1.93,3.15,-1.22,"USP12",7644
"USP44",0,1.22,-1.22,"USP44",7645
"VNN1",0,1.22,-1.22,"VNN1",7646
"ZC3H10",0.52,1.74,-1.22,"ZC3H10",7647
"CLSTN3",3.03,4.25,-1.22,"CLSTN3",7648
"GYG1",3.23,4.45,-1.22,"GYG1",7649
"KIAA0922",2.48,3.7,-1.22,"KIAA0922",7650
"NME6",1.25,2.47,-1.22,"NME6",7651
"NT5C3B",0.98,2.2,-1.22,"NT5C3B",7652
"PARP14",3.06,4.28,-1.22,"PARP14",7653
"PRAF2",2.19,3.41,-1.22,"PRAF2",7654
"PSMG1",0.88,2.1,-1.22,"PSMG1",7655
"RCN1",1,2.22,-1.22,"RCN1",7656
"RHOV",0.13,1.35,-1.22,"RHOV",7657
"SEC23B",1.92,3.14,-1.22,"SEC23B",7658
"SERINC3",3.4,4.62,-1.22,"SERINC3",7659
"TRIM44",3.11,4.33,-1.22,"TRIM44",7660
"UBXN11",1.21,2.43,-1.22,"UBXN11",7661
"IFITM1",5.27,6.49,-1.22,"IFITM1",7662
"MAP1LC3B",4.31,5.53,-1.22,"MAP1LC3B",7663
"AKAP13",4.12,5.35,-1.23,"AKAP13",7664
"CD247",5.57,6.8,-1.23,"CD247",7665
"CHMP2A",3.62,4.85,-1.23,"CHMP2A",7666
"SUN2",5.19,6.42,-1.23,"SUN2",7667
"VAPA",3.54,4.77,-1.23,"VAPA",7668
"IRGQ",0.78,2.01,-1.23,"IRGQ",7669
"TWISTNB",1.59,2.82,-1.23,"TWISTNB",7670
"ANKRD33B",0,1.23,-1.23,"ANKRD33B",7671
"AP2B1",3.65,4.88,-1.23,"AP2B1",7672
"APLF",0,1.23,-1.23,"APLF",7673
"C1QTNF6",0.16,1.39,-1.23,"C1QTNF6",7674
"CDC14B",0.48,1.71,-1.23,"CDC14B",7675
"DAGLB",1.33,2.56,-1.23,"DAGLB",7676
"DOCK1",0,1.23,-1.23,"DOCK1",7677
"ESPN",0,1.23,-1.23,"ESPN",7678
"FAM20B",1.63,2.86,-1.23,"FAM20B",7679
"FUBP3",1.69,2.92,-1.23,"FUBP3",7680
"HIRA",0.72,1.95,-1.23,"HIRA",7681
"IRF7",3.22,4.45,-1.23,"IRF7",7682
"KIAA1191",2.25,3.48,-1.23,"KIAA1191",7683
"KLHDC7A",0,1.23,-1.23,"KLHDC7A",7684
"LAMP5",0,1.23,-1.23,"LAMP5",7685
"LENG8",2.66,3.89,-1.23,"LENG8",7686
"LRFN1",0.4,1.63,-1.23,"LRFN1",7687
"MAP3K6",0.46,1.69,-1.23,"MAP3K6",7688
"MAPKAP1",2.18,3.41,-1.23,"MAPKAP1",7689
"MESP1",0,1.23,-1.23,"MESP1",7690
"MMAA",0.3,1.53,-1.23,"MMAA",7691
"MYBL2",0.38,1.61,-1.23,"MYBL2",7692
"NAA25",1,2.23,-1.23,"NAA25",7693
"NMB",1.75,2.98,-1.23,"NMB",7694
"NT5DC3",0,1.23,-1.23,"NT5DC3",7695
"NUDT12",0,1.23,-1.23,"NUDT12",7696
"PELI3",0.19,1.42,-1.23,"PELI3",7697
"PERP",2.44,3.67,-1.23,"PERP",7698
"PRDM10",0.58,1.81,-1.23,"PRDM10",7699
"PROSER1",2.6,3.83,-1.23,"PROSER1",7700
"PRR5",2.36,3.59,-1.23,"PRR5",7701
"RARG",0.11,1.34,-1.23,"RARG",7702
"RNF216",2.47,3.7,-1.23,"RNF216",7703
"RSPH3",0.91,2.14,-1.23,"RSPH3",7704
"SAA2",0,1.23,-1.23,"SAA2",7705
"SIRT3",0.37,1.6,-1.23,"SIRT3",7706
"SLC33A1",1.81,3.04,-1.23,"SLC33A1",7707
"SLC9A3R2",0,1.23,-1.23,"SLC9A3R2",7708
"SMC6",2.52,3.75,-1.23,"SMC6",7709
"SMYD4",0.75,1.98,-1.23,"SMYD4",7710
"SNX25",1,2.23,-1.23,"SNX25",7711
"TMEM182",0,1.23,-1.23,"TMEM182",7712
"TRIM7",0,1.23,-1.23,"TRIM7",7713
"TRMT44",0,1.23,-1.23,"TRMT44",7714
"ZCCHC10",2.04,3.27,-1.23,"ZCCHC10",7715
"ZNF280D",1.37,2.6,-1.23,"ZNF280D",7716
"ZNF571",0.4,1.63,-1.23,"ZNF571",7717
"APBB3",0.99,2.22,-1.23,"APBB3",7718
"PTGES2",1.51,2.74,-1.23,"PTGES2",7719
"SCRN2",1.41,2.64,-1.23,"SCRN2",7720
"STX11",1.7,2.93,-1.23,"STX11",7721
"LDHA",5.26,6.49,-1.23,"LDHA",7722
"PTK2B",3.88,5.11,-1.23,"PTK2B",7723
"RPS16",7.73,8.96,-1.23,"RPS16",7724
"STARD3NL",2.26,3.49,-1.23,"STARD3NL",7725
"APEX2",1.33,2.57,-1.24,"APEX2",7726
"EIF2B2",1.37,2.61,-1.24,"EIF2B2",7727
"EXT2",1.81,3.05,-1.24,"EXT2",7728
"FBXO25",2.1,3.34,-1.24,"FBXO25",7729
"FBXW4",2.14,3.38,-1.24,"FBXW4",7730
"METTL2A",0.67,1.91,-1.24,"METTL2A",7731
"PPIP5K2",1.52,2.76,-1.24,"PPIP5K2",7732
"SPATS2",0.67,1.91,-1.24,"SPATS2",7733
"TAOK1",2.86,4.1,-1.24,"TAOK1",7734
"ARMCX6",0,1.24,-1.24,"ARMCX6",7735
"BTRC",1.34,2.58,-1.24,"BTRC",7736
"CACNB4",0,1.24,-1.24,"CACNB4",7737
"CD248",0.18,1.42,-1.24,"CD248",7738
"COQ6",0.95,2.19,-1.24,"COQ6",7739
"ENKD1",0.53,1.77,-1.24,"ENKD1",7740
"FAM118B",0.55,1.79,-1.24,"FAM118B",7741
"GFRA3",0,1.24,-1.24,"GFRA3",7742
"GRIK4",0,1.24,-1.24,"GRIK4",7743
"ITGB4",0,1.24,-1.24,"ITGB4",7744
"KAT8",1.97,3.21,-1.24,"KAT8",7745
"LRRC75B",0,1.24,-1.24,"LRRC75B",7746
"NOP14",1.64,2.88,-1.24,"NOP14",7747
"NPAT",1.68,2.92,-1.24,"NPAT",7748
"OXSM",0,1.24,-1.24,"OXSM",7749
"RIOK2",1.03,2.27,-1.24,"RIOK2",7750
"RPRD1A",1.51,2.75,-1.24,"RPRD1A",7751
"SDC1",0.28,1.52,-1.24,"SDC1",7752
"TNK1",0,1.24,-1.24,"TNK1",7753
"TRMT12",0.51,1.75,-1.24,"TRMT12",7754
"TSKS",0,1.24,-1.24,"TSKS",7755
"ZNF320",0.33,1.57,-1.24,"ZNF320",7756
"ZNF441",0.7,1.94,-1.24,"ZNF441",7757
"ZNF555",0,1.24,-1.24,"ZNF555",7758
"ZNF681",0.29,1.53,-1.24,"ZNF681",7759
"ALKBH7",2.5,3.74,-1.24,"ALKBH7",7760
"ARV1",1.21,2.45,-1.24,"ARV1",7761
"ATIC",2.01,3.25,-1.24,"ATIC",7762
"ERV3.1",1.88,3.12,-1.24,"ERV3.1",7763
"GTF3A",4.06,5.3,-1.24,"GTF3A",7764
"IL10RB",3.13,4.37,-1.24,"IL10RB",7765
"ING3",1.9,3.14,-1.24,"ING3",7766
"ISYNA1",0.57,1.81,-1.24,"ISYNA1",7767
"LPGAT1",1.9,3.14,-1.24,"LPGAT1",7768
"LSM4",2.73,3.97,-1.24,"LSM4",7769
"LY9",3.29,4.53,-1.24,"LY9",7770
"MGRN1",2.79,4.03,-1.24,"MGRN1",7771
"MGST3",3.83,5.07,-1.24,"MGST3",7772
"MTFR1L",1.23,2.47,-1.24,"MTFR1L",7773
"RSU1",2.51,3.75,-1.24,"RSU1",7774
"RXRB",2.38,3.62,-1.24,"RXRB",7775
"SLC25A30",1.15,2.39,-1.24,"SLC25A30",7776
"SLC38A2",3.63,4.87,-1.24,"SLC38A2",7777
"TMEM65",1.4,2.64,-1.24,"TMEM65",7778
"VPS16",2.07,3.31,-1.24,"VPS16",7779
"ZNF677",0.94,2.18,-1.24,"ZNF677",7780
"ZNF766",1.88,3.12,-1.24,"ZNF766",7781
"TRIM38",3.6,4.85,-1.25,"TRIM38",7782
"CERS4",1.61,2.86,-1.25,"CERS4",7783
"CLP1",1.07,2.32,-1.25,"CLP1",7784
"CLYBL",0.76,2.01,-1.25,"CLYBL",7785
"MED31",1.09,2.34,-1.25,"MED31",7786
"PLA2G12A",1.8,3.05,-1.25,"PLA2G12A",7787
"SARDH",1.28,2.53,-1.25,"SARDH",7788
"ACBD4",0.59,1.84,-1.25,"ACBD4",7789
"AGBL5",0.69,1.94,-1.25,"AGBL5",7790
"AKT3",1.4,2.65,-1.25,"AKT3",7791
"BMP1",0,1.25,-1.25,"BMP1",7792
"CCS",2.14,3.39,-1.25,"CCS",7793
"CCT6B",0,1.25,-1.25,"CCT6B",7794
"CDC42BPA",0,1.25,-1.25,"CDC42BPA",7795
"CENPBD1",0,1.25,-1.25,"CENPBD1",7796
"CENPC",2.25,3.5,-1.25,"CENPC",7797
"CHP1",2.46,3.71,-1.25,"CHP1",7798
"DARS",3.46,4.71,-1.25,"DARS",7799
"DDX59",1.31,2.56,-1.25,"DDX59",7800
"EEF1A1",8.15,9.4,-1.25,"EEF1A1",7801
"EFCAB14",3.55,4.8,-1.25,"EFCAB14",7802
"FAM127B",1.31,2.56,-1.25,"FAM127B",7803
"FAM169A",0.57,1.82,-1.25,"FAM169A",7804
"FBXO32",2.16,3.41,-1.25,"FBXO32",7805
"FKBP1C",0.21,1.46,-1.25,"FKBP1C",7806
"GMFG",5.35,6.6,-1.25,"GMFG",7807
"GTF2F2",2.1,3.35,-1.25,"GTF2F2",7808
"IDH3G",2.56,3.81,-1.25,"IDH3G",7809
"JKAMP",1.92,3.17,-1.25,"JKAMP",7810
"LAMTOR3",1.44,2.69,-1.25,"LAMTOR3",7811
"MORC4",0.25,1.5,-1.25,"MORC4",7812
"MPPED2",0,1.25,-1.25,"MPPED2",7813
"MSANTD2",0.12,1.37,-1.25,"MSANTD2",7814
"MTHFD1L",1.29,2.54,-1.25,"MTHFD1L",7815
"NACA",6.11,7.36,-1.25,"NACA",7816
"OLFML2A",0,1.25,-1.25,"OLFML2A",7817
"PGAP1",0.49,1.74,-1.25,"PGAP1",7818
"PIGS",2.32,3.57,-1.25,"PIGS",7819
"PIGV",0.33,1.58,-1.25,"PIGV",7820
"PIR",0,1.25,-1.25,"PIR",7821
"PLS3",0.16,1.41,-1.25,"PLS3",7822
"POLR3A",0.85,2.1,-1.25,"POLR3A",7823
"PQLC1",2.16,3.41,-1.25,"PQLC1",7824
"PREPL",1.56,2.81,-1.25,"PREPL",7825
"PSEN1",2.4,3.65,-1.25,"PSEN1",7826
"RAB17",0,1.25,-1.25,"RAB17",7827
"RASEF",0,1.25,-1.25,"RASEF",7828
"RGCC",5.37,6.62,-1.25,"RGCC",7829
"RORA",3.74,4.99,-1.25,"RORA",7830
"RP11.244H3.4",1.33,2.58,-1.25,"RP11.244H3.4",7831
"RPS29",8.82,10.07,-1.25,"RPS29",7832
"RPS4X",7.41,8.66,-1.25,"RPS4X",7833
"SGSM1",0,1.25,-1.25,"SGSM1",7834
"SNAI3",1.54,2.79,-1.25,"SNAI3",7835
"SNX16",0,1.25,-1.25,"SNX16",7836
"SYS1",2.21,3.46,-1.25,"SYS1",7837
"TM7SF3",2.24,3.49,-1.25,"TM7SF3",7838
"TMEM208",2.56,3.81,-1.25,"TMEM208",7839
"TPRN",0.69,1.94,-1.25,"TPRN",7840
"USP11",2.57,3.82,-1.25,"USP11",7841
"ZMYND8",2.83,4.08,-1.25,"ZMYND8",7842
"ZSWIM1",0.04,1.29,-1.25,"ZSWIM1",7843
"DHRS12",1.41,2.66,-1.25,"DHRS12",7844
"MED11",1.66,2.91,-1.25,"MED11",7845
"SLC37A4",1.14,2.39,-1.25,"SLC37A4",7846
"SUDS3",1.74,2.99,-1.25,"SUDS3",7847
"ZNF302",1.72,2.97,-1.25,"ZNF302",7848
"GLG1",3.15,4.4,-1.25,"GLG1",7849
"PACS1",3.61,4.86,-1.25,"PACS1",7850
"UTRN",3.4,4.65,-1.25,"UTRN",7851
"ACACB",0.77,2.03,-1.26,"ACACB",7852
"ACAT2",1.81,3.07,-1.26,"ACAT2",7853
"APBB1IP",3.95,5.21,-1.26,"APBB1IP",7854
"B4GALT1",3.08,4.34,-1.26,"B4GALT1",7855
"DCAF17",0.67,1.93,-1.26,"DCAF17",7856
"EID2",1.08,2.34,-1.26,"EID2",7857
"EVI2B",4.9,6.16,-1.26,"EVI2B",7858
"EXOC6B",0.38,1.64,-1.26,"EXOC6B",7859
"GPR137",1.27,2.53,-1.26,"GPR137",7860
"GRPEL2",0.83,2.09,-1.26,"GRPEL2",7861
"HIST1H1E",0.81,2.07,-1.26,"HIST1H1E",7862
"IMP4",2.2,3.46,-1.26,"IMP4",7863
"JUNB",7.51,8.77,-1.26,"JUNB",7864
"LIN7B",0.65,1.91,-1.26,"LIN7B",7865
"LRRC28",0.91,2.17,-1.26,"LRRC28",7866
"NFAT5",2.84,4.1,-1.26,"NFAT5",7867
"PGM1",1.29,2.55,-1.26,"PGM1",7868
"RBM6",3.01,4.27,-1.26,"RBM6",7869
"RPS18",8.24,9.5,-1.26,"RPS18",7870
"SPN",4.29,5.55,-1.26,"SPN",7871
"SUPT5H",3.45,4.71,-1.26,"SUPT5H",7872
"TOPORS",1.02,2.28,-1.26,"TOPORS",7873
"ZNF701",0.89,2.15,-1.26,"ZNF701",7874
"B3GNT9",0.32,1.58,-1.26,"B3GNT9",7875
"CH507.9B2.9",0.74,2,-1.26,"CH507.9B2.9",7876
"CLDN23",0.11,1.37,-1.26,"CLDN23",7877
"COG6",0.72,1.98,-1.26,"COG6",7878
"DMWD",1.61,2.87,-1.26,"DMWD",7879
"FBXO45",1.09,2.35,-1.26,"FBXO45",7880
"FNTB",0.41,1.67,-1.26,"FNTB",7881
"GAN",0.51,1.77,-1.26,"GAN",7882
"GLTSCR1",1.76,3.02,-1.26,"GLTSCR1",7883
"GLTSCR1L",1.7,2.96,-1.26,"GLTSCR1L",7884
"GOPC",1.72,2.98,-1.26,"GOPC",7885
"HHLA3",0.15,1.41,-1.26,"HHLA3",7886
"HSPB8",0,1.26,-1.26,"HSPB8",7887
