"","gene","score_avg","rank_avg"
"1","A1BG",-1.222,9457.1
"2","A1CF",-0.427142857142857,4203.71428571429
"3","A2M",-6.028,15825.2
"4","A2ML1",-0.305714285714286,3070.57142857143
"5","A3GALT2",-0.01,223
"6","A4GALT",-1.493,9751.3
"7","A4GNT",-0.226666666666667,2434.83333333333
"8","AAAS",-0.925,8205.2
"9","AACS",-1.143,9104.7
"10","AADAC",-0.646666666666667,5427.33333333333
"11","AADACL2",-0.51,4669.66666666667
"12","AADACL3",-0.556666666666667,6644.33333333333
"13","AADACL4",-0.07,1036.2
"14","AADAT",-0.31625,3151.75
"15","AAED1",-1.937,12440.3
"16","AAGAB",-0.783,6452.3
"17","AAK1",-0.818,7409.6
"18","AAMDC",-1.671,11754.2
"19","AAMP",-0.695,5868.3
"20","AANAT",-0.491428571428571,4783.85714285714
"21","AAR2",-0.932,7753.8
"22","AARD",-0.86125,6696
"23","AARS",-1.502,10640.9
"24","AARS2",-0.925555555555556,7708
"25","AARSD1",-1.064,9264
"26","AASDH",-1.058,8818.4
"27","AASDHPPT",-0.717,6683.1
"28","AASS",-1.52333333333333,11305
"29","AATF",-0.559,4801.2
"30","AATK",-0.954,6901.5
"31","AATK.AS1",-0.02,1435
"32","ABAT",-0.492222222222222,4630.88888888889
"33","ABCA1",-3.316,15126.1
"34","ABCA10",-0.614444444444444,5654.55555555556
"35","ABCA12",-0.39,4139.5
"36","ABCA13",-0.27,2912.16666666667
"37","ABCA2",-1.235,9965.8
"38","ABCA3",-0.69,6417.8
"39","ABCA4",-0.394285714285714,4285.14285714286
"40","ABCA5",-1.276,10169.2
"41","ABCA6",-1.404,10840.6
"42","ABCA7",-1.447,10583
"43","ABCA8",-0.77,5270.55555555556
"44","ABCA9",-0.57875,5242.75
"45","ABCB1",-3.067,14954.7
"46","ABCB10",-1.18555555555556,8971.55555555555
"47","ABCB11",-0.345714285714286,3851.42857142857
"48","ABCB4",-2.192,12798.1
"49","ABCB5",-0.527777777777778,5163.66666666667
"50","ABCB6",-0.664285714285714,5803.42857142857
"51","ABCB7",-1.17222222222222,8893.88888888889
"52","ABCB8",-1.01333333333333,8673.44444444445
"53","ABCB9",-1.49666666666667,9773.88888888889
"54","ABCC1",-1.373,9432.6
"55","ABCC10",-0.85,7358
"56","ABCC11",-0.406666666666667,3802.66666666667
"57","ABCC12",-0.142,2088.4
"58","ABCC2",-0.454444444444444,4410.33333333333
"59","ABCC3",-2.106,12929.7
"60","ABCC4",-2.082,12778.4
"61","ABCC5",-1.096,8814.9
"62","ABCC6",-0.638,5466.6
"63","ABCC8",-0.381111111111111,3658.88888888889
"64","ABCC9",-0.778888888888889,6659
"65","ABCD1",-1.08777777777778,8982.77777777778
"66","ABCD2",-1.55555555555556,10438.1111111111
"67","ABCD3",-1.72666666666667,11163
"68","ABCD4",-1.147,9108.7
"69","ABCE1",-0.537,5418.4
"70","ABCF1",-0.547,5023.2
"71","ABCF2",-0.791111111111111,6869.44444444444
"72","ABCF3",-0.819,6607.4
"73","ABCG1",-1.124,9222.1
"74","ABCG2",-1.307,10196
"75","ABCG4",-0.242857142857143,3169
"76","ABCG5",-0.284285714285714,2869.28571428571
"77","ABCG8",-0.128333333333333,1826.33333333333
"78","ABHD1",-0.789,6909.5
"79","ABHD10",-1.08777777777778,8639.44444444445
"80","ABHD11",-1.22333333333333,9510.44444444445
"81","ABHD12",-1.855,12560.8
"82","ABHD12B",-0.655714285714286,5708.14285714286
"83","ABHD13",-0.953,7894.9
"84","ABHD14A",-0.984,8324.4
"85","ABHD14A.ACY1",-0.883333333333333,7525.33333333333
"86","ABHD14B",-0.962,8245.9
"87","ABHD15",-1.499,11131.4
"88","ABHD16A",-0.886,7239.6
"89","ABHD16B",-0.658333333333333,5151
"90","ABHD17A",-1.15625,9215.75
"91","ABHD17B",-1.2675,9848.625
"92","ABHD17C",-1.3675,10379.125
"93","ABHD2",-1.378,10307.8
"94","ABHD3",-0.77,6515.4
"95","ABHD4",-0.99,8396.8
"96","ABHD5",-1.53,10659
"97","ABHD6",-1.14,9281.9
"98","ABHD8",-0.927,7845.5
"99","ABI1",-0.567,5176.4
"100","ABI2",-0.78,7104.4
"101","ABI3",-1.612,11782.5
"102","ABI3BP",-1.18111111111111,8734.77777777778
"103","ABL1",-1.011,8687.9
"104","ABL2",-2.228,13018.5
"105","ABLIM1",-2.464,13800.7
"106","ABLIM2",-1.44666666666667,10710.4444444444
"107","ABLIM3",-1.223,9288
"108","ABO",-0.99,7924.6
"109","ABR",-1.319,10560.9
"110","ABRA",-0.571666666666667,4346.5
"111","ABRACL",-0.716,5672.3
"112","ABT1",-0.781,6615.3
"113","ABTB1",-1.249,8383.8
"114","ABTB2",-0.657,6038.6
"115","AC002310.13",-0.38,4228.5
"116","AC002398.9",-1.055,9037
"117","AC002429.5",-0.343333333333333,4384.66666666667
"118","AC002985.3",-1.08,8291.5
"119","AC003002.4",-1.28,10627
"120","AC003002.6",-0.365,3247.5
"121","AC003005.4",-0.226666666666667,2584.33333333333
"122","AC003006.7",-2.9,11699.5
"123","AC004076.7",-1.08,8334
"124","AC004076.9",-1.02,7901
"125","AC004381.6",-1.128,8958.8
"126","AC004754.3",-0.185,3007
"127","AC005281.1",-0.135,1438
"128","AC005779.2",-0.19,2413
"129","AC006116.20",-0.7025,6017.75
"130","AC006486.9",-0.19,2233.66666666667
"131","AC006538.4",-2.56,15680
"132","AC007040.11",-0.2275,2631.25
"133","AC009014.3",-0.08,1291.33333333333
"134","AC009336.19",-0.03,963
"135","AC010547.9",-0.843333333333333,7196
"136","AC010642.1",-0.73,6914.75
"137","AC010646.3",-0.68,5420
"138","AC010731.4",-0.01,273
"139","AC011513.3",-0.41,3608
"140","AC011530.4",-0.825,6248.5
"141","AC013269.5",-0.02,543
"142","AC015688.3",-1.575,11968.5
"143","AC024592.12",-0.37,3827
"144","AC025263.3",-1.16,9892.66666666667
"145","AC025335.1",-1.268,9698.2
"146","AC037459.4",-0.633333333333333,5522
"147","AC068533.7",-0.94,7165.66666666667
"148","AC069368.3",-0.21,2291.33333333333
"149","AC073610.5",-5.39,15499
"150","AC084219.2",-0.8,6265
"151","AC092835.2",-0.54,5489.75
"152","AC104532.2",-0.943333333333333,7324
"153","AC104534.3",-1.19,9874
"154","AC108938.5",-0.915,7054
"155","AC114783.1",-0.055,884.5
"156","AC131097.4",-0.0275,646.5
"157","AC138647.1",-2.735,10776
"158","AC138969.4",-0.4225,5192.5
"159","ACAA1",-1.05888888888889,8662.22222222222
"160","ACAA2",-0.972222222222222,8207.33333333333
"161","ACACA",-0.712222222222222,6034.33333333333
"162","ACACB",-1.32444444444444,10337.3333333333
"163","ACAD10",-1.14111111111111,8902.77777777778
"164","ACAD11",-0.893333333333333,7327.22222222222
"165","ACAD8",-0.841111111111111,6581.11111111111
"166","ACAD9",-0.923333333333333,7267.22222222222
"167","ACADL",-0.323333333333333,3083.33333333333
"168","ACADM",-1.12111111111111,9357.88888888889
"169","ACADS",-1.08888888888889,8840
"170","ACADSB",-0.976666666666667,8573
"171","ACADVL",-1.59,11822.4444444444
"172","ACAN",-0.40125,4085.25
"173","ACAP1",-0.686,6349.6
"174","ACAP2",-0.974,7896
"175","ACAP3",-0.869,7051.6
"176","ACAT1",-1.49888888888889,10992.8888888889
"177","ACAT2",-0.785,6637
"178","ACBD3",-1.609,10523.9
"179","ACBD4",-1.047,8621.2
"180","ACBD5",-0.74,6658.7
"181","ACBD7",-0.55125,5637.625
"182","ACCS",-1.46111111111111,11426.5555555556
"183","ACCSL",-0.076,1062
"184","ACD",-1.195,8892
"185","ACE",-2.163,11833.5
"186","ACE2",-0.137142857142857,1326.71428571429
"187","ACER1",-1.52428571428571,9871.85714285714
"188","ACER2",-0.4625,4377.25
"189","ACER3",-2.38,14093.2
"190","ACHE",-1.97333333333333,11479.7777777778
"191","ACIN1",-0.607,5555.5
"192","ACKR1",-4.30833333333333,11832.6666666667
"193","ACKR2",-0.842857142857143,6798.42857142857
"194","ACKR3",-1.57125,10239.125
"195","ACKR4",-0.494285714285714,4552.42857142857
"196","ACLY",-0.51,4774.11111111111
"197","ACMSD",-0.393333333333333,3475.16666666667
"198","ACO1",-1.30333333333333,10643
"199","ACO2",-0.898888888888889,7802.44444444444
"200","ACOT1",-0.41,4287.375
"201","ACOT11",-1.049,9038.6
"202","ACOT12",-0.39,3186
"203","ACOT13",-1.48444444444444,11335.8888888889
"204","ACOT2",-0.847777777777778,7452.44444444444
"205","ACOT4",-0.924,7595.8
"206","ACOT6",-0.14,1659.6
"207","ACOT7",-2.16777777777778,11912.4444444444
"208","ACOT8",-0.712,6398.5
"209","ACOT9",-1.43888888888889,10851.8888888889
"210","ACOX1",-1.98444444444444,11815.1111111111
"211","ACOX2",-0.551,5272.2
"212","ACOX3",-0.805555555555556,6576.22222222222
"213","ACOXL",-1.54888888888889,11216.3333333333
"214","ACP1",-0.756,6737.3
"215","ACP2",-1.887,12378.1
"216","ACP5",-1.361,8683.8
"217","ACP6",-0.621111111111111,5928.66666666667
"218","ACPP",-1.589,11194.4
"219","ACPT",-0.246666666666667,2753
"220","ACR",-0.372,4115.4
"221","ACRBP",-1.272,10465.6
"222","ACRV1",-0.37,4327.75
"223","ACSBG1",-0.581111111111111,5587.77777777778
"224","ACSBG2",-0.111666666666667,1596.83333333333
"225","ACSF2",-1.91,12197.3333333333
"226","ACSF3",-1.01888888888889,8691.22222222222
"227","ACSL1",-3.42777777777778,14892.2222222222
"228","ACSL3",-1.468,10967.4
"229","ACSL4",-2.24444444444444,11645.6666666667
"230","ACSL5",-0.711,6150.5
"231","ACSL6",-1.51888888888889,10763.4444444444
"232","ACSM1",-0.566666666666667,6338.33333333333
"233","ACSM2A",-0.67,5966.42857142857
"234","ACSM2B",-1.035,7669.875
"235","ACSM3",-1.79444444444444,11826.1111111111
"236","ACSM4",-0.498,4537.6
"237","ACSM5",-0.6025,5135.25
"238","ACSM6",-0.525,3951.5
"239","ACSS1",-1.21777777777778,9877.33333333333
"240","ACSS2",-2.061,13623.5
"241","ACSS3",-0.305,2973.75
"242","ACTA1",-0.101428571428571,1641.71428571429
"243","ACTA2",-0.797,5927.8
"244","ACTB",-1.094,9028.6
"245","ACTBL2",-0.3425,4134.75
"246","ACTC1",-0.296666666666667,3061.66666666667
"247","ACTG1",-0.767,7177
"248","ACTG2",-1.182,7944.5
"249","ACTL10",-0.904444444444444,8061.55555555556
"250","ACTL6A",-0.839,5681
"251","ACTL6B",-0.29,3560
"252","ACTL7A",-0.204,2418.8
"253","ACTL7B",-0.0183333333333333,620.333333333333
"254","ACTL8",-0.454,4506.4
"255","ACTL9",-0.04,571.666666666667
"256","ACTN1",-3.725,15286.8
"257","ACTN2",-0.487142857142857,5068.14285714286
"258","ACTN3",-0.145714285714286,1998.14285714286
"259","ACTN4",-0.535,5110.1
"260","ACTR10",-0.51,4613.5
"261","ACTR1A",-0.67,6135.1
"262","ACTR1B",-0.689,6212.6
"263","ACTR2",-1.023,8013.5
"264","ACTR3",-0.576,5508.7
"265","ACTR3B",-0.741,6764.3
"266","ACTR3C",-1.158,9169.2
"267","ACTR5",-0.857,7393.1
"268","ACTR6",-1.345,10202.1
"269","ACTR8",-0.898,6896.6
"270","ACTRT1",-0.503333333333333,4446
"271","ACTRT2",-0.4775,5302
"272","ACTRT3",-1.187,8437.1
"273","ACVR1",-1.312,10170.1
"274","ACVR1B",-1.677,11916.4
"275","ACVR1C",-0.83,7278.5
"276","ACVR2A",-1.664,11873.3
"277","ACVR2B",-0.672,6152
"278","ACVRL1",-2.618,12823.1
"279","ACY1",-0.96,7360.6
"280","ACY3",-1.918,12648.4
"281","ACYP1",-0.768,6440.8
"282","ACYP2",-1.12444444444444,9581.44444444445
"283","AD000671.6",-0.275,3220.75
"284","ADA",-1.029,8810.2
"285","ADAD1",-0.3275,3053.25
"286","ADAD2",-0.372857142857143,4691.85714285714
"287","ADAL",-0.942,7258.7
"288","ADAM10",-1.01,8877.7
"289","ADAM11",-0.2825,3100.625
"290","ADAM12",-2.21,13249.9
"291","ADAM15",-2.701,13749.3
"292","ADAM17",-1.563,11503.2
"293","ADAM18",-0.225,2269.25
"294","ADAM19",-2.098,13350.6
"295","ADAM2",-0.3275,2762.75
"296","ADAM20",-0.42375,4543.875
"297","ADAM21",-0.218,2768.6
"298","ADAM22",-0.838,7139.6
"299","ADAM23",-1.229,8968.3
"300","ADAM28",-4.765,15693.7
"301","ADAM29",-0.4525,4317.125
"302","ADAM30",-0.15,2015.25
"303","ADAM32",-0.575,5278.5
"304","ADAM33",-0.2575,2685.375
"305","ADAM7",-1.185,6041.5
"306","ADAM8",-2.195,13690.7
"307","ADAM9",-2.677,14254.2
"308","ADAMDEC1",-2.597,14140.1
"309","ADAMTS1",-3.58222222222222,14983.6666666667
"310","ADAMTS10",-0.825,7177.7
"311","ADAMTS12",-0.492222222222222,3748.33333333333
"312","ADAMTS13",-0.284444444444444,3035.66666666667
"313","ADAMTS14",-0.3125,3433.5
"314","ADAMTS15",-0.217777777777778,2248.11111111111
"315","ADAMTS16",-0.148333333333333,1474.5
"316","ADAMTS17",-0.795,7046.4
"317","ADAMTS18",-0.985,8035.875
"318","ADAMTS19",-0.19,2451.8
"319","ADAMTS2",-0.586666666666667,5790.66666666667
"320","ADAMTS20",-0.1475,1928
"321","ADAMTS3",-0.517777777777778,4676.33333333333
"322","ADAMTS4",-1.82666666666667,11315.1111111111
"323","ADAMTS5",-0.796666666666667,6941.44444444444
"324","ADAMTS6",-2.212,13018
"325","ADAMTS7",-1.33,9707.22222222222
"326","ADAMTS8",-0.25875,3020.375
"327","ADAMTS9",-2.65777777777778,12230.8888888889
"328","ADAMTSL1",-1.62888888888889,10443.8888888889
"329","ADAMTSL2",-1.01888888888889,7751.33333333333
"330","ADAMTSL3",-0.726666666666667,5841.88888888889
"331","ADAMTSL4",-2.287,13565.8
"332","ADAMTSL5",-0.544,5151.5
"333","ADAP1",-1.274,10193.6
"334","ADAP2",-3.738,15302.2
"335","ADAR",-0.577,5151.9
"336","ADARB1",-1.183,9596.5
"337","ADARB2",-0.3675,3710.625
"338","ADAT1",-1.065,9017
"339","ADAT2",-0.105,1663.2
"340","ADAT3",-0.805,6831.75
"341","ADCK1",-1.45888888888889,9775.55555555555
"342","ADCK2",-1.39,11064.5555555556
"343","ADCK5",-1.00444444444444,8485.66666666667
"344","ADCY1",-1.08222222222222,6888.11111111111
"345","ADCY10",-0.73,6052.28571428571
"346","ADCY2",-0.444444444444444,3873.44444444444
"347","ADCY3",-0.647,5815.9
"348","ADCY4",-2.258,10965.5
"349","ADCY5",-0.228888888888889,2445.66666666667
"350","ADCY6",-0.916666666666667,7982.11111111111
"351","ADCY7",-1.088,9372.4
"352","ADCY8",-0.15,1848.8
"353","ADCY9",-0.928,8070.6
"354","ADCYAP1",-3.788,12694.3
"355","ADCYAP1R1",-0.295714285714286,3020.28571428571
"356","ADD1",-0.822,7067.8
"357","ADD2",-1.153,9257.5
"358","ADD3",-1.691,12177.1
"359","ADGB",-0.418571428571429,3777.42857142857
"360","ADH1A",-0.612,4665.2
"361","ADH1B",-1.09666666666667,8961.33333333333
"362","ADH1C",-0.584444444444444,4943.22222222222
"363","ADH4",-0.876666666666667,7720.33333333333
"364","ADH5",-0.737,5775.8
"365","ADH6",-0.53625,4971.25
"366","ADH7",-0.116,1709
"367","ADHFE1",-1.17444444444444,9648.33333333333
"368","ADI1",-2.042,13158.6
"369","ADIG",-0.194,2205.4
"370","ADIPOQ",-0.248,3160.8
"371","ADIPOR1",-1.228,9823.5
"372","ADIPOR2",-1.09,7902.3
"373","ADIRF",-3.353,13125
"374","ADK",-1.721,12570.3
"375","ADM",-4.65,15643.1
"376","ADM2",-0.78,7373.9
"377","ADM5",-1.57333333333333,9796.33333333333
"378","ADNP",-1.076,8494
"379","ADNP2",-1.155,9365
"380","ADO",-0.995,8916.3
"381","ADORA1",-0.49125,4896
"382","ADORA2A",-1.15333333333333,8241.77777777778
"383","ADORA2B",-1.282,10236.6
"384","ADORA3",-2.806,14360.3
"385","ADPGK",-1.134,9824
"386","ADPRH",-1.395,11071
"387","ADPRHL1",-0.443,4565.1
"388","ADPRHL2",-0.901,7271.6
"389","ADPRM",-2.071,13363.1
"390","ADRA1A",-0.4,4186.28571428571
"391","ADRA1B",-0.25,3273.66666666667
"392","ADRA1D",-0.095,1315.5
"393","ADRA2A",-0.58375,4941.375
"394","ADRA2B",-1.21444444444444,9137.44444444445
"395","ADRA2C",-0.32,3637.57142857143
"396","ADRB1",-0.975,7858.8
"397","ADRB2",-3.863,15335.1
"398","ADRB3",-0.788333333333333,7845.83333333333
"399","ADRM1",-0.594,5317.3
"400","ADSL",-0.807,7354.6
"401","ADSS",-0.488,4817.6
"402","ADSSL1",-0.812,6727
"403","ADTRP",-2.328,13367.2
"404","AEBP1",-1.519,11281.9
"405","AEBP2",-0.732,6577.9
"406","AEN",-0.749,6924
"407","AES",-0.947,7911.1
"408","AF165138.7",-0.313333333333333,3983.33333333333
"409","AFAP1",-1.304,10221.3
"410","AFAP1L1",-2.34888888888889,12460.2222222222
"411","AFAP1L2",-1.058,8171.1
"412","AFF1",-1.204,9999.3
"413","AFF3",-3.39,14797.2
"414","AFF4",-0.885,7998.8
"415","AFG3L2",-0.996666666666667,8604.88888888889
"416","AFM",-0.285,2884.33333333333
"417","AFMID",-1.887,13047
"418","AFP",-0.494,4438.8
"419","AFTPH",-1.034,8506.7
"420","AGA",-1.419,11000.4
"421","AGAP1",-1.266,9215.2
"422","AGAP2",-0.858,7180.4
"423","AGAP3",-1.931,12227.5
"424","AGAP4",-0.922,8171.3
"425","AGAP5",-0.818888888888889,6374.44444444444
"426","AGAP6",-1.384,10309.9
"427","AGBL1",-0.236,2882.2
"428","AGBL2",-0.866,7284.5
"429","AGBL3",-0.938,7557.4
"430","AGBL4",-0.2425,2899.125
"431","AGBL5",-0.964,8522.8
"432","AGER",-1.371,10495.5
"433","AGFG1",-0.913,7394.5
"434","AGFG2",-0.721,6476.2
"435","AGGF1",-0.7,6301.2
"436","AGK",-0.983333333333333,8352.44444444445
"437","AGL",-0.632,6039.8
"438","AGMAT",-0.862222222222222,7078
"439","AGMO",-0.4525,4753.875
"440","AGO1",-0.924,7724.2
"441","AGO2",-0.922,7673.9
"442","AGO3",-1.117,9246.9
"443","AGO4",-1.528,11504.3
"444","AGPAT1",-1.401,10917.9
"445","AGPAT2",-1.259,10571
"446","AGPAT3",-0.923,7488.3
"447","AGPAT4",-1.376,10845.9
"448","AGPAT5",-1.47888888888889,10583.8888888889
"449","AGPS",-0.865,7683.8
"450","AGR2",-1.65666666666667,8981.77777777778
"451","AGR3",-0.795,5958.375
"452","AGRN",-1.198,8745.5
"453","AGRP",-0.90125,7194.375
"454","AGT",-0.911111111111111,4712.11111111111
"455","AGTPBP1",-1.627,11815.9
"456","AGTR1",-0.3375,3488.5
"457","AGTR2",-0.165,2267.75
"458","AGTRAP",-1.623,10727.7
"459","AGXT",-1.162,7655
"460","AGXT2",-0.232,2713.2
"461","AHCTF1",-1.076,8523
"462","AHCY",-1.317,10952.5
"463","AHCYL1",-1.37888888888889,10951.7777777778
"464","AHCYL2",-1.185,9344
"465","AHDC1",-0.629,5891.2
"466","AHI1",-1.526,10654.6
"467","AHNAK",-1.564,11780
"468","AHNAK2",-1.11666666666667,7867.44444444444
"469","AHR",-2.433,14138.2
"470","AHRR",-0.441,4027.6
"471","AHSA1",-0.417,3847.2
"472","AHSA2",-1.349,10704.1
"473","AHSG",-1.14166666666667,6624.16666666667
"474","AHSP",-0.44,4262.125
"475","AICDA",-2.05444444444444,12951.6666666667
"476","AIDA",-1.305,10786.3
"477","AIF1",-6.347,15889
"478","AIF1L",-1.61444444444444,10504.3333333333
"479","AIFM1",-1.26111111111111,8865.66666666667
"480","AIFM2",-1.30555555555556,10278.7777777778
"481","AIFM3",-0.84,7242.66666666667
"482","AIG1",-2.473,13911.1
"483","AIM1",-1.85555555555556,12453.5555555556
"484","AIM1L",-1.02111111111111,7491
"485","AIM2",-3.037,14941.4
"486","AIMP1",-0.519,4657
"487","AIMP2",-0.984,8472.1
"488","AIP",-0.258,2635
"489","AIPL1",-0.182857142857143,2531.42857142857
"490","AIRE",-0.851428571428571,7097.28571428571
"491","AJAP1",-0.72,5462
"492","AJUBA",-0.497777777777778,4663.22222222222
"493","AK1",-1.218,9141.6
"494","AK2",-0.73,6090.88888888889
"495","AK3",-0.865555555555556,6625.88888888889
"496","AK4",-1.26555555555556,9577.22222222222
"497","AK5",-1.03,8394.5
"498","AK7",-0.95625,7581.625
"499","AK8",-0.76625,7116.25
"500","AK9",-1.00625,8177.75
"501","AKAP1",-1.25666666666667,10060
"502","AKAP10",-0.887777777777778,6929.66666666667
"503","AKAP11",-0.837,7118.7
"504","AKAP12",-3.265,14614.6
"505","AKAP13",-0.809,7320.2
"506","AKAP14",-0.404285714285714,4314
"507","AKAP2",-2.2325,12798.375
"508","AKAP3",-0.328571428571429,4374.71428571429
"509","AKAP4",-0.102,1486.4
"510","AKAP5",-0.814,7415.3
"511","AKAP6",-0.628,5970.8
"512","AKAP7",-1.78,12348.3
"513","AKAP8",-1.331,8109.5
"514","AKAP8L",-1.151,8574.2
"515","AKAP9",-0.781,6807.8
"516","AKIP1",-1.18,9970.5
"517","AKIRIN1",-0.784,6877.9
"518","AKIRIN2",-0.729,6589.1
"519","AKNA",-1.126,9471.4
"520","AKNAD1",-0.0785714285714286,1344.42857142857
"521","AKR1A1",-2.223,13931.8
"522","AKR1B1",-1.566,11613.4
"523","AKR1B10",-1.56285714285714,10166.5714285714
"524","AKR1B15",-0.7725,5505.125
"525","AKR1C1",-1.256,9357.7
"526","AKR1C2",-1.34666666666667,8561.77777777778
"527","AKR1C3",-3.562,15214
"528","AKR1C4",-0.591666666666667,5364.16666666667
"529","AKR1D1",-0.35,4037.57142857143
"530","AKR1E2",-0.702222222222222,6105.44444444444
"531","AKR7A2",-0.94,8329.44444444445
"532","AKR7A3",-0.811111111111111,6557
"533","AKT1",-0.81,7283.5
"534","AKT1S1",-1.447,10372.5
"535","AKT2",-1.015,8285.3
"536","AKT3",-1.621,11841
"537","AKTIP",-1.075,7706.1
"538","AL021546.6",-0.7,6303
"539","AL513523.2",-0.175,2682
"540","ALAD",-1.049,8652.6
"541","ALAS1",-1.47777777777778,11648.5555555556
"542","ALAS2",-0.7,5819.33333333333
"543","ALB",-2.22833333333333,8819.5
"544","ALCAM",-3.108,14820.9
"545","ALDH16A1",-1.012,8775.9
"546","ALDH18A1",-1.02222222222222,8669.88888888889
"547","ALDH1A1",-4.072,15518.3
"548","ALDH1A2",-1.39111111111111,9628.55555555555
"549","ALDH1A3",-1.335,9545.5
"550","ALDH1B1",-1.18222222222222,9314
"551","ALDH1L1",-0.767142857142857,5858.28571428571
"552","ALDH1L2",-1.55,11072.3333333333
"553","ALDH2",-4.82555555555556,15673.3333333333
"554","ALDH3A1",-0.33625,3623.125
"555","ALDH3A2",-0.486666666666667,4353
"556","ALDH3B1",-2.482,14082.8
"557","ALDH3B2",-0.485714285714286,4624.14285714286
"558","ALDH4A1",-0.83,7273.11111111111
"559","ALDH5A1",-1.73444444444444,12370.6666666667
"560","ALDH6A1",-1.12111111111111,9663.88888888889
"561","ALDH7A1",-1.35777777777778,10584.6666666667
"562","ALDH8A1",-0.845,7392.125
"563","ALDH9A1",-0.416666666666667,4171.66666666667
"564","ALDOA",-0.729,6686.6
"565","ALDOB",-0.88625,5595.25
"566","ALDOC",-0.772,6144.3
"567","ALG1",-1.228,9440.8
"568","ALG10",-0.855,7499.1
"569","ALG10B",-0.672,5997
"570","ALG11",-0.937,8283.5
"571","ALG12",-0.714,6764.2
"572","ALG13",-1.078,8909.7
"573","ALG14",-1.935,12472.5
"574","ALG1L",-0.35625,3824.5
"575","ALG1L2",-0.6725,6250.875
"576","ALG2",-1.242,9728.3
"577","ALG3",-1.422,10422.9
"578","ALG5",-2.052,11917.4
"579","ALG6",-0.928,8132
"580","ALG8",-1.218,9247.8
"581","ALG9",-1.227,9872.3
"582","ALK",-0.255714285714286,3104.28571428571
"583","ALKBH1",-1.06444444444444,8087.77777777778
"584","ALKBH2",-1.374,10361.4
"585","ALKBH3",-1.19222222222222,9963.66666666667
"586","ALKBH4",-0.962,7769.8
"587","ALKBH5",-0.528,4808.2
"588","ALKBH6",-0.912,8020.4
"589","ALKBH7",-1.65333333333333,11796.2222222222
"590","ALKBH8",-1.11,8897.3
"591","ALLC",-0.0975,1061.25
"592","ALMS1",-1.001,8229.6
"593","ALOX12",-0.6325,5110.125
"594","ALOX12B",-0.43125,4168.875
"595","ALOX15",-0.962857142857143,9542
"596","ALOX15B",-1.71555555555556,12131.7777777778
"597","ALOX5",-4.975,15756.2
"598","ALOX5AP",-3.304,14470.1
"599","ALOXE3",-0.212857142857143,1909.85714285714
"600","ALPI",-1.1275,5414
"601","ALPK1",-1.813,12751.7
"602","ALPK2",-0.992222222222222,8738.77777777778
"603","ALPK3",-1.09,9079.5
"604","ALPL",-2.78111111111111,13981
"605","ALPP",-0.167142857142857,2188.28571428571
"606","ALPPL2",-0.16,1963.6
"607","ALS2",-2.172,12613.4
"608","ALS2CL",-1.344,8906.4
"609","ALS2CR11",-0.645,5226.5
"610","ALS2CR12",-0.891111111111111,7520.33333333333
"611","ALX1",-0.301666666666667,3677.66666666667
"612","ALX3",-0.684,6724.8
"613","ALX4",-0.178,2177.6
"614","ALYREF",-0.808,7254.9
"615","AMACR",-0.752222222222222,6489.11111111111
"616","AMBN",-0.2575,3234.75
"617","AMBP",-1.70833333333333,7255.16666666667
"618","AMBRA1",-0.759,6614.4
"619","AMD1",-1.102,9309.2
"620","AMDHD1",-0.841,6676.5
"621","AMDHD2",-1.184,9423.8
"622","AMELX",-0.9075,5723.75
"623","AMELY",-0.09,747
"624","AMER1",-0.565,5539.4
"625","AMER2",-0.27375,3562.25
"626","AMER3",-0.396,4288.6
"627","AMFR",-1.573,12118.4
"628","AMH",-0.33,3694.375
"629","AMHR2",-1.57714285714286,10127.5714285714
"630","AMIGO1",-0.797,7192.4
"631","AMIGO2",-0.453,4517.4
"632","AMIGO3",-1.07333333333333,5999.5
"633","AMMECR1",-0.973,8042.2
"634","AMMECR1L",-0.708,6050.8
"635","AMN",-0.972,8136.5
"636","AMN1",-1.759,12318.3
"637","AMOT",-1.02444444444444,8225.88888888889
"638","AMOTL1",-1.78333333333333,12476.6666666667
"639","AMOTL2",-1.33555555555556,10096.6666666667
"640","AMPD1",-1.705,10210.2
"641","AMPD2",-1.99,12500.1
"642","AMPD3",-1.793,12352.6
"643","AMPH",-0.446666666666667,4486.11111111111
"644","AMT",-1.01,8614.5
"645","AMTN",-0.0266666666666667,902.666666666667
"646","AMY1A",-0.0625,1328.5
"647","AMY1B",-0.235,2924.5
"648","AMY1C",-0.055,1080
"649","AMY2A",-1.45,6918.25
"650","AMY2B",-1.083,8563.3
"651","AMZ1",-0.906,7437.5
"652","AMZ2",-0.819,6733.8
"653","ANAPC1",-0.666,6204.7
"654","ANAPC10",-0.985,7021.8
"655","ANAPC11",-0.706,6510.9
"656","ANAPC13",-1.637,11291.9
"657","ANAPC15",-0.724,5880.7
"658","ANAPC16",-0.503,4443.2
"659","ANAPC2",-0.791,6966.5
"660","ANAPC4",-0.655,6065.3
"661","ANAPC5",-0.647,5774.7
"662","ANAPC7",-1.034,8129
"663","ANG",-1.986,13233.4
"664","ANGEL1",-0.943,8173.7
"665","ANGEL2",-0.987777777777778,8101.88888888889
"666","ANGPT1",-0.376666666666667,3814.22222222222
"667","ANGPT2",-2.178,11094.5
"668","ANGPT4",-0.173333333333333,2291.66666666667
