"","min_2","max_other","target_score","gene","rank"
"HEMGN",0,0.25,-0.25,"HEMGN",2559
"OR1J1",0,0.25,-0.25,"OR1J1",2560
"C9orf172",0.14,0.39,-0.25,"C9orf172",2561
"SAA2",0,0.25,-0.25,"SAA2",2562
"RAG1",0,0.25,-0.25,"RAG1",2563
"TUBB8",0,0.25,-0.25,"TUBB8",2564
"NANOG",0,0.25,-0.25,"NANOG",2565
"GPRC5D",0,0.25,-0.25,"GPRC5D",2566
"FOXA1",0,0.25,-0.25,"FOXA1",2567
"FANCM",1.21,1.46,-0.25,"FANCM",2568
"FAM189A1",0,0.25,-0.25,"FAM189A1",2569
"B2M",10.87,11.12,-0.25,"B2M",2570
"PCSK6",0.03,0.28,-0.25,"PCSK6",2571
"IRX3",0,0.25,-0.25,"IRX3",2572
"DPEP3",0,0.25,-0.25,"DPEP3",2573
"ATP2C2",0.02,0.27,-0.25,"ATP2C2",2574
"FBXW10",0,0.25,-0.25,"FBXW10",2575
"BLMH",2.07,2.32,-0.25,"BLMH",2576
"PPM1E",0,0.25,-0.25,"PPM1E",2577
"CDS2",2.85,3.1,-0.25,"CDS2",2578
"KCNG1",0,0.25,-0.25,"KCNG1",2579
"SHANK1",0,0.25,-0.25,"SHANK1",2580
"MPHOSPH10",2.58,2.84,-0.26,"MPHOSPH10",2581
"HLA.A",8.96,9.22,-0.26,"HLA.A",2582
"TAP1",5.19,5.45,-0.26,"TAP1",2583
"SLIRP",2.14,2.4,-0.26,"SLIRP",2584
"RAC2",7.37,7.63,-0.26,"RAC2",2585
"TTLL1",2.06,2.32,-0.26,"TTLL1",2586
"ASB17",0,0.26,-0.26,"ASB17",2587
"S100A2",0,0.26,-0.26,"S100A2",2588
"PEAR1",0,0.26,-0.26,"PEAR1",2589
"OR6P1",0,0.26,-0.26,"OR6P1",2590
"CNIH3",0,0.26,-0.26,"CNIH3",2591
"RGPD4",0.04,0.3,-0.26,"RGPD4",2592
"POTEF",0.04,0.3,-0.26,"POTEF",2593
"VWC2L",0,0.26,-0.26,"VWC2L",2594
"ALPI",0,0.26,-0.26,"ALPI",2595
"CPNE9",0,0.26,-0.26,"CPNE9",2596
"FGFR3",0,0.26,-0.26,"FGFR3",2597
"SLC34A2",0,0.26,-0.26,"SLC34A2",2598
"GRXCR1",0,0.26,-0.26,"GRXCR1",2599
"ASIC5",0,0.26,-0.26,"ASIC5",2600
"TERT",0,0.26,-0.26,"TERT",2601
"PCDHGA12",0,0.26,-0.26,"PCDHGA12",2602
"C5orf46",0,0.26,-0.26,"C5orf46",2603
"DDC",0.05,0.31,-0.26,"DDC",2604
"POM121C",1.71,1.97,-0.26,"POM121C",2605
"CRYGN",0,0.26,-0.26,"CRYGN",2606
"NLGN3",0.18,0.44,-0.26,"NLGN3",2607
"SNTG1",0,0.26,-0.26,"SNTG1",2608
"RECQL4",0.11,0.37,-0.26,"RECQL4",2609
"ZNF483",0.16,0.42,-0.26,"ZNF483",2610
"LHX2",0,0.26,-0.26,"LHX2",2611
"MRGPRG",0,0.26,-0.26,"MRGPRG",2612
"OR52E2",0,0.26,-0.26,"OR52E2",2613
"SPA17",0.1,0.36,-0.26,"SPA17",2614
"ARMC3",0,0.26,-0.26,"ARMC3",2615
"SCNN1A",0.02,0.28,-0.26,"SCNN1A",2616
"CCDC63",0,0.26,-0.26,"CCDC63",2617
"SLITRK5",0,0.26,-0.26,"SLITRK5",2618
"JPH4",0,0.26,-0.26,"JPH4",2619
"BMP4",0,0.26,-0.26,"BMP4",2620
"DACT1",0,0.26,-0.26,"DACT1",2621
"SIX4",0,0.26,-0.26,"SIX4",2622
"SLC12A1",0,0.26,-0.26,"SLC12A1",2623
"DYNLRB2",0.01,0.27,-0.26,"DYNLRB2",2624
"OR3A1",0,0.26,-0.26,"OR3A1",2625
"FGF11",0,0.26,-0.26,"FGF11",2626
"RCVRN",0,0.26,-0.26,"RCVRN",2627
"RASL10B",0,0.26,-0.26,"RASL10B",2628
"C17orf50",0,0.26,-0.26,"C17orf50",2629
"KRT19",0,0.26,-0.26,"KRT19",2630
"PPP1R27",0,0.26,-0.26,"PPP1R27",2631
"CTAGE1",0.01,0.27,-0.26,"CTAGE1",2632
"CPLX4",0,0.26,-0.26,"CPLX4",2633
"EYA2",0,0.26,-0.26,"EYA2",2634
"SPO11",0,0.26,-0.26,"SPO11",2635
"MTRNR2L3",0.37,0.63,-0.26,"MTRNR2L3",2636
"PALM3",0,0.26,-0.26,"PALM3",2637
"LGALS13",0,0.26,-0.26,"LGALS13",2638
"LGALS16",0,0.26,-0.26,"LGALS16",2639
"SLC8A2",0,0.26,-0.26,"SLC8A2",2640
"ZNF578",0,0.26,-0.26,"ZNF578",2641
"SSC5D",0.17,0.43,-0.26,"SSC5D",2642
"GGT2",0,0.26,-0.26,"GGT2",2643
"PNPLA5",0,0.26,-0.26,"PNPLA5",2644
"CH507.42P11.1",0.14,0.4,-0.26,"CH507.42P11.1",2645
"GFM1",2.01,2.27,-0.26,"GFM1",2646
"CCSER2",3.19,3.45,-0.26,"CCSER2",2647
"HLA.F",4.77,5.03,-0.260000000000001,"HLA.F",2648
"CD3D",7.95,8.21,-0.260000000000001,"CD3D",2649
"STAT3",4.06,4.32,-0.260000000000001,"STAT3",2650
"PTPN7",5.4,5.67,-0.27,"PTPN7",2651
"DNALI1",0.02,0.29,-0.27,"DNALI1",2652
"ABCA4",0.02,0.29,-0.27,"ABCA4",2653
"GIPC2",0.03,0.3,-0.27,"GIPC2",2654
"LPAR3",0,0.27,-0.27,"LPAR3",2655
"SPTA1",0.03,0.3,-0.27,"SPTA1",2656
"VSIG8",0,0.27,-0.27,"VSIG8",2657
"VANGL2",0,0.27,-0.27,"VANGL2",2658
"CRB1",0.05,0.32,-0.27,"CRB1",2659
"SOX13",0,0.27,-0.27,"SOX13",2660
"COX7A2L",3.37,3.64,-0.27,"COX7A2L",2661
"AFAP1",0.61,0.88,-0.27,"AFAP1",2662
"CCNO",0,0.27,-0.27,"CCNO",2663
"FRK",0,0.27,-0.27,"FRK",2664
"TPD52L1",0,0.27,-0.27,"TPD52L1",2665
"ZNF853",0,0.27,-0.27,"ZNF853",2666
"GHRHR",0.01,0.28,-0.27,"GHRHR",2667
"ZNF716",0,0.27,-0.27,"ZNF716",2668
"UPK3B",0,0.27,-0.27,"UPK3B",2669
"HEPACAM2",0,0.27,-0.27,"HEPACAM2",2670
"ANKRD7",0,0.27,-0.27,"ANKRD7",2671
"PTN",0,0.27,-0.27,"PTN",2672
"PRRG1",0,0.27,-0.27,"PRRG1",2673
"USP11",3.78,4.05,-0.27,"USP11",2674
"NKX2.6",0,0.27,-0.27,"NKX2.6",2675
"COL14A1",0,0.27,-0.27,"COL14A1",2676
"LRRC6",0,0.27,-0.27,"LRRC6",2677
"DNAI1",0,0.27,-0.27,"DNAI1",2678
"RP11.392E22.9",0.01,0.28,-0.27,"RP11.392E22.9",2679
"BDNF",0,0.27,-0.27,"BDNF",2680
"TRIM49C",0,0.27,-0.27,"TRIM49C",2681
"TUBAL3",0,0.27,-0.27,"TUBAL3",2682
"KIAA1462",0,0.27,-0.27,"KIAA1462",2683
"NUTM2B",0,0.27,-0.27,"NUTM2B",2684
"UTF1",0,0.27,-0.27,"UTF1",2685
"PRH2",0,0.27,-0.27,"PRH2",2686
"ANKRD33",0,0.27,-0.27,"ANKRD33",2687
"SGCG",0,0.27,-0.27,"SGCG",2688
"CCDC169.SOHLH2",0,0.27,-0.27,"CCDC169.SOHLH2",2689
"OXGR1",0,0.27,-0.27,"OXGR1",2690
"VSX2",0,0.27,-0.27,"VSX2",2691
"DUOX2",0,0.27,-0.27,"DUOX2",2692
"CORO2B",0,0.27,-0.27,"CORO2B",2693
"HBM",0,0.27,-0.27,"HBM",2694
"TFAP4",0.01,0.28,-0.27,"TFAP4",2695
"MT1M",0,0.27,-0.27,"MT1M",2696
"FBXO39",0,0.27,-0.27,"FBXO39",2697
"KRT33B",0,0.27,-0.27,"KRT33B",2698
"EVPL",0,0.27,-0.27,"EVPL",2699
"MOCOS",0,0.27,-0.27,"MOCOS",2700
"COL20A1",0,0.27,-0.27,"COL20A1",2701
"GSK3A",0.37,0.64,-0.27,"GSK3A",2702
"PSG4",0,0.27,-0.27,"PSG4",2703
"CDC42EP5",0,0.27,-0.27,"CDC42EP5",2704
"CCDC116",0,0.27,-0.27,"CCDC116",2705
"KRTAP13.3",0,0.27,-0.27,"KRTAP13.3",2706
"SARM1",0.41,0.68,-0.27,"SARM1",2707
"UBE2V1",3.76,4.03,-0.27,"UBE2V1",2708
"CYCS",5.15,5.43,-0.279999999999999,"CYCS",2709
"RAP1A",3.35,3.63,-0.28,"RAP1A",2710
"EIF4E",2.12,2.4,-0.28,"EIF4E",2711
"PRDM5",0.01,0.29,-0.28,"PRDM5",2712
"ADAMTS19",0.01,0.29,-0.28,"ADAMTS19",2713
"MMP11",0.01,0.29,-0.28,"MMP11",2714
"CDK11A",1.39,1.67,-0.28,"CDK11A",2715
"C1orf168",0,0.28,-0.28,"C1orf168",2716
"GFI1",1.59,1.87,-0.28,"GFI1",2717
"CELSR2",0,0.28,-0.28,"CELSR2",2718
"GPATCH2",1.42,1.7,-0.28,"GPATCH2",2719
"TCF23",0,0.28,-0.28,"TCF23",2720
"ACVR1C",0,0.28,-0.28,"ACVR1C",2721
"CSRNP3",0,0.28,-0.28,"CSRNP3",2722
"LRRIQ4",0,0.28,-0.28,"LRRIQ4",2723
"SORCS2",0,0.28,-0.28,"SORCS2",2724
"DKK2",0,0.28,-0.28,"DKK2",2725
"RXFP3",0,0.28,-0.28,"RXFP3",2726
"PCDHGA11",0,0.28,-0.28,"PCDHGA11",2727
"MYOZ3",0,0.28,-0.28,"MYOZ3",2728
"EFCAB9",0,0.28,-0.28,"EFCAB9",2729
"OR11A1",0,0.28,-0.28,"OR11A1",2730
"GSTA5",0,0.28,-0.28,"GSTA5",2731
"BMPER",0,0.28,-0.28,"BMPER",2732
"C7orf61",0,0.28,-0.28,"C7orf61",2733
"PPP1R3A",0,0.28,-0.28,"PPP1R3A",2734
"RNF148",0,0.28,-0.28,"RNF148",2735
"GPR37",0,0.28,-0.28,"GPR37",2736
"DENND2A",0,0.28,-0.28,"DENND2A",2737
"CLCN1",0,0.28,-0.28,"CLCN1",2738
"NOX1",0,0.28,-0.28,"NOX1",2739
"LUZP4",0,0.28,-0.28,"LUZP4",2740
"CSAG3",0,0.28,-0.28,"CSAG3",2741
"AVPR2",0,0.28,-0.28,"AVPR2",2742
"OR4F21",0,0.28,-0.28,"OR4F21",2743
"SOX7",0,0.28,-0.28,"SOX7",2744
"CCL21",0,0.28,-0.28,"CCL21",2745
"CYLC2",0,0.28,-0.28,"CYLC2",2746
"OR5AN1",0,0.28,-0.28,"OR5AN1",2747
"SCGB2A1",0,0.28,-0.28,"SCGB2A1",2748
"CNIH2",0.11,0.39,-0.28,"CNIH2",2749
"NPAS4",0,0.28,-0.28,"NPAS4",2750
"PHOX2A",0.03,0.31,-0.28,"PHOX2A",2751
"TECTA",0,0.28,-0.28,"TECTA",2752
"RBP3",0,0.28,-0.28,"RBP3",2753
"PCDH15",0,0.28,-0.28,"PCDH15",2754
"ADAMTS14",0,0.28,-0.28,"ADAMTS14",2755
"SFRP5",0,0.28,-0.28,"SFRP5",2756
"ANO2",0,0.28,-0.28,"ANO2",2757
"TSPAN11",0,0.28,-0.28,"TSPAN11",2758
"NTS",0,0.28,-0.28,"NTS",2759
"TGM5",0.03,0.31,-0.28,"TGM5",2760
"RHCG",0,0.28,-0.28,"RHCG",2761
"KIF7",0,0.28,-0.28,"KIF7",2762
"MAZ",1.46,1.74,-0.28,"MAZ",2763
"SULT1A3",0,0.28,-0.28,"SULT1A3",2764
"CDH11",0,0.28,-0.28,"CDH11",2765
"VAT1L",0,0.28,-0.28,"VAT1L",2766
"USP6",0,0.28,-0.28,"USP6",2767
"CCDC103",0.25,0.53,-0.28,"CCDC103",2768
"NACA2",0.05,0.33,-0.28,"NACA2",2769
"TBC1D16",0,0.28,-0.28,"TBC1D16",2770
"BAHCC1",0,0.28,-0.28,"BAHCC1",2771
"SEL1L2",0,0.28,-0.28,"SEL1L2",2772
"ABHD16B",0.6,0.88,-0.28,"ABHD16B",2773
"ZNF284",1.23,1.51,-0.28,"ZNF284",2774
"IGFL4",0,0.28,-0.28,"IGFL4",2775
"MYBPC2",0,0.28,-0.28,"MYBPC2",2776
"SYT5",0.05,0.33,-0.28,"SYT5",2777
"ZNF865",0.03,0.31,-0.28,"ZNF865",2778
"GP1BB",0,0.28,-0.28,"GP1BB",2779
"TBX1",0,0.28,-0.28,"TBX1",2780
"TCHP",2.01,2.29,-0.28,"TCHP",2781
"ULK3",2.67,2.95,-0.28,"ULK3",2782
"C19orf60",3.21,3.49,-0.28,"C19orf60",2783
"CD53",8.24,8.53,-0.289999999999999,"CD53",2784
"HERC1",2.74,3.03,-0.29,"HERC1",2785
"FTO",1.09,1.38,-0.29,"FTO",2786
"FOXD2",0,0.29,-0.29,"FOXD2",2787
"SLC35F3",0,0.29,-0.29,"SLC35F3",2788
"SRD5A2",0,0.29,-0.29,"SRD5A2",2789
"CHST10",0,0.29,-0.29,"CHST10",2790
"MROH2A",0.01,0.3,-0.29,"MROH2A",2791
"GPR149",0,0.29,-0.29,"GPR149",2792
"MSANTD1",0.01,0.3,-0.29,"MSANTD1",2793
"TRIML2",0,0.29,-0.29,"TRIML2",2794
"CHSY3",0,0.29,-0.29,"CHSY3",2795
"PCDHB15",0,0.29,-0.29,"PCDHB15",2796
"PCDHGB2",0,0.29,-0.29,"PCDHGB2",2797
"FGF1",0,0.29,-0.29,"FGF1",2798
"SGCD",0.01,0.3,-0.29,"SGCD",2799
"EPM2A",0,0.29,-0.29,"EPM2A",2800
"KIAA1456",0,0.29,-0.29,"KIAA1456",2801
"PENK",0,0.29,-0.29,"PENK",2802
"ZNF704",0,0.29,-0.29,"ZNF704",2803
"ARHGAP39",0,0.29,-0.29,"ARHGAP39",2804
"OR10A2",0,0.29,-0.29,"OR10A2",2805
"OR5I1",0,0.29,-0.29,"OR5I1",2806
"ACBD7",0,0.29,-0.29,"ACBD7",2807
"IFIT1B",0,0.29,-0.29,"IFIT1B",2808
"NKX6.2",0,0.29,-0.29,"NKX6.2",2809
"GREM1",0,0.29,-0.29,"GREM1",2810
"ANKRD63",0,0.29,-0.29,"ANKRD63",2811
"GOLGA6L10",0,0.29,-0.29,"GOLGA6L10",2812
"ZSCAN10",0,0.29,-0.29,"ZSCAN10",2813
"SMIM22",0,0.29,-0.29,"SMIM22",2814
"ZNF469",0.02,0.31,-0.29,"ZNF469",2815
"CFAP52",0,0.29,-0.29,"CFAP52",2816
"CD300LG",0,0.29,-0.29,"CD300LG",2817
"MAPT",0,0.29,-0.29,"MAPT",2818
"BTBD17",0,0.29,-0.29,"BTBD17",2819
"CIDEA",0,0.29,-0.29,"CIDEA",2820
"ONECUT2",0,0.29,-0.29,"ONECUT2",2821
"DEFB132",0,0.29,-0.29,"DEFB132",2822
"SLC2A10",0,0.29,-0.29,"SLC2A10",2823
"TLE6",0.01,0.3,-0.29,"TLE6",2824
"ZNF560",0,0.29,-0.29,"ZNF560",2825
"RIMBP3C",0.01,0.3,-0.29,"RIMBP3C",2826
"MACF1",2.66,2.95,-0.29,"MACF1",2827
"PRPF38A",3.35,3.64,-0.29,"PRPF38A",2828
"PTPRC",7.21,7.5,-0.29,"PTPRC",2829
"LYST",3.18,3.47,-0.29,"LYST",2830
"CCT7",4.44,4.73,-0.29,"CCT7",2831
"RAP1GDS1",3.16,3.45,-0.29,"RAP1GDS1",2832
"HINT1",5.31,5.6,-0.29,"HINT1",2833
"TULP4",1.71,2,-0.29,"TULP4",2834
"ACTR3B",0.23,0.52,-0.29,"ACTR3B",2835
"C11orf84",0.03,0.32,-0.29,"C11orf84",2836
"CCDC3",0.09,0.38,-0.29,"CCDC3",2837
"CNNM2",0.95,1.24,-0.29,"CNNM2",2838
"APOLD1",1.58,1.87,-0.29,"APOLD1",2839
"PABPC3",0.11,0.4,-0.29,"PABPC3",2840
"ANKRD35",0.82,1.11,-0.29,"ANKRD35",2841
"LCK",6.82,7.12,-0.3,"LCK",2842
"MEAF6",4.25,4.55,-0.3,"MEAF6",2843
"PSME1",6.69,6.99,-0.3,"PSME1",2844
"AMIGO3",0.55,0.85,-0.3,"AMIGO3",2845
"CDKL2",0.56,0.86,-0.3,"CDKL2",2846
"TUB",0.17,0.47,-0.3,"TUB",2847
"DGCR8",0.65,0.95,-0.3,"DGCR8",2848
"TTC34",0,0.3,-0.3,"TTC34",2849
"KIRREL",0,0.3,-0.3,"KIRREL",2850
"OR10J5",0,0.3,-0.3,"OR10J5",2851
"GPR37L1",0.02,0.32,-0.3,"GPR37L1",2852
"INHBB",0,0.3,-0.3,"INHBB",2853
"PRICKLE2",0,0.3,-0.3,"PRICKLE2",2854
"CLDN18",0,0.3,-0.3,"CLDN18",2855
"TMEM207",0,0.3,-0.3,"TMEM207",2856
"OTOP1",0,0.3,-0.3,"OTOP1",2857
"FGFBP1",0,0.3,-0.3,"FGFBP1",2858
"CWH43",0,0.3,-0.3,"CWH43",2859
"CLDN22",0,0.3,-0.3,"CLDN22",2860
"PCDHB10",0,0.3,-0.3,"PCDHB10",2861
"KCTD16",0,0.3,-0.3,"KCTD16",2862
"SLC36A2",0,0.3,-0.3,"SLC36A2",2863
"RADIL",0.06,0.36,-0.3,"RADIL",2864
"KIAA0895",0.02,0.32,-0.3,"KIAA0895",2865
"TDRP",0,0.3,-0.3,"TDRP",2866
"ANGPT2",0.41,0.71,-0.3,"ANGPT2",2867
"SLC10A5",0,0.3,-0.3,"SLC10A5",2868
"TTLL11",0,0.3,-0.3,"TTLL11",2869
"LAMC3",0.05,0.35,-0.3,"LAMC3",2870
"LCN12",0,0.3,-0.3,"LCN12",2871
"OR51A2",0,0.3,-0.3,"OR51A2",2872
"USH1C",0,0.3,-0.3,"USH1C",2873
"OR5M8",0,0.3,-0.3,"OR5M8",2874
"GPHA2",0,0.3,-0.3,"GPHA2",2875
"B3GNT6",0,0.3,-0.3,"B3GNT6",2876
"ADAMTS8",0,0.3,-0.3,"ADAMTS8",2877
"MYO3A",0,0.3,-0.3,"MYO3A",2878
"SFTPD",0,0.3,-0.3,"SFTPD",2879
"CYP2C18",0,0.3,-0.3,"CYP2C18",2880
"FAM186B",0,0.3,-0.3,"FAM186B",2881
"GLT8D2",0.05,0.35,-0.3,"GLT8D2",2882
"FAM222A",0,0.3,-0.3,"FAM222A",2883
"RP11.315D16.2",0.02,0.32,-0.3,"RP11.315D16.2",2884
"GOLGA6C",0,0.3,-0.3,"GOLGA6C",2885
"ARNT2",0,0.3,-0.3,"ARNT2",2886
"NPIPB7",0,0.3,-0.3,"NPIPB7",2887
"CES5A",0,0.3,-0.3,"CES5A",2888
"ZDHHC1",0,0.3,-0.3,"ZDHHC1",2889
"KRTAP2.4",0,0.3,-0.3,"KRTAP2.4",2890
"WNT3",0,0.3,-0.3,"WNT3",2891
"FADS6",0,0.3,-0.3,"FADS6",2892
"CARD14",0.13,0.43,-0.3,"CARD14",2893
"STARD6",0,0.3,-0.3,"STARD6",2894
"ANGPT4",0,0.3,-0.3,"ANGPT4",2895
"XKR7",0,0.3,-0.3,"XKR7",2896
"WFDC3",0,0.3,-0.3,"WFDC3",2897
"TSPAN16",0,0.3,-0.3,"TSPAN16",2898
"SLC1A6",0.01,0.31,-0.3,"SLC1A6",2899
"ZNF98",0,0.3,-0.3,"ZNF98",2900
"ZNF835",0,0.3,-0.3,"ZNF835",2901
"SEC14L3",0,0.3,-0.3,"SEC14L3",2902
"ERG",0,0.3,-0.3,"ERG",2903
"VEPH1",0.09,0.39,-0.3,"VEPH1",2904
"PACSIN1",0.04,0.34,-0.3,"PACSIN1",2905
"SLC45A4",0.09,0.39,-0.3,"SLC45A4",2906
"RFX4",0.03,0.33,-0.3,"RFX4",2907
"KIAA0586",1.54,1.84,-0.3,"KIAA0586",2908
"RP11.219A15.1",0.03,0.33,-0.3,"RP11.219A15.1",2909
"N6AMT1",1.07,1.37,-0.3,"N6AMT1",2910
"ACOT2",2.61,2.91,-0.3,"ACOT2",2911
"CCT3",4.23,4.54,-0.31,"CCT3",2912
"SH2D2A",4.78,5.09,-0.31,"SH2D2A",2913
"FYN",5.15,5.46,-0.31,"FYN",2914
"HNRNPK",5.4,5.71,-0.31,"HNRNPK",2915
"PPP4R2",1.7,2.01,-0.31,"PPP4R2",2916
"POLL",1.35,1.66,-0.31,"POLL",2917
"RIMKLA",0,0.31,-0.31,"RIMKLA",2918
"NGF",0,0.31,-0.31,"NGF",2919
"HAO2",0,0.31,-0.31,"HAO2",2920
"GJA5",0,0.31,-0.31,"GJA5",2921
"PKLR",0,0.31,-0.31,"PKLR",2922
"MOGAT1",0,0.31,-0.31,"MOGAT1",2923
"PRSS42",0,0.31,-0.31,"PRSS42",2924
"PQLC2L",0,0.31,-0.31,"PQLC2L",2925
"SCHIP1",0,0.31,-0.31,"SCHIP1",2926
"MGAT4D",0,0.31,-0.31,"MGAT4D",2927
"SLC4A9",0,0.31,-0.31,"SLC4A9",2928
"SCIN",0.07,0.38,-0.31,"SCIN",2929
"RP11.561N12.2",0,0.31,-0.31,"RP11.561N12.2",2930
"LRRC17",0,0.31,-0.31,"LRRC17",2931
"ZNF157",0,0.31,-0.31,"ZNF157",2932
"SPANXA1",0,0.31,-0.31,"SPANXA1",2933
"LGI3",0,0.31,-0.31,"LGI3",2934
"ZFHX4",0,0.31,-0.31,"ZFHX4",2935
"CNBD1",0,0.31,-0.31,"CNBD1",2936
"ACER2",0,0.31,-0.31,"ACER2",2937
"ANKRD18B",0,0.31,-0.31,"ANKRD18B",2938
"RP11.195F19.5",0,0.31,-0.31,"RP11.195F19.5",2939
"KRTAP5.2",0,0.31,-0.31,"KRTAP5.2",2940
"PARVA",0,0.31,-0.31,"PARVA",2941
"PRKG1",0,0.31,-0.31,"PRKG1",2942
"OIT3",0,0.31,-0.31,"OIT3",2943
"TMTC1",0,0.31,-0.31,"TMTC1",2944
"CDX2",0,0.31,-0.31,"CDX2",2945
"EFCAB11",0.19,0.5,-0.31,"EFCAB11",2946
"BDKRB2",0,0.31,-0.31,"BDKRB2",2947
"PABPN1L",0,0.31,-0.31,"PABPN1L",2948
"TMEM95",0,0.31,-0.31,"TMEM95",2949
"RND2",0,0.31,-0.31,"RND2",2950
"SOX9",0,0.31,-0.31,"SOX9",2951
"NPTX1",0,0.31,-0.31,"NPTX1",2952
"MEP1B",0,0.31,-0.31,"MEP1B",2953
"BMP7",0,0.31,-0.31,"BMP7",2954
"ZNF541",0.08,0.39,-0.31,"ZNF541",2955
"NTN5",0,0.31,-0.31,"NTN5",2956
"C19orf81",0,0.31,-0.31,"C19orf81",2957
"TAF12",3.54,3.85,-0.31,"TAF12",2958
"RNF31",1.15,1.46,-0.31,"RNF31",2959
"CASC3",2.56,2.87,-0.31,"CASC3",2960
"SLC39A6",2.6,2.91,-0.31,"SLC39A6",2961
"CNOT8",4.1,4.41,-0.31,"CNOT8",2962
"TMEM189.UBE2V1",4.32,4.64,-0.319999999999999,"TMEM189.UBE2V1",2963
"MAN1B1",1.81,2.13,-0.32,"MAN1B1",2964
"CFDP1",1.87,2.19,-0.32,"CFDP1",2965
"LASP1",3.31,3.63,-0.32,"LASP1",2966
"L34079.2",3.08,3.4,-0.32,"L34079.2",2967
"AGBL4",0.03,0.35,-0.32,"AGBL4",2968
"PNMA5",0.27,0.59,-0.32,"PNMA5",2969
"F8A3",0.09,0.41,-0.32,"F8A3",2970
"LINC00959",0.26,0.58,-0.32,"LINC00959",2971
"CCDC144A",0.03,0.35,-0.32,"CCDC144A",2972
"PAX7",0,0.32,-0.32,"PAX7",2973
"S100A7A",0,0.32,-0.32,"S100A7A",2974
"IL20",0,0.32,-0.32,"IL20",2975
"EMILIN1",0,0.32,-0.32,"EMILIN1",2976
"STON1.GTF2A1L",0,0.32,-0.32,"STON1.GTF2A1L",2977
"SCN2A",0,0.32,-0.32,"SCN2A",2978
"NEU2",0,0.32,-0.32,"NEU2",2979
"RARB",0,0.32,-0.32,"RARB",2980
"NIPAL1",0.06,0.38,-0.32,"NIPAL1",2981
"KIAA0408",0,0.32,-0.32,"KIAA0408",2982
"ASZ1",0,0.32,-0.32,"ASZ1",2983
"TCEAL2",0,0.32,-0.32,"TCEAL2",2984
"GPC4",0,0.32,-0.32,"GPC4",2985
"MAGEA8",0,0.32,-0.32,"MAGEA8",2986
"PMP2",0,0.32,-0.32,"PMP2",2987
"RUNX1T1",0,0.32,-0.32,"RUNX1T1",2988
"PRUNE2",0.04,0.36,-0.32,"PRUNE2",2989
"GNA14",0,0.32,-0.32,"GNA14",2990
"ANO4",0,0.32,-0.32,"ANO4",2991
"NOS1",0.01,0.33,-0.32,"NOS1",2992
"CHGA",0,0.32,-0.32,"CHGA",2993
"SLC51B",0,0.32,-0.32,"SLC51B",2994
"REC114",0,0.32,-0.32,"REC114",2995
"GOLGA6A",0,0.32,-0.32,"GOLGA6A",2996
"RHBDL1",0,0.32,-0.32,"RHBDL1",2997
"TXNDC2",0,0.32,-0.32,"TXNDC2",2998
"LIPG",0,0.32,-0.32,"LIPG",2999
"ADAM33",0,0.32,-0.32,"ADAM33",3000
"SNAP25",0,0.32,-0.32,"SNAP25",3001
"HCN2",0,0.32,-0.32,"HCN2",3002
"PPP1R13L",0.05,0.37,-0.32,"PPP1R13L",3003
"LRRC74B",0,0.32,-0.32,"LRRC74B",3004
"RFPL3S",0,0.32,-0.32,"RFPL3S",3005
"CLIC6",0,0.32,-0.32,"CLIC6",3006
"MAPRE3",0.47,0.79,-0.32,"MAPRE3",3007
"HIST1H2BM",1.18,1.5,-0.32,"HIST1H2BM",3008
"DGKH",1.7,2.02,-0.32,"DGKH",3009
"PPM1A",1.19,1.51,-0.32,"PPM1A",3010
"RP11.1212A22.4",0.22,0.54,-0.32,"RP11.1212A22.4",3011
"LPIN1",2.34,2.66,-0.32,"LPIN1",3012
"CDC42SE2",5.14,5.46,-0.32,"CDC42SE2",3013
"OARD1",2.15,2.47,-0.32,"OARD1",3014
"UBQLN1",2.63,2.95,-0.32,"UBQLN1",3015
"ATP5L",4.04,4.36,-0.32,"ATP5L",3016
"PSMC1",2.76,3.08,-0.32,"PSMC1",3017
"CALM1",5.67,5.99,-0.32,"CALM1",3018
"TMEM126A",3.73,4.06,-0.33,"TMEM126A",3019
"UBXN2A",1.3,1.63,-0.33,"UBXN2A",3020
"MTMR1",1.61,1.94,-0.33,"MTMR1",3021
"LGALSL",0.02,0.35,-0.33,"LGALSL",3022
"ATRIP",0.17,0.5,-0.33,"ATRIP",3023
"STXBP1",0.02,0.35,-0.33,"STXBP1",3024
"IER5L",0.14,0.47,-0.33,"IER5L",3025
"TRPM5",0.09,0.42,-0.33,"TRPM5",3026
"STXBP6",0.02,0.35,-0.33,"STXBP6",3027
"DLG4",0.02,0.35,-0.33,"DLG4",3028
"HOXB4",0.03,0.36,-0.33,"HOXB4",3029
"NACC1",0.03,0.36,-0.33,"NACC1",3030
"MXRA8",0,0.33,-0.33,"MXRA8",3031
"TMEM54",0,0.33,-0.33,"TMEM54",3032
"TEX35",0,0.33,-0.33,"TEX35",3033
"ELF3",0,0.33,-0.33,"ELF3",3034
"CR1L",0,0.33,-0.33,"CR1L",3035
"SLC30A10",0,0.33,-0.33,"SLC30A10",3036
"GJC2",0,0.33,-0.33,"GJC2",3037
"SNTG2",0,0.33,-0.33,"SNTG2",3038
"TDRD15",0,0.33,-0.33,"TDRD15",3039
"NYAP2",0,0.33,-0.33,"NYAP2",3040
"SLC6A11",0,0.33,-0.33,"SLC6A11",3041
