"","min_2","max_other","target_score","gene","rank"
"SIT1",4.35,4.83,-0.48,"SIT1",4967
"SAMSN1",7.17,7.65,-0.48,"SAMSN1",4968
"RAB7A",4.48,4.97,-0.489999999999999,"RAB7A",4969
"DDB1",3.33,3.82,-0.49,"DDB1",4970
"HAUS3",2.62,3.11,-0.49,"HAUS3",4971
"PIBF1",1.79,2.28,-0.49,"PIBF1",4972
"TXNDC12",3.94,4.43,-0.49,"TXNDC12",4973
"UNC45A",2.16,2.65,-0.49,"UNC45A",4974
"LANCL1",1.6,2.09,-0.49,"LANCL1",4975
"XRN2",3.14,3.63,-0.49,"XRN2",4976
"MSMO1",3.1,3.59,-0.49,"MSMO1",4977
"SMURF1",0.64,1.13,-0.49,"SMURF1",4978
"FAM167A",0.45,0.94,-0.49,"FAM167A",4979
"IPO9",1.11,1.6,-0.49,"IPO9",4980
"MCOLN3",0,0.49,-0.49,"MCOLN3",4981
"KCNJ11",0.35,0.84,-0.49,"KCNJ11",4982
"AKR1B10",0.22,0.71,-0.49,"AKR1B10",4983
"ST6GALNAC2",0,0.49,-0.49,"ST6GALNAC2",4984
"MRAP",0,0.49,-0.49,"MRAP",4985
"SF3A1",1.99,2.48,-0.49,"SF3A1",4986
"PLCB3",0,0.49,-0.49,"PLCB3",4987
"GAMT",0.95,1.44,-0.49,"GAMT",4988
"GLRX5",1.37,1.86,-0.49,"GLRX5",4989
"DLGAP2",0,0.49,-0.49,"DLGAP2",4990
"TNRC18",0.09,0.58,-0.49,"TNRC18",4991
"SERPINA5",0,0.49,-0.49,"SERPINA5",4992
"ZNF416",1.05,1.54,-0.49,"ZNF416",4993
"DDX51",1.02,1.51,-0.49,"DDX51",4994
"CASC1",0,0.49,-0.49,"CASC1",4995
"PLA2G4B",1.93,2.42,-0.49,"PLA2G4B",4996
"AVIL",0.02,0.51,-0.49,"AVIL",4997
"PNPLA1",0.13,0.62,-0.49,"PNPLA1",4998
"BGLAP",0,0.49,-0.49,"BGLAP",4999
"CCDC168",0,0.49,-0.49,"CCDC168",5000
"GAPDHS",0,0.49,-0.49,"GAPDHS",5001
"OR8B12",0,0.49,-0.49,"OR8B12",5002
"MTUS2",0,0.49,-0.49,"MTUS2",5003
"NHLH1",0,0.49,-0.49,"NHLH1",5004
"FGD1",0,0.49,-0.49,"FGD1",5005
"LHFPL4",0.01,0.5,-0.49,"LHFPL4",5006
"GOLGA8T",0,0.49,-0.49,"GOLGA8T",5007
"ZFPM2",0,0.49,-0.49,"ZFPM2",5008
"SYT2",0.16,0.65,-0.49,"SYT2",5009
"MRO",0.19,0.68,-0.49,"MRO",5010
"EPPIN",0.32,0.81,-0.49,"EPPIN",5011
"GPLD1",0.31,0.8,-0.49,"GPLD1",5012
"CCDC28A",4.22,4.71,-0.49,"CCDC28A",5013
"ZBTB1",3.99,4.48,-0.49,"ZBTB1",5014
"NUDCD3",2.23,2.72,-0.49,"NUDCD3",5015
"DPP3",2.32,2.81,-0.49,"DPP3",5016
"KPNA1",2.67,3.16,-0.49,"KPNA1",5017
"RBM8A",3.99,4.48,-0.49,"RBM8A",5018
"ARL6IP1",5.49,5.98,-0.49,"ARL6IP1",5019
"YDJC",2.96,3.45,-0.49,"YDJC",5020
"MRPL18",3.59,4.08,-0.49,"MRPL18",5021
"CD164",4.96,5.45,-0.49,"CD164",5022
"SON",3.93,4.43,-0.5,"SON",5023
"TINF2",3.72,4.22,-0.5,"TINF2",5024
"AGFG2",0.66,1.16,-0.5,"AGFG2",5025
"CDK8",0.64,1.14,-0.5,"CDK8",5026
"EPOR",0.91,1.41,-0.5,"EPOR",5027
"MOG",0.66,1.16,-0.5,"MOG",5028
"ZC3H7B",0.08,0.58,-0.5,"ZC3H7B",5029
"INIP",2.77,3.27,-0.5,"INIP",5030
"CNTN2",0,0.5,-0.5,"CNTN2",5031
"PSMB8",5.65,6.15,-0.5,"PSMB8",5032
"MBD2",1.2,1.7,-0.5,"MBD2",5033
"ARHGDIB",8.76,9.26,-0.5,"ARHGDIB",5034
"TAS2R4",0,0.5,-0.5,"TAS2R4",5035
"ASIC4",0,0.5,-0.5,"ASIC4",5036
"IL2RG",7.37,7.87,-0.5,"IL2RG",5037
"MAMSTR",0.43,0.93,-0.5,"MAMSTR",5038
"CCDC81",0,0.5,-0.5,"CCDC81",5039
"CHKB",3.05,3.55,-0.5,"CHKB",5040
"MST1R",0,0.5,-0.5,"MST1R",5041
"MEAF6",2.8,3.3,-0.5,"MEAF6",5042
"GATA4",0,0.5,-0.5,"GATA4",5043
"CCDC90B",2.8,3.3,-0.5,"CCDC90B",5044
"SLC2A7",0,0.5,-0.5,"SLC2A7",5045
"ATP8A2",0,0.5,-0.5,"ATP8A2",5046
"CSNK1A1",4.32,4.82,-0.5,"CSNK1A1",5047
"NLRP14",0,0.5,-0.5,"NLRP14",5048
"ATP5J2",3.63,4.13,-0.5,"ATP5J2",5049
"SWSAP1",1.31,1.81,-0.5,"SWSAP1",5050
"ZNF705G",0.04,0.54,-0.5,"ZNF705G",5051
"CHL1",0,0.5,-0.5,"CHL1",5052
"PLCD4",0,0.5,-0.5,"PLCD4",5053
"CALHM3",0,0.5,-0.5,"CALHM3",5054
"FOXJ1",0,0.5,-0.5,"FOXJ1",5055
"GUCA1B",0.28,0.78,-0.5,"GUCA1B",5056
"NDUFA2",3.44,3.94,-0.5,"NDUFA2",5057
"PSMD4",4.96,5.46,-0.5,"PSMD4",5058
"ATP8B3",0,0.5,-0.5,"ATP8B3",5059
"NOP2",3.01,3.51,-0.5,"NOP2",5060
"SYNRG",2.55,3.05,-0.5,"SYNRG",5061
"ETV4",0,0.5,-0.5,"ETV4",5062
"PGPEP1",0.37,0.87,-0.5,"PGPEP1",5063
"DLEC1",0,0.5,-0.5,"DLEC1",5064
"ETV3L",0,0.5,-0.5,"ETV3L",5065
"DSCAML1",0,0.5,-0.5,"DSCAML1",5066
"UCHL5",3.06,3.56,-0.5,"UCHL5",5067
"ATG2B",0.75,1.25,-0.5,"ATG2B",5068
"CDRT1",0,0.5,-0.5,"CDRT1",5069
"VRK3",3.43,3.93,-0.5,"VRK3",5070
"FBXO28",1.49,1.99,-0.5,"FBXO28",5071
"STON1.GTF2A1L",0,0.5,-0.5,"STON1.GTF2A1L",5072
"UQCRFS1",4.32,4.82,-0.5,"UQCRFS1",5073
"CLEC6A",0,0.5,-0.5,"CLEC6A",5074
"KIAA1211L",0,0.5,-0.5,"KIAA1211L",5075
"TMEM106C",3.58,4.08,-0.5,"TMEM106C",5076
"MASP1",0,0.5,-0.5,"MASP1",5077
"NCR3LG1",0,0.5,-0.5,"NCR3LG1",5078
"SNIP1",1.85,2.35,-0.5,"SNIP1",5079
"KLHL2",0.78,1.28,-0.5,"KLHL2",5080
"SEC14L5",0.02,0.52,-0.5,"SEC14L5",5081
"PPP2R5B",0.47,0.97,-0.5,"PPP2R5B",5082
"VPS45",2.7,3.2,-0.5,"VPS45",5083
"SLC28A3",0,0.5,-0.5,"SLC28A3",5084
"REC8",2.06,2.56,-0.5,"REC8",5085
"DQX1",0,0.5,-0.5,"DQX1",5086
"TMSB4Y",0.12,0.62,-0.5,"TMSB4Y",5087
"ITM2A",6.08,6.58,-0.5,"ITM2A",5088
"EIF2AK1",2.33,2.83,-0.5,"EIF2AK1",5089
"GATAD2B",1.62,2.12,-0.5,"GATAD2B",5090
"GDPD1",0.87,1.37,-0.5,"GDPD1",5091
"TOM1L2",0.61,1.11,-0.5,"TOM1L2",5092
"C16orf58",1.89,2.39,-0.5,"C16orf58",5093
"UBE2D2",3.65,4.15,-0.5,"UBE2D2",5094
"BRMS1",3.94,4.44,-0.5,"BRMS1",5095
"CSNK1G3",2.43,2.94,-0.51,"CSNK1G3",5096
"LSM12",3.39,3.9,-0.51,"LSM12",5097
"MAT2B",5.29,5.8,-0.51,"MAT2B",5098
"EIF2AK2",2,2.51,-0.51,"EIF2AK2",5099
"H2AFV",3.7,4.21,-0.51,"H2AFV",5100
"ENO1",6.54,7.05,-0.51,"ENO1",5101
"TRAPPC3",4.11,4.62,-0.51,"TRAPPC3",5102
"PTPRCAP",6.46,6.97,-0.51,"PTPRCAP",5103
"AAR2",2.41,2.92,-0.51,"AAR2",5104
"TJAP1",1.54,2.05,-0.51,"TJAP1",5105
"SRSF9",2.64,3.15,-0.51,"SRSF9",5106
"FAM104A",3.51,4.02,-0.51,"FAM104A",5107
"SGPP2",0.66,1.17,-0.51,"SGPP2",5108
"USF2",1.23,1.74,-0.51,"USF2",5109
"TMEM252",0,0.51,-0.51,"TMEM252",5110
"DLG4",0,0.51,-0.51,"DLG4",5111
"GUCY2D",0,0.51,-0.51,"GUCY2D",5112
"RBM11",0,0.51,-0.51,"RBM11",5113
"VWA7",0,0.51,-0.51,"VWA7",5114
"TMEM201",0.32,0.83,-0.51,"TMEM201",5115
"EPX",0,0.51,-0.51,"EPX",5116
"RIIAD1",0,0.51,-0.51,"RIIAD1",5117
"EDA2R",0,0.51,-0.51,"EDA2R",5118
"HOXD3",0,0.51,-0.51,"HOXD3",5119
"NAT1",0.73,1.24,-0.51,"NAT1",5120
"TAF4",0.05,0.56,-0.51,"TAF4",5121
"TMEM56.RWDD3",0,0.51,-0.51,"TMEM56.RWDD3",5122
"CYGB",0,0.51,-0.51,"CYGB",5123
"SMCR8",0.09,0.6,-0.51,"SMCR8",5124
"SLC15A2",0.17,0.68,-0.51,"SLC15A2",5125
"CCDC144A",0.01,0.52,-0.51,"CCDC144A",5126
"CACNA1F",0,0.51,-0.51,"CACNA1F",5127
"WDR11",1.91,2.42,-0.51,"WDR11",5128
"ENPP6",0.03,0.54,-0.51,"ENPP6",5129
"TRAF3IP1",0.39,0.9,-0.51,"TRAF3IP1",5130
"DNMT3B",0,0.51,-0.51,"DNMT3B",5131
"GPR17",0,0.51,-0.51,"GPR17",5132
"YEATS2",1.46,1.97,-0.51,"YEATS2",5133
"ANKRD46",0.78,1.29,-0.51,"ANKRD46",5134
"ZNF69",0.16,0.67,-0.51,"ZNF69",5135
"FAM166A",0.08,0.59,-0.51,"FAM166A",5136
"TMC4",0.05,0.56,-0.51,"TMC4",5137
"SPATA32",0.21,0.72,-0.51,"SPATA32",5138
"EXOC3L4",0,0.51,-0.51,"EXOC3L4",5139
"F2RL2",1.86,2.37,-0.51,"F2RL2",5140
"KCNQ4",0,0.51,-0.51,"KCNQ4",5141
"SLC41A1",1.74,2.25,-0.51,"SLC41A1",5142
"CCDC178",0,0.51,-0.51,"CCDC178",5143
"TRAPPC10",1.09,1.6,-0.51,"TRAPPC10",5144
"CACNA2D3",0,0.51,-0.51,"CACNA2D3",5145
"FOXO4",0.12,0.63,-0.51,"FOXO4",5146
"ZNF254",0.7,1.21,-0.51,"ZNF254",5147
"PRTG",0,0.51,-0.51,"PRTG",5148
"GPR151",0,0.51,-0.51,"GPR151",5149
"FAM131A",0.55,1.06,-0.51,"FAM131A",5150
"TEX12",0,0.51,-0.51,"TEX12",5151
"LMTK3",0,0.51,-0.51,"LMTK3",5152
"GK5",0.56,1.07,-0.51,"GK5",5153
"USP51",0,0.51,-0.51,"USP51",5154
"PKN2",1.28,1.79,-0.51,"PKN2",5155
"L1CAM",0,0.51,-0.51,"L1CAM",5156
"SPDYE2",0.55,1.06,-0.51,"SPDYE2",5157
"SERPINC1",0,0.51,-0.51,"SERPINC1",5158
"PDE4C",0.8,1.31,-0.51,"PDE4C",5159
"C12orf71",0,0.51,-0.51,"C12orf71",5160
"PAXBP1",1.93,2.44,-0.51,"PAXBP1",5161
"SMIM13",0.3,0.81,-0.51,"SMIM13",5162
"VEPH1",0,0.51,-0.51,"VEPH1",5163
"ZNF362",0.82,1.33,-0.51,"ZNF362",5164
"CHFR",2.67,3.18,-0.51,"CHFR",5165
"DRAP1",3.73,4.24,-0.51,"DRAP1",5166
"PDS5B",2.05,2.56,-0.51,"PDS5B",5167
"SLC30A7",2.26,2.77,-0.51,"SLC30A7",5168
"TMEM33",2.32,2.83,-0.51,"TMEM33",5169
"CCDC107",3.73,4.24,-0.51,"CCDC107",5170
"LSM14A",3.48,3.99,-0.51,"LSM14A",5171
"ARL6IP5",5.81,6.32,-0.510000000000001,"ARL6IP5",5172
"ARPC4",4.85,5.36,-0.510000000000001,"ARPC4",5173
"POP5",4.1,4.61,-0.510000000000001,"POP5",5174
"ARHGAP9",4.97,5.48,-0.510000000000001,"ARHGAP9",5175
"CD58",4.4,4.92,-0.52,"CD58",5176
"TMSB4X",11.96,12.48,-0.52,"TMSB4X",5177
"ELOVL5",3.83,4.35,-0.52,"ELOVL5",5178
"PSMC2",4.12,4.64,-0.52,"PSMC2",5179
"HLA.E",8.5,9.02,-0.52,"HLA.E",5180
"CD101",1.74,2.26,-0.52,"CD101",5181
"PTPRJ",1.61,2.13,-0.52,"PTPRJ",5182
"ZSCAN9",0.65,1.17,-0.52,"ZSCAN9",5183
"PHF10",0.92,1.44,-0.52,"PHF10",5184
"PROSC",2.71,3.23,-0.52,"PROSC",5185
"NEFH",0.35,0.87,-0.52,"NEFH",5186
"GGTLC2",0.03,0.55,-0.52,"GGTLC2",5187
"DDR2",0,0.52,-0.52,"DDR2",5188
"SLC22A9",0.03,0.55,-0.52,"SLC22A9",5189
"CDKAL1",2.41,2.93,-0.52,"CDKAL1",5190
"RABEP2",1.4,1.92,-0.52,"RABEP2",5191
"MEMO1",2.01,2.53,-0.52,"MEMO1",5192
"FOXS1",0,0.52,-0.52,"FOXS1",5193
"GIPC3",0,0.52,-0.52,"GIPC3",5194
"NOM1",0.47,0.99,-0.52,"NOM1",5195
"IKZF2",0.5,1.02,-0.52,"IKZF2",5196
"PDZK1",0.02,0.54,-0.52,"PDZK1",5197
"EXD1",0.45,0.97,-0.52,"EXD1",5198
"RAD23A",3.65,4.17,-0.52,"RAD23A",5199
"MOV10L1",0,0.52,-0.52,"MOV10L1",5200
"HIST1H2AB",0,0.52,-0.52,"HIST1H2AB",5201
"TMED6",0.01,0.53,-0.52,"TMED6",5202
"DPH3",1.5,2.02,-0.52,"DPH3",5203
"ZNF213",0,0.52,-0.52,"ZNF213",5204
"GP5",0.02,0.54,-0.52,"GP5",5205
"ZNF324B",0,0.52,-0.52,"ZNF324B",5206
"TINCR",0.21,0.73,-0.52,"TINCR",5207
"SLC2A14",0.06,0.58,-0.52,"SLC2A14",5208
"OSGIN1",0,0.52,-0.52,"OSGIN1",5209
"MAEL",0,0.52,-0.52,"MAEL",5210
"SH3GLB2",0.51,1.03,-0.52,"SH3GLB2",5211
"MORN4",0.23,0.75,-0.52,"MORN4",5212
"ABCB8",1.6,2.12,-0.52,"ABCB8",5213
"SHROOM1",0.28,0.8,-0.52,"SHROOM1",5214
"GRAMD2",0,0.52,-0.52,"GRAMD2",5215
"ZNF738",0.2,0.72,-0.52,"ZNF738",5216
"ANKRD26",0.8,1.32,-0.52,"ANKRD26",5217
"COG7",2.08,2.6,-0.52,"COG7",5218
"XRCC2",0.41,0.93,-0.52,"XRCC2",5219
"CENPA",0,0.52,-0.52,"CENPA",5220
"ULK3",3.27,3.79,-0.52,"ULK3",5221
"CARD14",0,0.52,-0.52,"CARD14",5222
"RHCE",0,0.52,-0.52,"RHCE",5223
"MMP11",0,0.52,-0.52,"MMP11",5224
"CELF2",3.27,3.79,-0.52,"CELF2",5225
"ST20.MTHFS",0,0.52,-0.52,"ST20.MTHFS",5226
"SERHL2",0,0.52,-0.52,"SERHL2",5227
"CCR5",2.47,2.99,-0.52,"CCR5",5228
"ZXDB",0.27,0.79,-0.52,"ZXDB",5229
"WISP2",0,0.52,-0.52,"WISP2",5230
"POF1B",0,0.52,-0.52,"POF1B",5231
"C17orf105",0,0.52,-0.52,"C17orf105",5232
"TAB3",0.19,0.71,-0.52,"TAB3",5233
"ZBTB40",1.35,1.87,-0.52,"ZBTB40",5234
"TMUB2",2.78,3.3,-0.52,"TMUB2",5235
"TMEM65",0.03,0.55,-0.52,"TMEM65",5236
"DYNC1I1",0,0.52,-0.52,"DYNC1I1",5237
"NEUROG1",0,0.52,-0.52,"NEUROG1",5238
"GPR156",0,0.52,-0.52,"GPR156",5239
"MAGEA3",0,0.52,-0.52,"MAGEA3",5240
"SAMD5",0.07,0.59,-0.52,"SAMD5",5241
"GOLGA8G",0,0.52,-0.52,"GOLGA8G",5242
"CACNG4",0,0.52,-0.52,"CACNG4",5243
"INHBB",0,0.52,-0.52,"INHBB",5244
"PRR15",0,0.52,-0.52,"PRR15",5245
"TNRC6A",0.83,1.35,-0.52,"TNRC6A",5246
"MYL12B",6.89,7.41,-0.52,"MYL12B",5247
"MYL12A",7.13,7.65,-0.52,"MYL12A",5248
"HBP1",5.3,5.82,-0.52,"HBP1",5249
"PCID2",4.1,4.62,-0.52,"PCID2",5250
"VDAC3",4.46,4.98,-0.52,"VDAC3",5251
"CERS5",3.76,4.28,-0.52,"CERS5",5252
"CCDC47",3.59,4.11,-0.52,"CCDC47",5253
"HINT1",5.36,5.89,-0.529999999999999,"HINT1",5254
"PPHLN1",4.19,4.72,-0.529999999999999,"PPHLN1",5255
"MAP1LC3C",1.35,1.88,-0.53,"MAP1LC3C",5256
"PIGG",2.35,2.88,-0.53,"PIGG",5257
"DNAJA3",2.66,3.19,-0.53,"DNAJA3",5258
"SH3GLB1",2.25,2.78,-0.53,"SH3GLB1",5259
"ACIN1",1.87,2.4,-0.53,"ACIN1",5260
"CYCS",2.72,3.25,-0.53,"CYCS",5261
"DHX8",2.93,3.46,-0.53,"DHX8",5262
"AMMECR1L",1.36,1.89,-0.53,"AMMECR1L",5263
"ERCC3",3.33,3.86,-0.53,"ERCC3",5264
"DOHH",1.87,2.4,-0.53,"DOHH",5265
"SLC35E3",1.81,2.34,-0.53,"SLC35E3",5266
"GOLGA6L9",0.65,1.18,-0.53,"GOLGA6L9",5267
"FAM196B",0.04,0.57,-0.53,"FAM196B",5268
"RNF212",0,0.53,-0.53,"RNF212",5269
"PPIAL4G",0.31,0.84,-0.53,"PPIAL4G",5270
"PLIN5",0.07,0.6,-0.53,"PLIN5",5271
"FXYD1",0,0.53,-0.53,"FXYD1",5272
"RNF207",0.53,1.06,-0.53,"RNF207",5273
"JMJD7.PLA2G4B",0.23,0.76,-0.53,"JMJD7.PLA2G4B",5274
"CDADC1",1.13,1.66,-0.53,"CDADC1",5275
"MEX3C",1.04,1.57,-0.53,"MEX3C",5276
"CPS1",0,0.53,-0.53,"CPS1",5277
"SPANXN2",0,0.53,-0.53,"SPANXN2",5278
"ARC",0,0.53,-0.53,"ARC",5279
"PTPN3",0.01,0.54,-0.53,"PTPN3",5280
"OR1A2",0,0.53,-0.53,"OR1A2",5281
"CABLES1",0,0.53,-0.53,"CABLES1",5282
"TCAP",0,0.53,-0.53,"TCAP",5283
"DET1",0.56,1.09,-0.53,"DET1",5284
"NLRP12",0.95,1.48,-0.53,"NLRP12",5285
"KCNJ5",0.31,0.84,-0.53,"KCNJ5",5286
"OTUD3",0.37,0.9,-0.53,"OTUD3",5287
"GREM2",0,0.53,-0.53,"GREM2",5288
"SREBF1",0,0.53,-0.53,"SREBF1",5289
"PCDHB4",0,0.53,-0.53,"PCDHB4",5290
"TMEM255A",0,0.53,-0.53,"TMEM255A",5291
"NMNAT2",0,0.53,-0.53,"NMNAT2",5292
"PRTFDC1",0,0.53,-0.53,"PRTFDC1",5293
"SPRR2A",0,0.53,-0.53,"SPRR2A",5294
"EP400",0.69,1.22,-0.53,"EP400",5295
"SIKE1",1.05,1.58,-0.53,"SIKE1",5296
"YAE1D1",1.14,1.67,-0.53,"YAE1D1",5297
"SGCD",0,0.53,-0.53,"SGCD",5298
"TECPR1",1.2,1.73,-0.53,"TECPR1",5299
"L3MBTL1",0,0.53,-0.53,"L3MBTL1",5300
"HTRA3",0,0.53,-0.53,"HTRA3",5301
"CORO1A",6.93,7.46,-0.53,"CORO1A",5302
"CRIPT",2.13,2.66,-0.53,"CRIPT",5303
"PIN1",4.71,5.24,-0.53,"PIN1",5304
"LPCAT3",3.54,4.07,-0.53,"LPCAT3",5305
"NUP93",2.74,3.28,-0.54,"NUP93",5306
"MFSD10",3.81,4.35,-0.54,"MFSD10",5307
"COX10",2.22,2.76,-0.54,"COX10",5308
"CMAS",2.97,3.51,-0.54,"CMAS",5309
"ITCH",1.84,2.38,-0.54,"ITCH",5310
"DLAT",0.9,1.44,-0.54,"DLAT",5311
"OIP5",0.93,1.47,-0.54,"OIP5",5312
"BCL2L12",0.63,1.17,-0.54,"BCL2L12",5313
"ARHGEF9",0.88,1.42,-0.54,"ARHGEF9",5314
"RASGEF1A",0.86,1.4,-0.54,"RASGEF1A",5315
"ZNF285",0,0.54,-0.54,"ZNF285",5316
"C21orf62",1.02,1.56,-0.54,"C21orf62",5317
"CLPP",3.51,4.05,-0.54,"CLPP",5318
"PLCXD3",0,0.54,-0.54,"PLCXD3",5319
"ZC3H12C",0.27,0.81,-0.54,"ZC3H12C",5320
"MBLAC1",0,0.54,-0.54,"MBLAC1",5321
"DAZAP2",7.05,7.59,-0.54,"DAZAP2",5322
"KLF13",0.24,0.78,-0.54,"KLF13",5323
"TEF",0.07,0.61,-0.54,"TEF",5324
"AIMP1",2.55,3.09,-0.54,"AIMP1",5325
"LRRN1",0,0.54,-0.54,"LRRN1",5326
"RSPH4A",0,0.54,-0.54,"RSPH4A",5327
"MYCBPAP",0,0.54,-0.54,"MYCBPAP",5328
"ITK",5.18,5.72,-0.54,"ITK",5329
"ALMS1",0.33,0.87,-0.54,"ALMS1",5330
"AANAT",0,0.54,-0.54,"AANAT",5331
"DPT",0,0.54,-0.54,"DPT",5332
"TAB1",1.21,1.75,-0.54,"TAB1",5333
"PDCD6IP",3.1,3.64,-0.54,"PDCD6IP",5334
"B3GALT2",0.01,0.55,-0.54,"B3GALT2",5335
"SH3BGRL3",7.35,7.89,-0.54,"SH3BGRL3",5336
"NUP188",2.36,2.9,-0.54,"NUP188",5337
"TMEM17",0.26,0.8,-0.54,"TMEM17",5338
"SECTM1",0,0.54,-0.54,"SECTM1",5339
"DUSP10",5.3,5.84,-0.54,"DUSP10",5340
"ERBB2",0,0.54,-0.54,"ERBB2",5341
"SSB",4.06,4.6,-0.54,"SSB",5342
"C9orf69",0,0.54,-0.54,"C9orf69",5343
"GLP2R",0,0.54,-0.54,"GLP2R",5344
"RNF103",1.6,2.14,-0.54,"RNF103",5345
"LNP1",0,0.54,-0.54,"LNP1",5346
"LINGO4",0,0.54,-0.54,"LINGO4",5347
"ZMYND15",0,0.54,-0.54,"ZMYND15",5348
"TMEM178A",0,0.54,-0.54,"TMEM178A",5349
"GUCA1C",0,0.54,-0.54,"GUCA1C",5350
"ANKAR",0.01,0.55,-0.54,"ANKAR",5351
"SEMA3B",0,0.54,-0.54,"SEMA3B",5352
"ALDOA",6.54,7.08,-0.54,"ALDOA",5353
"SLC45A4",0.08,0.62,-0.54,"SLC45A4",5354
"CCDC61",0,0.54,-0.54,"CCDC61",5355
"ASCL2",0,0.54,-0.54,"ASCL2",5356
"YBX1",4.04,4.58,-0.54,"YBX1",5357
"DIP2C",0.23,0.77,-0.54,"DIP2C",5358
"NES",0,0.54,-0.54,"NES",5359
"ADAMTSL3",0,0.54,-0.54,"ADAMTSL3",5360
"IL13",0,0.54,-0.54,"IL13",5361
"CADM2",0,0.54,-0.54,"CADM2",5362
"CASP8",3.8,4.34,-0.54,"CASP8",5363
"ECSIT",2.32,2.86,-0.54,"ECSIT",5364
"DGKG",0,0.54,-0.54,"DGKG",5365
"HEY2",0,0.54,-0.54,"HEY2",5366
"ST18",0,0.54,-0.54,"ST18",5367
"PIAS3",2.41,2.96,-0.55,"PIAS3",5368
"AHSA1",4.07,4.62,-0.55,"AHSA1",5369
"MOGS",1.48,2.03,-0.55,"MOGS",5370
"SUMF2",4.59,5.14,-0.55,"SUMF2",5371
"CCDC97",1.77,2.32,-0.55,"CCDC97",5372
"LETM1",2.14,2.69,-0.55,"LETM1",5373
"TMEM179B",4.01,4.56,-0.55,"TMEM179B",5374
"FAM83H",0.03,0.58,-0.55,"FAM83H",5375
"MYOM3",0.02,0.57,-0.55,"MYOM3",5376
"PQLC1",0.59,1.14,-0.55,"PQLC1",5377
"GPRASP1",0.67,1.22,-0.55,"GPRASP1",5378
"DNAL1",0.28,0.83,-0.55,"DNAL1",5379
"NBEA",0.09,0.64,-0.55,"NBEA",5380
"SPATA6L",0,0.55,-0.55,"SPATA6L",5381
"MTCP1",0,0.55,-0.55,"MTCP1",5382
"OR2W3",0,0.55,-0.55,"OR2W3",5383
"DCSTAMP",0,0.55,-0.55,"DCSTAMP",5384
"CREBBP",0.76,1.31,-0.55,"CREBBP",5385
"BMP7",0.21,0.76,-0.55,"BMP7",5386
"BAHD1",0.47,1.02,-0.55,"BAHD1",5387
"NXPE1",0,0.55,-0.55,"NXPE1",5388
"KCNJ13",0.18,0.73,-0.55,"KCNJ13",5389
"ACTL7A",0,0.55,-0.55,"ACTL7A",5390
"ZNF221",0.01,0.56,-0.55,"ZNF221",5391
"UBN2",0.1,0.65,-0.55,"UBN2",5392
"WDFY3",0,0.55,-0.55,"WDFY3",5393
"HNRNPUL2.BSCL2",0.34,0.89,-0.55,"HNRNPUL2.BSCL2",5394
"ID4",0,0.55,-0.55,"ID4",5395
"COX6B2",0.79,1.34,-0.55,"COX6B2",5396
"GATA6",0,0.55,-0.55,"GATA6",5397
"TSPYL5",0,0.55,-0.55,"TSPYL5",5398
"PPARGC1B",0,0.55,-0.55,"PPARGC1B",5399
"SRL",0.13,0.68,-0.55,"SRL",5400
"ABCA13",0.01,0.56,-0.55,"ABCA13",5401
"DDX28",1.47,2.02,-0.55,"DDX28",5402
"GKAP1",0,0.55,-0.55,"GKAP1",5403
"CDH24",0,0.55,-0.55,"CDH24",5404
"SPATA12",0,0.55,-0.55,"SPATA12",5405
"ZNF808",0.71,1.26,-0.55,"ZNF808",5406
"GNE",0.98,1.53,-0.55,"GNE",5407
"FBXW2",1.59,2.14,-0.55,"FBXW2",5408
"KSR1",0,0.55,-0.55,"KSR1",5409
"CYP46A1",0,0.55,-0.55,"CYP46A1",5410
"TGIF2",2.36,2.91,-0.55,"TGIF2",5411
"ACAD8",2.44,2.99,-0.55,"ACAD8",5412
"PDAP1",1.92,2.47,-0.55,"PDAP1",5413
"MRPS18B",3.36,3.91,-0.55,"MRPS18B",5414
"DDX6",2.61,3.16,-0.55,"DDX6",5415
"RNF34",3.93,4.48,-0.55,"RNF34",5416
"OTUB1",4.31,4.86,-0.550000000000001,"OTUB1",5417
"TMEM43",4.02,4.57,-0.550000000000001,"TMEM43",5418
"ICAM3",4.82,5.38,-0.56,"ICAM3",5419
"DNPH1",4.78,5.34,-0.56,"DNPH1",5420
"CPNE1",5.15,5.71,-0.56,"CPNE1",5421
"PA2G4",3.46,4.02,-0.56,"PA2G4",5422
"NOL12",1.53,2.09,-0.56,"NOL12",5423
"OTUB2",0.57,1.13,-0.56,"OTUB2",5424
"ZNF354B",0.59,1.15,-0.56,"ZNF354B",5425
"PLD6",0.63,1.19,-0.56,"PLD6",5426
"NANP",0.38,0.94,-0.56,"NANP",5427
"KCNJ14",0.04,0.6,-0.56,"KCNJ14",5428
"ADAMTS2",0.03,0.59,-0.56,"ADAMTS2",5429
"ANKK1",0.01,0.57,-0.56,"ANKK1",5430
"TNNT3",0,0.56,-0.56,"TNNT3",5431
"FST",0,0.56,-0.56,"FST",5432
"SNRPB2",2.93,3.49,-0.56,"SNRPB2",5433
"HMCN1",0,0.56,-0.56,"HMCN1",5434
"C2orf66",0,0.56,-0.56,"C2orf66",5435
"MESDC2",2.79,3.35,-0.56,"MESDC2",5436
"C8orf82",0,0.56,-0.56,"C8orf82",5437
"PCSK4",0,0.56,-0.56,"PCSK4",5438
