"","gene","rank.x","rank.y","rank.x.1","rank.y.1","rank.x.2","rank.y.2","rank.x.3","rank.y.3","rank.x.4","rank.y.4","rank_avg"
"3659","CRYL1",12458,6178,9126,14275,13113,13207,11181,13495,7372,9772,11017.7
"3660","CRYM",3285,4886,NA,5072,2991,5214,4389,3836,1543,2594,3756.66666666667
"3661","CRYZ",10008,9032,3069,11313,NA,14156,10364,14799,3418,6734,9210.33333333333
"3662","CRYZL1",7367,14613,11002,12129,5600,7100,10297,7317,9937,9351,9471.3
"3663","CS",12754,7969,7463,5892,NA,3967,10914,9733,4224,4162,7453.11111111111
"3664","CSAD",6202,15033,3647,12098,5619,13849,5807,12821,3061,11230,8936.7
"3665","CSAG1",2504,668,NA,13955,888,1468,3221,1029,NA,NA,3390.42857142857
"3666","CSAG2",NA,2724,NA,8630,139,NA,NA,6155,NA,NA,4412
"3667","CSAG3",NA,2705,NA,4544,2692,NA,NA,2741,NA,NA,3170.5
"3668","CSDC2",774,3149,NA,1487,140,3892,1062,14982,NA,NA,3640.85714285714
"3669","CSDE1",9929,6905,2318,8552,7235,7732,4750,6200,5299,4024,6294.4
"3670","CSE1L",10391,8969,1483,9871,10748,9933,5772,15752,5186,6735,8484
"3671","CSF1",3420,11422,12507,5,2,17489,13870,11352,8996,11546,9060.9
"3672","CSF1R",16118,16934,13195,17980,15564,17773,15816,18099,12021,13596,15709.6
"3673","CSF2",11414,15905,12932,17032,13491,15653,14693,18352,10047,13480,14299.9
"3674","CSF2RB",15505,16424,13224,17561,14757,17878,15754,16698,11893,13125,15281.9
"3675","CSF3",4491,16686,NA,17412,2693,16397,1199,1473,NA,13052,9175.375
"3676","CSF3R",15407,14474,13428,17707,15011,18083,15755,18062,12135,14020,15408.2
"3677","CSGALNACT1",13097,9726,12888,17324,13582,11453,12131,17918,10015,7965,12609.9
"3678","CSGALNACT2",6139,7130,6781,9661,8710,15157,7365,8465,6812,4565,8078.5
"3679","CSH1",NA,1119,NA,218,3626,384,NA,NA,NA,NA,1336.75
"3680","CSH2",NA,1373,NA,4225,141,3602,NA,483,NA,NA,1964.8
"3681","CSHL1",NA,NA,NA,NA,3627,606,NA,1730,NA,NA,1987.66666666667
"3682","CSK",2208,8551,235,6043,6045,661,1250,12529,196,5475,4319.3
"3683","CSMD1",735,227,NA,2034,2884,2154,NA,1537,NA,10254,2832.14285714286
"3684","CSMD2",314,1515,NA,6576,4286,9361,300,1764,NA,655,3096.375
"3685","CSMD3",512,NA,NA,957,2436,8491,1907,2196,NA,952,2493
"3686","CSN1S1",3494,NA,NA,357,501,607,1449,6007,NA,NA,2069.16666666667
"3687","CSN2",1262,NA,NA,3568,NA,4598,NA,2038,NA,NA,2866.5
"3688","CSN3",NA,2108,NA,804,NA,4679,NA,76,NA,NA,1916.75
"3689","CSNK1A1",6563,5047,2478,2541,14279,9984,8505,4480,923,1789,5658.9
"3690","CSNK1A1L",2532,NA,NA,712,4142,7385,2487,441,7098,NA,3542.42857142857
"3691","CSNK1D",8691,8598,10022,7288,4262,14006,6984,12146,1645,9177,8281.9
"3692","CSNK1E",13848,12407,1771,15031,13641,15605,14253,13576,10294,11220,12164.6
"3693","CSNK1G1",6529,6681,4459,10217,3602,1004,11356,7736,3615,10822,6602.1
"3694","CSNK1G2",7531,10318,8714,5990,6660,2389,12895,16104,8001,11245,8984.7
"3695","CSNK1G3",3692,5096,11091,8910,9769,5325,12728,14990,3051,4775,7942.7
"3696","CSNK2A1",11064,55,3517,10039,4457,11896,2800,3288,5223,651,5299
"3697","CSNK2A2",16290,15549,405,10738,8326,11950,5316,15234,2698,8124,9463
"3698","CSNK2A3",2895,4860,3707,6918,5854,9591,7426,8316,6184,NA,6194.55555555556
"3699","CSNK2B",10330,12029,1026,892,3208,17404,3706,6890,3601,868,5995.4
"3700","CSPG4",3284,8693,3808,16926,3906,14723,4988,5955,NA,407,6965.55555555556
"3701","CSPG5",715,3409,NA,3900,889,4321,2331,1209,NA,NA,2396.28571428571
"3702","CSPP1",12077,8519,7258,15057,11845,3093,9481,6667,10092,8761,9285
"3703","CSRNP1",14410,9441,10479,15150,11801,16074,13141,8716,10111,10872,12019.5
"3704","CSRNP2",5067,11822,6051,12076,10475,11473,8142,9339,3630,5316,8339.1
"3705","CSRNP3",2754,1666,321,4059,3237,3442,2691,2722,NA,368,2362.22222222222
"3706","CSRP1",12003,10027,1564,13481,12176,14059,13276,12576,7576,9893,10663.1
"3707","CSRP2",15050,16690,1892,17890,4029,17014,10710,10477,2178,12475,10840.5
"3708","CSRP3",NA,181,NA,2586,6523,2418,766,403,NA,NA,2146.16666666667
"3709","CST1",5042,2415,NA,4821,142,1469,NA,2146,NA,355,2341.42857142857
"3710","CST11",NA,NA,NA,3329,143,949,NA,NA,NA,NA,1473.66666666667
"3711","CST2",1045,731,NA,1547,6904,4006,NA,1478,NA,NA,2618.5
"3712","CST3",16666,17098,13219,18090,15585,18187,16120,18408,12274,14105,15975.2
"3713","CST4",7106,2086,NA,430,NA,450,NA,11866,NA,NA,4387.6
"3714","CST5",1951,NA,NA,3558,NA,10207,NA,6259,NA,NA,5493.75
"3715","CST6",15171,13758,10252,17130,10203,9957,13160,15062,10131,NA,12758.2222222222
"3716","CST7",14566,13762,10480,16558,12632,16296,14171,9721,11597,8398,12818.1
"3717","CST8",NA,2286,NA,410,NA,328,NA,2080,NA,NA,1276
"3718","CST9",NA,NA,533,6340,NA,329,NA,961,NA,NA,2040.75
"3719","CST9L",NA,NA,748,6176,NA,1470,NA,960,NA,NA,2338.5
"3720","CSTA",16365,16379,12950,17480,15320,17332,16064,17979,12260,13449,15557.8
"3721","CSTB",15827,14143,12646,17232,12825,17081,13552,12380,10537,12373,13859.6
"3722","CSTF1",3093,6079,8303,3817,6046,2155,8493,11100,1756,9133,5997.5
"3723","CSTF2",156,5,4621,6844,13012,3168,130,8780,678,2336,3973
"3724","CSTF2T",3318,9418,3021,5220,4171,7101,1690,14886,4439,10003,6326.7
"3725","CSTF3",6320,8136,11012,8091,12323,6471,11038,10954,1983,7570,8389.8
"3726","CSTL1",NA,NA,NA,4481,NA,6174,NA,1172,NA,NA,3942.33333333333
"3727","CT45A1",NA,NA,NA,1691,NA,NA,NA,356,NA,NA,1023.5
"3728","CT45A10",848,NA,NA,NA,NA,NA,NA,NA,NA,NA,848
"3729","CT45A2",NA,NA,NA,292,NA,NA,NA,NA,NA,NA,292
"3730","CT45A3",NA,NA,NA,2307,NA,NA,NA,1705,NA,NA,2006
"3731","CT45A5",1293,2177,NA,6291,578,NA,NA,2051,NA,NA,2478
"3732","CT45A6",NA,NA,NA,1185,NA,NA,NA,NA,NA,NA,1185
"3733","CT47A1",NA,NA,NA,3072,NA,NA,NA,NA,NA,NA,3072
"3734","CT47A10",NA,NA,NA,2801,NA,NA,NA,NA,NA,NA,2801
"3735","CT47A11",NA,NA,NA,2028,NA,NA,NA,NA,NA,NA,2028
"3736","CT47A12",NA,NA,NA,2019,NA,4007,NA,NA,NA,NA,3013
"3737","CT47A2",NA,NA,NA,1659,NA,NA,NA,NA,NA,NA,1659
"3738","CT47A3",NA,NA,NA,2782,NA,NA,NA,NA,NA,NA,2782
"3739","CT47A4",NA,NA,NA,2353,NA,NA,NA,NA,NA,NA,2353
"3740","CT47A5",NA,NA,NA,1582,NA,NA,NA,NA,NA,NA,1582
"3741","CT47A6",NA,NA,NA,1204,NA,NA,NA,NA,NA,NA,1204
"3742","CT47A7",NA,NA,NA,1018,NA,NA,NA,NA,NA,NA,1018
"3743","CT47A8",NA,NA,NA,2075,NA,NA,NA,NA,NA,NA,2075
"3744","CT47A9",NA,NA,NA,2040,NA,NA,NA,NA,NA,NA,2040
"3745","CT47B1",NA,275,NA,1281,NA,2419,NA,NA,NA,NA,1325
"3746","CT55",485,NA,NA,NA,NA,1347,NA,15540,NA,NA,5790.66666666667
"3747","CT62",NA,314,NA,769,1020,837,NA,2072,NA,NA,1002.4
"3748","CT83",12599,NA,NA,NA,NA,1021,NA,1028,NA,105,3688.25
"3749","CTAG1A",NA,NA,NA,4202,673,NA,750,366,NA,NA,1497.75
"3750","CTAG1B",NA,NA,NA,4238,1021,NA,NA,776,NA,NA,2011.66666666667
"3751","CTAG2",NA,838,10674,7491,3238,754,1622,13177,NA,NA,5399.14285714286
"3752","CTAGE1",2662,NA,NA,644,12415,6644,5985,2632,4244,NA,5032.28571428571
"3753","CTAGE15",NA,NA,NA,NA,1163,NA,365,3806,NA,2562,1974
"3754","CTAGE4",NA,15036,NA,15865,5479,NA,2459,3769,NA,40,7108
"3755","CTAGE5",9198,2264,8244,11149,12864,10345,5775,6091,10252,3597,7977.9
"3756","CTAGE6",993,NA,NA,NA,1297,451,1336,5056,NA,NA,1826.6
"3757","CTAGE8",NA,NA,NA,NA,1742,NA,NA,1337,NA,NA,1539.5
"3758","CTAGE9",NA,2959,NA,6575,3239,452,NA,1332,NA,NA,2911.4
"3759","CTB.102L5.4",7314,NA,NA,NA,6250,NA,451,17933,NA,NA,7987
"3760","CTB.133G6.1",13103,NA,5734,NA,4405,NA,6012,17171,NA,NA,9285
"3761","CTB.50L17.14",5157,NA,4295,NA,3426,NA,2390,5965,NA,NA,4246.6
"3762","CTB.54O9.9",NA,NA,NA,NA,1478,NA,NA,14750,NA,NA,8114
"3763","CTB.60B18.10",NA,NA,NA,NA,1164,NA,1672,1290,NA,NA,1375.33333333333
"3764","CTB.60B18.6",NA,NA,NA,NA,NA,NA,NA,695,NA,NA,695
"3765","CTB.96E2.2",NA,NA,NA,NA,1599,NA,NA,17902,NA,NA,9750.5
"3766","CTBP1",9942,9602,6838,1397,7941,15905,7684,7407,9429,9050,8519.5
"3767","CTBP2",14773,13810,13004,16854,15047,17024,15220,12843,11629,12551,14275.5
"3768","CTBS",13155,10958,11874,7230,12066,14547,13256,14800,10048,10854,11878.8
"3769","CTC.260F20.3",6341,NA,NA,NA,6378,NA,2990,13821,NA,NA,7382.5
"3770","CTC.273B12.7",NA,NA,NA,NA,NA,NA,NA,16616,NA,NA,16616
"3771","CTC.295J13.3",NA,NA,NA,NA,NA,NA,NA,1225,NA,NA,1225
"3772","CTC.326K19.6",NA,NA,NA,NA,1022,NA,NA,7829,NA,NA,4425.5
"3773","CTC.360G5.8",NA,NA,NA,NA,7290,NA,NA,16336,NA,NA,11813
"3774","CTC.398G3.6",NA,NA,NA,NA,NA,NA,NA,2510,NA,NA,2510
"3775","CTC.429P9.4",NA,NA,NA,NA,2794,NA,NA,11558,NA,NA,7176
"3776","CTC.432M15.3",NA,NA,NA,NA,8096,NA,NA,10402,NA,NA,9249
"3777","CTC.435M10.3",682,NA,NA,NA,2437,NA,2877,11682,NA,NA,4419.5
"3778","CTC.441N14.4",NA,NA,NA,NA,NA,NA,NA,1690,NA,NA,1690
"3779","CTC.454I21.3",5253,NA,NA,NA,579,NA,9624,16294,NA,NA,7937.5
"3780","CTC.479C5.12",8222,NA,1516,NA,6616,NA,9166,3924,NA,NA,5888.8
"3781","CTC.479C5.6",NA,NA,NA,NA,7434,NA,NA,NA,NA,NA,7434
"3782","CTC.487M23.8",2373,NA,NA,NA,674,NA,2837,NA,NA,NA,1961.33333333333
"3783","CTC.490E21.12",NA,NA,NA,NA,3026,NA,NA,3501,NA,NA,3263.5
"3784","CTC.512J12.6",NA,NA,NA,NA,3345,NA,NA,6191,NA,NA,4768
"3785","CTC.534A2.2",11568,NA,5401,NA,7236,NA,1581,14666,NA,NA,8090.4
"3786","CTC.554D6.1",NA,NA,NA,NA,3922,NA,NA,6198,NA,NA,5060
"3787","CTC1",12798,11973,1170,10106,11511,9826,9727,9502,4043,9053,8970.9
"3788","CTCF",71,12007,508,9606,2878,8192,5821,6064,4933,2486,5256.6
"3789","CTCFL",1472,2942,NA,9700,6338,13208,1534,686,NA,2369,4781.125
"3790","CTD.2006C1.10",NA,NA,NA,NA,1340,NA,NA,17387,NA,NA,9363.5
"3791","CTD.2006C1.13",NA,NA,NA,NA,NA,NA,NA,12994,NA,NA,12994
"3792","CTD.2105E13.6",NA,NA,NA,NA,NA,NA,1219,1291,NA,NA,1255
"3793","CTD.2116N17.1",756,NA,NA,NA,15448,NA,2245,8900,NA,NA,6837.25
"3794","CTD.2132N18.2",NA,NA,NA,NA,NA,NA,3240,1568,NA,NA,2404
"3795","CTD.2132N18.3",NA,NA,NA,NA,144,NA,NA,7094,NA,NA,3619
"3796","CTD.2135J3.4",NA,NA,NA,NA,NA,NA,NA,12771,NA,NA,12771
"3797","CTD.2140B24.4",NA,NA,NA,NA,8995,NA,NA,16255,NA,NA,12625
"3798","CTD.2192J16.20",910,NA,NA,NA,7728,NA,7334,3500,NA,NA,4868
"3799","CTD.2192J16.22",3295,NA,11144,NA,11144,NA,8667,14910,NA,NA,9832
"3800","CTD.2192J16.24",NA,NA,NA,NA,3445,NA,NA,8278,NA,NA,5861.5
"3801","CTD.2200P10.1",NA,NA,NA,NA,1600,NA,838,6040,NA,NA,2826
"3802","CTD.2207O23.10",NA,NA,NA,NA,13122,NA,446,13601,NA,NA,9056.33333333333
"3803","CTD.2207O23.12",NA,NA,NA,NA,145,NA,NA,13147,NA,NA,6646
"3804","CTD.2207O23.3",NA,NA,NA,NA,4287,NA,1952,14980,NA,NA,7073
"3805","CTD.2278I10.6",NA,NA,NA,NA,5480,NA,NA,10988,NA,NA,8234
"3806","CTD.2313N18.7",NA,NA,NA,NA,NA,NA,NA,15963,NA,NA,15963
"3807","CTD.2349B8.1",NA,NA,NA,NA,146,NA,NA,7437,NA,NA,3791.5
"3808","CTD.2369P2.10",5113,NA,5558,NA,7056,NA,10948,15282,NA,NA,8791.4
"3809","CTD.2369P2.12",NA,NA,NA,NA,3240,NA,853,5105,NA,NA,3066
"3810","CTD.2370N5.3",NA,NA,NA,NA,10600,NA,2624,5322,NA,NA,6182
"3811","CTD.2410N18.5",NA,NA,NA,NA,11824,NA,NA,5636,NA,NA,8730
"3812","CTD.2501B8.1",643,NA,NA,NA,NA,NA,NA,6509,NA,NA,3576
"3813","CTD.2510F5.6",NA,NA,NA,NA,2537,NA,NA,13304,NA,NA,7920.5
"3814","CTD.2521M24.10",NA,NA,NA,NA,NA,NA,NA,1174,NA,NA,1174
"3815","CTD.2528L19.4",NA,NA,NA,NA,7057,NA,NA,9073,NA,NA,8065
"3816","CTD.2535L24.2",NA,NA,NA,NA,675,NA,NA,5206,NA,NA,2940.5
"3817","CTD.2545G14.7",NA,NA,NA,NA,11194,NA,NA,11406,NA,NA,11300
"3818","CTD.2545M3.6",NA,NA,NA,NA,10395,NA,NA,18187,NA,NA,14291
"3819","CTD.2561J22.3",NA,NA,NA,NA,5322,NA,NA,16478,NA,NA,10900
"3820","CTD.2568A17.1",1726,NA,NA,NA,4030,NA,6219,15389,NA,NA,6841
"3821","CTD.2574D22.6",NA,NA,NA,NA,NA,NA,NA,12851,NA,NA,12851
"3822","CTD.2575K13.6",NA,NA,NA,NA,NA,NA,6253,3609,NA,NA,4931
"3823","CTD.2583A14.10",NA,NA,NA,NA,NA,NA,NA,13269,NA,NA,13269
"3824","CTD.2583A14.9",NA,NA,NA,NA,6971,NA,NA,17241,NA,NA,12106
"3825","CTD.2587H24.4",NA,NA,NA,NA,773,NA,NA,970,NA,NA,871.5
"3826","CTD.2616J11.11",NA,NA,NA,NA,6722,NA,7592,10261,NA,NA,8191.66666666667
"3827","CTD.3074O7.11",NA,NA,NA,NA,1314,NA,NA,9314,NA,NA,5314
"3828","CTD.3088G3.8",2538,NA,12467,NA,3027,NA,3237,4266,NA,NA,5107
"3829","CTD.3105H18.14",4497,NA,NA,NA,2411,NA,2876,3509,NA,NA,3323.25
"3830","CTD.3105H18.16",NA,NA,NA,NA,1743,NA,NA,14737,NA,NA,8240
"3831","CTD.3105H18.18",1619,NA,NA,NA,2214,NA,NA,9426,NA,NA,4419.66666666667
"3832","CTD.3138B18.4",NA,NA,NA,NA,5035,NA,NA,14631,NA,NA,9833
"3833","CTD.3148I10.9",NA,NA,NA,NA,5252,NA,NA,13076,NA,NA,9164
"3834","CTD.3214H19.16",669,NA,NA,NA,2438,NA,NA,14567,NA,NA,5891.33333333333
"3835","CTD.3214H19.4",1344,NA,NA,NA,7194,NA,447,5494,NA,NA,3619.75
"3836","CTD.3222D19.2",NA,NA,NA,NA,NA,NA,NA,8704,NA,NA,8704
"3837","CTDNEP1",15256,4960,458,4250,9588,731,9639,13642,4531,10968,7402.3
"3838","CTDP1",6690,8582,2774,6617,5084,12143,8851,4074,8279,3181,6627.5
"3839","CTDSP1",10629,10849,10356,14098,7131,8193,10451,14272,5652,12256,10388.7
"3840","CTDSP2",12818,13511,3783,12007,11692,13163,12136,12137,7150,7444,10584.1
"3841","CTDSPL",13726,9718,10491,14206,9024,16349,6444,4909,5346,11654,10186.7
"3842","CTDSPL2",180,4772,4259,6310,6567,6486,5761,15233,4548,12509,6662.5
"3843","CTF1",619,1751,5270,4740,6540,14175,1651,6255,NA,NA,5125.125
"3844","CTGF",16599,17053,12109,17992,4832,17979,14467,14296,2255,14011,13159.3
"3845","CTH",11731,13092,1517,15324,6691,13884,13349,9663,8546,9601,10339.8
"3846","CTHRC1",15535,16837,8401,17692,12333,15250,11828,9224,6024,13551,12667.5
"3847","CTIF",10559,5977,4460,9992,15451,14460,6720,12692,3668,8607,9258.6
"3848","CTLA4",86,2435,5307,2920,12295,3,1572,8713,8284,2452,4406.7
"3849","CTNNA1",14262,14337,9525,16852,12349,15701,9321,9872,8618,7764,11860.1
"3850","CTNNA2",NA,247,NA,1908,1976,4904,NA,1510,NA,811,1892.66666666667
"3851","CTNNA3",1012,1622,NA,3696,6020,3443,NA,1712,NA,742,2606.71428571429
"3852","CTNNAL1",15460,15598,2488,16937,10082,16513,11661,13826,2383,11144,11609.2
"3853","CTNNB1",13819,13386,5797,11342,11019,9335,11443,11112,8594,6629,10247.6
"3854","CTNNBIP1",8934,12743,2775,10794,11846,15908,13828,5582,8234,6802,9744.6
"3855","CTNNBL1",14629,15318,10791,12360,7315,15368,15192,9319,11141,10127,12156
"3856","CTNND1",15937,16162,12721,17519,14763,17713,14594,16412,11416,13160,15039.7
"3857","CTNND2",415,688,1832,2403,9288,13710,1882,1772,NA,NA,3998.75
"3858","CTNS",8661,12873,7396,12527,11546,14497,12588,9891,3142,7828,10094.9
"3859","CTPS1",1352,12164,4800,4510,4902,9025,3271,5852,5189,9002,6006.7
"3860","CTPS2",6809,8152,11361,15626,5774,15354,8623,6244,3557,3445,8494.5
"3861","CTR9",7961,14641,11584,8907,2885,9648,4044,10413,3239,7557,8087.9
"3862","CTRB1",NA,NA,NA,317,NA,453,15081,5815,NA,NA,5416.5
"3863","CTRB2",900,NA,NA,1126,NA,6268,15855,6326,NA,NA,6095
"3864","CTRC",2990,2077,NA,742,2570,6899,3311,18179,NA,2818,4948.25
"3865","CTRL",3620,8688,3485,8399,1298,3603,3138,14708,8619,9729,6528.7
"3866","CTSA",5505,12664,10163,15430,13989,14403,5771,8571,8269,1842,9660.7
"3867","CTSB",16339,16774,13140,17928,15464,18048,15784,17235,12046,13526,15628.4
"3868","CTSC",6267,14648,1855,16764,12629,15683,11565,5091,3935,17,8845.4
"3869","CTSD",15853,15612,13133,17522,14821,17852,15001,14829,11661,13238,14952.2
"3870","CTSE",12264,3745,NA,3754,1744,8388,669,3936,NA,1203,4462.875
"3871","CTSF",15172,15088,12249,16410,11547,16289,11537,14744,10198,9859,13309.3
"3872","CTSG",16616,17108,13424,17080,6163,17994,16119,18391,12258,14089,14924.2
"3873","CTSH",16473,16827,13137,18026,15399,17445,16034,18272,11944,13918,15747.5
"3874","CTSK",13412,14669,12851,16461,6770,16636,6776,13154,9314,7378,11742.1
"3875","CTSL",16580,NA,13275,NA,15486,17890,15791,18180,12150,14015,15420.875
"3876","CTSO",13492,6553,6762,11015,9300,12971,8299,15670,10454,9411,10392.7
"3877","CTSS",15408,15508,12744,17486,14670,17433,15456,16249,12125,11547,14862.6
"3878","CTSV",11547,NA,4371,NA,8197,2781,9790,2199,293,2136,5164.25
"3879","CTSW",16514,17062,12250,18018,15164,17170,16023,18133,12215,13836,15638.5
"3880","CTSZ",16213,7046,12836,12525,14978,17750,15625,16246,11886,12787,13789.2
"3881","CTTN",15808,16899,10492,17650,11453,16766,14104,13931,1544,13382,13202.9
"3882","CTTNBP2",14496,15542,12166,2676,3821,16290,15031,10409,11626,12774,11483.1
"3883","CTTNBP2NL",15499,14891,8602,16537,14788,16968,15193,15559,11257,13171,14246.5
"3884","CTU1",4064,1601,12238,1190,10422,15041,5242,5557,5541,NA,6766.22222222222
"3885","CTU2",5654,11277,2813,8394,13807,6175,12499,6507,10676,8540,8634.2
"3886","CTXN1",3294,703,4849,NA,1341,7346,1399,NA,NA,NA,3155.33333333333
"3887","CTXN2",NA,1755,NA,501,NA,4240,577,NA,NA,NA,1768.25
"3888","CTXN3",NA,NA,NA,9803,NA,573,NA,9041,NA,NA,6472.33333333333
"3889","CUBN",10999,6643,3291,14067,9582,12112,12133,6070,3477,11237,8961.1
"3890","CUEDC1",9540,9483,11888,8243,12830,15271,8787,5067,1878,5511,8849.8
"3891","CUEDC2",8000,8457,2892,9807,9193,11679,5540,9546,2219,2241,6957.4
"3892","CUL1",9486,4493,608,9734,13244,16794,8064,13312,6436,3211,8538.2
"3893","CUL2",2436,15107,1772,2560,11254,6563,4150,13282,5839,4404,6736.7
"3894","CUL3",7687,15230,8930,3744,11574,9552,4272,12876,7220,4079,8516.4
"3895","CUL4A",5969,8297,998,7325,10476,9700,3183,12001,2721,2695,6336.5
"3896","CUL4B",9860,12609,8687,8271,11255,12821,8749,8616,2039,3178,8608.5
"3897","CUL5",5182,8247,1942,8059,14664,9469,4339,3632,207,7388,6312.9
"3898","CUL7",7216,10871,11619,5302,11395,12888,5351,6425,5265,3518,7985
"3899","CUL9",16189,6617,4096,4028,5775,2867,10309,9442,9759,12888,8197
"3900","CUTA",12809,15035,6183,8099,11847,5326,11460,7157,9647,9093,9665.6
"3901","CUTC",7064,7910,7126,12613,4172,4639,1828,17507,6329,8226,7741.4
"3902","CUX1",13916,15374,11654,16187,14516,17757,14188,15715,11167,12446,14292
"3903","CUX2",NA,1680,NA,3627,11825,2320,4156,13779,NA,NA,6231.16666666667
"3904","CUZD1",3388,6980,NA,10458,5481,1022,3360,17565,653,NA,6113.375
"3905","CWC15",270,2517,690,3414,9447,5053,2098,14344,1524,7960,4731.7
"3906","CWC22",4962,7568,9091,15158,7999,7654,256,9020,5776,3601,7108.5
"3907","CWC25",3476,7858,8187,7591,8327,12932,8938,7093,7282,6308,7799.2
"3908","CWC27",2224,5495,2735,14238,6492,5456,2898,8514,2142,940,5113.4
"3909","CWF19L1",4953,7277,8077,6521,8970,2273,5803,7922,3433,11141,6637
"3910","CWF19L2",4533,12199,9676,12181,9114,6472,8158,4196,6743,3748,7702
"3911","CWH43",2368,817,NA,739,NA,6645,NA,2859,NA,NA,2685.6
"3912","CX3CL1",15810,14625,12080,17021,1601,17613,5103,2337,NA,13001,11021.2222222222
"3913","CX3CR1",15894,13327,13106,17973,15394,16728,14838,18091,11657,12965,14997.3
"3914","CXADR",12691,4697,9963,15564,12394,11006,11032,12335,2257,1639,9357.8
"3915","CXCL1",13519,17031,12852,17903,5323,18035,9596,15480,11962,14025,13572.6
"3916","CXCL10",16637,17014,12907,18071,15565,17387,16089,18378,12216,14056,15832
"3917","CXCL11",16513,14268,4461,17795,15567,15330,15646,17844,10920,13019,14136.3
"3918","CXCL12",15332,16332,9248,17835,14998,16595,12802,13433,735,13784,13109.4
"3919","CXCL13",16238,17077,11923,55,15533,1,15385,18396,11681,14051,12034
"3920","CXCL14",9057,8624,11121,7295,7435,11093,1609,2303,1211,1824,6157.2
"3921","CXCL16",16386,16906,13192,17873,15527,17464,15889,18290,12065,13821,15741.3
"3922","CXCL17",11281,3157,867,11670,147,13757,1057,9829,NA,NA,6470.625
"3923","CXCL2",16362,17067,12831,18014,11656,18074,16049,18361,12278,14099,15479.1
"3924","CXCL3",16291,17003,12961,18029,6251,18140,15847,17368,12275,14087,14825.2
"3925","CXCL5",12444,3688,820,17498,8246,17768,5346,3890,7547,10845,8809.2
"3926","CXCL6",9162,3588,NA,5389,1165,8894,4604,558,NA,898,4282.25
"3927","CXCL8",16431,NA,13440,NA,NA,18189,16102,18336,12273,14104,15553.5714285714
"3928","CXCL9",16567,16650,11438,18000,15584,17910,16095,18390,11357,12670,15466.1
"3929","CXCR1",11469,9675,13412,16538,13186,17956,12565,17654,NA,3151,12845.1111111111
"3930","CXCR2",12745,11324,13429,16987,14372,17939,13564,18006,11407,6919,13669.2
"3931","CXCR3",24,13476,3671,5121,3493,9837,107,2552,6752,729,4576.2
"3932","CXCR4",13839,16054,3941,15586,14027,12417,13524,10668,10196,10786,12103.8
"3933","CXCR5",15475,16542,12943,17770,15233,17628,15760,18014,11968,12880,15421.3
"3934","CXCR6",7955,22,1911,1700,4655,9,100,4,12,944,1731.2
"3935","CXorf21",12972,14164,NA,16843,14979,8680,15744,18061,NA,NA,14491.8571428571
"3936","CXorf23",4220,7373,NA,9082,8244,NA,6307,5311,NA,NA,6756.16666666667
"3937","CXorf36",16279,16724,NA,17776,2930,17412,10312,4190,NA,NA,12231.8571428571
"3938","CXorf38",7001,97,NA,9641,4466,13384,5022,6738,NA,NA,6621.28571428571
"3939","CXorf40A",14946,14321,NA,7832,13000,363,11932,13890,NA,NA,10897.7142857143
"3940","CXorf40B",12167,13908,NA,2163,9339,1802,9330,5285,NA,NA,7713.42857142857
"3941","CXorf49",NA,452,NA,1324,502,NA,NA,346,NA,NA,656
"3942","CXorf49B",NA,636,NA,1366,890,NA,NA,NA,NA,NA,964
"3943","CXorf51A",NA,951,NA,NA,NA,NA,NA,NA,NA,NA,951
"3944","CXorf51B",NA,1016,NA,NA,148,NA,NA,NA,NA,NA,582
"3945","CXorf56",8428,11805,NA,10460,5324,6372,7919,5730,NA,NA,8005.42857142857
"3946","CXorf57",9971,15407,NA,12700,9094,6799,11421,11012,NA,NA,10914.8571428571
"3947","CXorf58",4027,1056,NA,710,1166,18016,1472,4798,NA,NA,4463.57142857143
"3948","CXorf65",3207,7401,NA,13245,8567,7626,10635,13085,NA,NA,9109.42857142857
"3949","CXorf66",NA,NA,NA,2610,NA,1348,NA,358,NA,NA,1438.66666666667
"3950","CXorf67",2780,NA,NA,NA,1602,5688,1140,765,NA,NA,2395
"3951","CXXC1",4884,3446,4033,7944,11955,7571,5068,6214,2346,11974,6543.5
"3952","CXXC4",2872,4182,4210,4971,3241,12822,3418,3515,NA,1135,4485.11111111111
"3953","CXXC5",15625,15416,13187,17378,15059,16126,15421,17085,11550,12681,14952.8
"3954","CYB561",13866,14971,11122,16773,13625,13407,14251,14890,10434,11734,13507.3
"3955","CYB561A3",15178,NA,12326,NA,14654,13260,14661,16285,11459,11342,13645.625
"3956","CYB561D1",13566,10396,9506,9104,5855,8173,4508,6357,6364,2491,7632
"3957","CYB561D2",14420,3511,3172,10513,3958,3418,1238,3081,2512,4231,5005.4
"3958","CYB5A",14542,13147,4829,16519,NA,17123,15325,14347,10062,10880,12974.8888888889
"3959","CYB5B",3474,91,2302,5774,NA,6712,6377,8834,1909,1607,4120
"3960","CYB5D1",7903,11775,10513,12006,7707,16729,2384,15077,10039,13395,10752.8
"3961","CYB5D2",13311,12390,9238,16057,11973,13619,10785,5239,8927,11498,11303.7
"3962","CYB5R1",11616,9643,5715,11903,11454,14688,7945,7698,7279,7721,9566.2
