"","min_2","max_other","target_score","gene","rank"
"RP11.302B13.5",0,0.17,-0.17,"RP11.302B13.5",2861
"AVPR1A",0,0.17,-0.17,"AVPR1A",2862
"KERA",0,0.17,-0.17,"KERA",2863
"SIAH3",0,0.17,-0.17,"SIAH3",2864
"FRMD6",0,0.17,-0.17,"FRMD6",2865
"RHBDF1",0,0.17,-0.17,"RHBDF1",2866
"MTSS1L",0,0.17,-0.17,"MTSS1L",2867
"LHX1",0,0.17,-0.17,"LHX1",2868
"SPATA32",0,0.17,-0.17,"SPATA32",2869
"ITGB3",0,0.17,-0.17,"ITGB3",2870
"ANKRD62",0.03,0.2,-0.17,"ANKRD62",2871
"CDH20",0.02,0.19,-0.17,"CDH20",2872
"KCNB1",0,0.17,-0.17,"KCNB1",2873
"SALL4",0.1,0.27,-0.17,"SALL4",2874
"SHD",0,0.17,-0.17,"SHD",2875
"CTD.3105H18.14",0,0.17,-0.17,"CTD.3105H18.14",2876
"CTC.435M10.3",0,0.17,-0.17,"CTC.435M10.3",2877
"CPT1C",0,0.17,-0.17,"CPT1C",2878
"TSKS",0,0.17,-0.17,"TSKS",2879
"CECR6",0,0.17,-0.17,"CECR6",2880
"C22orf15",0,0.17,-0.17,"C22orf15",2881
"RIBC2",0,0.17,-0.17,"RIBC2",2882
"TMPPE",0.11,0.28,-0.17,"TMPPE",2883
"RP11.211G3.2",0.36,0.53,-0.17,"RP11.211G3.2",2884
"MMAA",0.84,1.01,-0.17,"MMAA",2885
"SSH3",0.73,0.9,-0.17,"SSH3",2886
"USP35",0.69,0.86,-0.17,"USP35",2887
"GEMIN8",0.94,1.11,-0.17,"GEMIN8",2888
"SLC25A38",2.55,2.72,-0.17,"SLC25A38",2889
"GSK3B",2.8,2.97,-0.17,"GSK3B",2890
"DECR1",3.53,3.7,-0.17,"DECR1",2891
"YY1",3.9,4.07,-0.17,"YY1",2892
"WDR18",2.03,2.2,-0.17,"WDR18",2893
"NUDC",3.68,3.86,-0.18,"NUDC",2894
"KLHL20",1.83,2.01,-0.18,"KLHL20",2895
"CCDC141",2.24,2.42,-0.18,"CCDC141",2896
"ARL6IP5",5.53,5.71,-0.18,"ARL6IP5",2897
"CWC27",2.91,3.09,-0.18,"CWC27",2898
"CYFIP2",3.16,3.34,-0.18,"CYFIP2",2899
"HNRNPUL2",2.1,2.28,-0.18,"HNRNPUL2",2900
"CD27",6.28,6.46,-0.18,"CD27",2901
"PAPOLA",4.62,4.8,-0.18,"PAPOLA",2902
"SMARCE1",3.7,3.88,-0.18,"SMARCE1",2903
"SPAG9",2.93,3.11,-0.18,"SPAG9",2904
"USP16",4.16,4.34,-0.18,"USP16",2905
"HECTD3",1.03,1.21,-0.18,"HECTD3",2906
"NTPCR",1.89,2.07,-0.18,"NTPCR",2907
"FYCO1",1.35,1.53,-0.18,"FYCO1",2908
"GAR1",1.75,1.93,-0.18,"GAR1",2909
"FBXO8",1.55,1.73,-0.18,"FBXO8",2910
"ABCF2",1.89,2.07,-0.18,"ABCF2",2911
"BRCC3",1.77,1.95,-0.18,"BRCC3",2912
"SLC35D2",1.56,1.74,-0.18,"SLC35D2",2913
"TRIM21",1.79,1.97,-0.18,"TRIM21",2914
"SLC27A2",1.22,1.4,-0.18,"SLC27A2",2915
"TP53RK",1.82,2,-0.18,"TP53RK",2916
"ANKRD27",1.04,1.22,-0.18,"ANKRD27",2917
"PPIL2",1.78,1.96,-0.18,"PPIL2",2918
"MORC2",1.07,1.25,-0.18,"MORC2",2919
"ANKRD54",1.46,1.64,-0.18,"ANKRD54",2920
"ZSCAN20",0,0.18,-0.18,"ZSCAN20",2921
"HEYL",0,0.18,-0.18,"HEYL",2922
"GUCA2B",0,0.18,-0.18,"GUCA2B",2923
"C1orf210",0,0.18,-0.18,"C1orf210",2924
"PCSK9",0,0.18,-0.18,"PCSK9",2925
"LEPR",0.34,0.52,-0.18,"LEPR",2926
"MUC1",0,0.18,-0.18,"MUC1",2927
"ITLN2",0,0.18,-0.18,"ITLN2",2928
"ETNK2",0,0.18,-0.18,"ETNK2",2929
"LEFTY2",0,0.18,-0.18,"LEFTY2",2930
"OBSCN",0.2,0.38,-0.18,"OBSCN",2931
"TMEM17",0,0.18,-0.18,"TMEM17",2932
"FIGLA",0,0.18,-0.18,"FIGLA",2933
"ASTL",0,0.18,-0.18,"ASTL",2934
"PLCD4",0,0.18,-0.18,"PLCD4",2935
"DAZL",0,0.18,-0.18,"DAZL",2936
"C3orf35",0,0.18,-0.18,"C3orf35",2937
"PCDH18",0,0.18,-0.18,"PCDH18",2938
"NPY1R",0,0.18,-0.18,"NPY1R",2939
"ZDHHC11B",0,0.18,-0.18,"ZDHHC11B",2940
"TERT",0,0.18,-0.18,"TERT",2941
"C6",0,0.18,-0.18,"C6",2942
"RGS7BP",0,0.18,-0.18,"RGS7BP",2943
"PRDM6",0,0.18,-0.18,"PRDM6",2944
"LECT2",0,0.18,-0.18,"LECT2",2945
"IL17B",0,0.18,-0.18,"IL17B",2946
"CAGE1",0,0.18,-0.18,"CAGE1",2947
"ZNF311",0,0.18,-0.18,"ZNF311",2948
"FRS3",0.3,0.48,-0.18,"FRS3",2949
"TPD52L1",0,0.18,-0.18,"TPD52L1",2950
"C6orf58",0,0.18,-0.18,"C6orf58",2951
"OCM",0.05,0.23,-0.18,"OCM",2952
"CCL24",0,0.18,-0.18,"CCL24",2953
"SSC4D",0,0.18,-0.18,"SSC4D",2954
"TMEM139",0.06,0.24,-0.18,"TMEM139",2955
"ARHGEF5",0.42,0.6,-0.18,"ARHGEF5",2956
"DGKK",0,0.18,-0.18,"DGKK",2957
"GPRASP2",0.05,0.23,-0.18,"GPRASP2",2958
"ESX1",0,0.18,-0.18,"ESX1",2959
"STAR",0,0.18,-0.18,"STAR",2960
"RIMS2",0,0.18,-0.18,"RIMS2",2961
"LY6K",0,0.18,-0.18,"LY6K",2962
"GLIS3",0,0.18,-0.18,"GLIS3",2963
"LAMC3",0,0.18,-0.18,"LAMC3",2964
"LCNL1",0,0.18,-0.18,"LCNL1",2965
"MRGPRF",0,0.18,-0.18,"MRGPRF",2966
"GPD1",0,0.18,-0.18,"GPD1",2967
"DPY19L2",0.08,0.26,-0.18,"DPY19L2",2968
"WIF1",0,0.18,-0.18,"WIF1",2969
"ASCL1",0,0.18,-0.18,"ASCL1",2970
"KL",0,0.18,-0.18,"KL",2971
"LRRC63",0.07,0.25,-0.18,"LRRC63",2972
"ATP7B",0,0.18,-0.18,"ATP7B",2973
"KDELC1",0.11,0.29,-0.18,"KDELC1",2974
"RBPMS2",0,0.18,-0.18,"RBPMS2",2975
"IGDCC3",0,0.18,-0.18,"IGDCC3",2976
"MEGF11",0.04,0.22,-0.18,"MEGF11",2977
"SV2B",0,0.18,-0.18,"SV2B",2978
"PRSS33",0,0.18,-0.18,"PRSS33",2979
"COX6A2",0,0.18,-0.18,"COX6A2",2980
"DOK4",0.26,0.44,-0.18,"DOK4",2981
"NDRG4",0,0.18,-0.18,"NDRG4",2982
"CDH11",0,0.18,-0.18,"CDH11",2983
"FOXL1",0,0.18,-0.18,"FOXL1",2984
"TBC1D29",0,0.18,-0.18,"TBC1D29",2985
"ETV4",0,0.18,-0.18,"ETV4",2986
"TEN1.CDK3",0,0.18,-0.18,"TEN1.CDK3",2987
"GREB1L",0,0.18,-0.18,"GREB1L",2988
"MROH8",0.06,0.24,-0.18,"MROH8",2989
"CTC.260F20.3",0,0.18,-0.18,"CTC.260F20.3",2990
"RFPL4A",0,0.18,-0.18,"RFPL4A",2991
"NBPF3",0.1,0.28,-0.18,"NBPF3",2992
"FAM213B",0.73,0.91,-0.18,"FAM213B",2993
"FZD6",0.69,0.87,-0.18,"FZD6",2994
"JRK",0.58,0.76,-0.18,"JRK",2995
"ZNF468",0.7,0.88,-0.18,"ZNF468",2996
"TRNAU1AP",2.28,2.46,-0.18,"TRNAU1AP",2997
"TIA1",2.88,3.06,-0.18,"TIA1",2998
"ARL6IP6",2.79,2.97,-0.18,"ARL6IP6",2999
"ATF2",2.11,2.29,-0.18,"ATF2",3000
"INPP1",2.19,2.37,-0.18,"INPP1",3001
"PDHB",3.25,3.43,-0.18,"PDHB",3002
"TMEM33",2.56,2.74,-0.18,"TMEM33",3003
"UBQLN2",2.42,2.6,-0.18,"UBQLN2",3004
"PRKAG1",2.61,2.79,-0.18,"PRKAG1",3005
"ZNF106",3.21,3.39,-0.18,"ZNF106",3006
"RAD51C",2.01,2.19,-0.18,"RAD51C",3007
"RIOK3",2.76,2.94,-0.18,"RIOK3",3008
"SAMM50",2.52,2.7,-0.18,"SAMM50",3009
"DIP2A",3.05,3.23,-0.18,"DIP2A",3010
"MRPS21",4.3,4.48,-0.180000000000001,"MRPS21",3011
"MSN",4.43,4.61,-0.180000000000001,"MSN",3012
"VAPA",4.35,4.53,-0.180000000000001,"VAPA",3013
"ELF1",5.48,5.67,-0.19,"ELF1",3014
"IL2RB",4.24,4.43,-0.19,"IL2RB",3015
"MEMO1",1.84,2.03,-0.19,"MEMO1",3016
"RBBP4",3.75,3.94,-0.19,"RBBP4",3017
"RPF1",3.04,3.23,-0.19,"RPF1",3018
"PI4KB",2.14,2.33,-0.19,"PI4KB",3019
"KLHL12",1.31,1.5,-0.19,"KLHL12",3020
"ADSS",3.25,3.44,-0.19,"ADSS",3021
"DNMT3A",2.95,3.14,-0.19,"DNMT3A",3022
"EIF2AK2",3.32,3.51,-0.19,"EIF2AK2",3023
"MRPL19",2.39,2.58,-0.19,"MRPL19",3024
"ANKRD39",2.18,2.37,-0.19,"ANKRD39",3025
"SACM1L",2.31,2.5,-0.19,"SACM1L",3026
"BAP1",1.24,1.43,-0.19,"BAP1",3027
"PARP9",3.18,3.37,-0.19,"PARP9",3028
"ATP2C1",1.85,2.04,-0.19,"ATP2C1",3029
"POC5",1.32,1.51,-0.19,"POC5",3030
"LMNB1",2.87,3.06,-0.19,"LMNB1",3031
"LSM11",0.52,0.71,-0.19,"LSM11",3032
"BNIP1",1.29,1.48,-0.19,"BNIP1",3033
"TDP2",2.29,2.48,-0.19,"TDP2",3034
"ZKSCAN3",0.38,0.57,-0.19,"ZKSCAN3",3035
"DEF6",3.73,3.92,-0.19,"DEF6",3036
"PRIM2",1.07,1.26,-0.19,"PRIM2",3037
"C6orf203",1.31,1.5,-0.19,"C6orf203",3038
"TXLNG",1.74,1.93,-0.19,"TXLNG",3039
"PPP1R3F",0.38,0.57,-0.19,"PPP1R3F",3040
"NOL8",2.95,3.14,-0.19,"NOL8",3041
"MRPL50",2.65,2.84,-0.19,"MRPL50",3042
"RBM18",2.24,2.43,-0.19,"RBM18",3043
"RALGDS",2.91,3.1,-0.19,"RALGDS",3044
"SURF6",1.77,1.96,-0.19,"SURF6",3045
"SSNA1",3.5,3.69,-0.19,"SSNA1",3046
"FRMD8",2.04,2.23,-0.19,"FRMD8",3047
"CHORDC1",3.48,3.67,-0.19,"CHORDC1",3048
"PANX1",0.75,0.94,-0.19,"PANX1",3049
"SLK",2.64,2.83,-0.19,"SLK",3050
"EAPP",3.31,3.5,-0.19,"EAPP",3051
"NRDE2",2.12,2.31,-0.19,"NRDE2",3052
"MFAP1",2.69,2.88,-0.19,"MFAP1",3053
"GTF2A2",3.72,3.91,-0.19,"GTF2A2",3054
"SNRPA1",2.97,3.16,-0.19,"SNRPA1",3055
"ABAT",1.2,1.39,-0.19,"ABAT",3056
"TLDC1",1.06,1.25,-0.19,"TLDC1",3057
"TSR1",1.58,1.77,-0.19,"TSR1",3058
"NLRP1",2.74,2.93,-0.19,"NLRP1",3059
"ERAL1",1.46,1.65,-0.19,"ERAL1",3060
"SBNO2",1.55,1.74,-0.19,"SBNO2",3061
"ERVK3.1",2.31,2.5,-0.19,"ERVK3.1",3062
"TRIM28",2.19,2.38,-0.19,"TRIM28",3063
"ATP6V1E1",3.61,3.8,-0.19,"ATP6V1E1",3064
"POLR2F",3.04,3.23,-0.19,"POLR2F",3065
"PHF5A",2.74,2.93,-0.19,"PHF5A",3066
"GABPA",1.77,1.96,-0.19,"GABPA",3067
"C1orf204",0.1,0.29,-0.19,"C1orf204",3068
"OPLAH",0.17,0.36,-0.19,"OPLAH",3069
"ROM1",0.23,0.42,-0.19,"ROM1",3070
"JAG2",0.23,0.42,-0.19,"JAG2",3071
"EPHA2",0,0.19,-0.19,"EPHA2",3072
"TMCO2",0,0.19,-0.19,"TMCO2",3073
"WDR78",0.06,0.25,-0.19,"WDR78",3074
"IVL",0,0.19,-0.19,"IVL",3075
"S100A3",0,0.19,-0.19,"S100A3",3076
"NHLH1",0,0.19,-0.19,"NHLH1",3077
"CAPN8",0,0.19,-0.19,"CAPN8",3078
"PLEKHH2",0,0.19,-0.19,"PLEKHH2",3079
"UGT1A6",0,0.19,-0.19,"UGT1A6",3080
"ACKR2",0,0.19,-0.19,"ACKR2",3081
"EPHA3",0,0.19,-0.19,"EPHA3",3082
"UPK1B",0,0.19,-0.19,"UPK1B",3083
"ERVMER34.1",0,0.19,-0.19,"ERVMER34.1",3084
"ENPEP",0.13,0.32,-0.19,"ENPEP",3085
"SERF1B",0,0.19,-0.19,"SERF1B",3086
"TMEM232",0,0.19,-0.19,"TMEM232",3087
"IL9",0,0.19,-0.19,"IL9",3088
"FAXC",0,0.19,-0.19,"FAXC",3089
"ASB15",0,0.19,-0.19,"ASB15",3090
"MGAM",0,0.19,-0.19,"MGAM",3091
"PRSS1",0,0.19,-0.19,"PRSS1",3092
"USP27X",0.08,0.27,-0.19,"USP27X",3093
"RPS6KA6",0,0.19,-0.19,"RPS6KA6",3094
"KCNQ3",0,0.19,-0.19,"KCNQ3",3095
"SPATC1",0,0.19,-0.19,"SPATC1",3096
"WDR31",0,0.19,-0.19,"WDR31",3097
"TNC",0,0.19,-0.19,"TNC",3098
"ART5",0,0.19,-0.19,"ART5",3099
"DCHS1",0,0.19,-0.19,"DCHS1",3100
"RBMXL2",0,0.19,-0.19,"RBMXL2",3101
"RBM14.RBM4",0.06,0.25,-0.19,"RBM14.RBM4",3102
"APOA5",0,0.19,-0.19,"APOA5",3103
"OPCML",0,0.19,-0.19,"OPCML",3104
"PRTFDC1",0.05,0.24,-0.19,"PRTFDC1",3105
"FZD8",0,0.19,-0.19,"FZD8",3106
"SYNPO2L",0,0.19,-0.19,"SYNPO2L",3107
"ELOVL3",0,0.19,-0.19,"ELOVL3",3108
"HIGD1C",0,0.19,-0.19,"HIGD1C",3109
"KIF5A",0.04,0.23,-0.19,"KIF5A",3110
"RPH3A",0,0.19,-0.19,"RPH3A",3111
"HSPB8",0,0.19,-0.19,"HSPB8",3112
"TMEM253",0,0.19,-0.19,"TMEM253",3113
"FOXA1",0,0.19,-0.19,"FOXA1",3114
"C14orf37",0,0.19,-0.19,"C14orf37",3115
"PROX2",0,0.19,-0.19,"PROX2",3116
"TGM5",0,0.19,-0.19,"TGM5",3117
"WDR72",0.04,0.23,-0.19,"WDR72",3118
"CGNL1",0,0.19,-0.19,"CGNL1",3119
"ZNF774",0,0.19,-0.19,"ZNF774",3120
"HSD11B2",0,0.19,-0.19,"HSD11B2",3121
"DOC2B",0,0.19,-0.19,"DOC2B",3122
"SLC13A5",0,0.19,-0.19,"SLC13A5",3123
"TMEM132E",0,0.19,-0.19,"TMEM132E",3124
"GSDMA",0,0.19,-0.19,"GSDMA",3125
"CDR2L",0,0.19,-0.19,"CDR2L",3126
"TSPAN10",0,0.19,-0.19,"TSPAN10",3127
"APCDD1",0,0.19,-0.19,"APCDD1",3128
"KATNAL2",0.05,0.24,-0.19,"KATNAL2",3129
"KCNG2",0,0.19,-0.19,"KCNG2",3130
"TFAP2C",0,0.19,-0.19,"TFAP2C",3131
"CYP4F3",0,0.19,-0.19,"CYP4F3",3132
"AD000671.6",0,0.19,-0.19,"AD000671.6",3133
"TMEM145",0,0.19,-0.19,"TMEM145",3134
"ZNF285",0,0.19,-0.19,"ZNF285",3135
"SEZ6L",0,0.19,-0.19,"SEZ6L",3136
"TTC26",0.15,0.34,-0.19,"TTC26",3137
"CTRL",0.09,0.28,-0.19,"CTRL",3138
"FBXO30",0.89,1.08,-0.19,"FBXO30",3139
"ZBTB6",0.59,0.78,-0.19,"ZBTB6",3140
"PSKH1",0.57,0.76,-0.19,"PSKH1",3141
"POMGNT1",1.43,1.62,-0.19,"POMGNT1",3142
"FADD",1.64,1.83,-0.19,"FADD",3143
"LINC00672",1.14,1.33,-0.19,"LINC00672",3144
"ZNF444",1.39,1.58,-0.19,"ZNF444",3145
"GMEB1",2.03,2.22,-0.19,"GMEB1",3146
"ADAR",4.14,4.33,-0.19,"ADAR",3147
"PTPRC",7.54,7.73,-0.19,"PTPRC",3148
"HNRNPD",4.09,4.28,-0.19,"HNRNPD",3149
"ANXA11",4.14,4.33,-0.19,"ANXA11",3150
"MCMBP",2.3,2.49,-0.19,"MCMBP",3151
"ARHGDIB",6.89,7.08,-0.19,"ARHGDIB",3152
"RNPS1",4.18,4.37,-0.19,"RNPS1",3153
"GSPT1",3.78,3.97,-0.19,"GSPT1",3154
"TXNDC17",3.53,3.72,-0.19,"TXNDC17",3155
"PRKAR1A",4.1,4.29,-0.19,"PRKAR1A",3156
"HAUS1",2.51,2.7,-0.19,"HAUS1",3157
"COMMD6",5.98,6.18,-0.199999999999999,"COMMD6",3158
"ZFP36L1",5.69,5.89,-0.199999999999999,"ZFP36L1",3159
"PNRC2",3.81,4.01,-0.2,"PNRC2",3160
"ZBED2",2.33,2.53,-0.2,"ZBED2",3161
"PDLIM2",3.37,3.57,-0.2,"PDLIM2",3162
"CARS",2.49,2.69,-0.2,"CARS",3163
"SUPT16H",3.41,3.61,-0.2,"SUPT16H",3164
"PPP2R3C",2.97,3.17,-0.2,"PPP2R3C",3165
"FLYWCH2",1.85,2.05,-0.2,"FLYWCH2",3166
"NF1",2.24,2.44,-0.2,"NF1",3167
"SAP30BP",2.97,3.17,-0.2,"SAP30BP",3168
"DOHH",1.83,2.03,-0.2,"DOHH",3169
"RUNX1",2.72,2.92,-0.2,"RUNX1",3170
"ICMT",1.45,1.65,-0.2,"ICMT",3171
"FBXO2",1.51,1.71,-0.2,"FBXO2",3172
"ECHDC2",1.97,2.17,-0.2,"ECHDC2",3173
"STRIP1",1.72,1.92,-0.2,"STRIP1",3174
"SLC41A3",1.51,1.71,-0.2,"SLC41A3",3175
"ZSCAN21",0.51,0.71,-0.2,"ZSCAN21",3176
"SNX15",0.78,0.98,-0.2,"SNX15",3177
"CCDC77",0.51,0.71,-0.2,"CCDC77",3178
"ATF7",1.78,1.98,-0.2,"ATF7",3179
"SCYL2",1.78,1.98,-0.2,"SCYL2",3180
"USP30",0.4,0.6,-0.2,"USP30",3181
"DIABLO",1.79,1.99,-0.2,"DIABLO",3182
"CUL4A",1.99,2.19,-0.2,"CUL4A",3183
"CNEP1R1",1.72,1.92,-0.2,"CNEP1R1",3184
"CAMTA2",1.07,1.27,-0.2,"CAMTA2",3185
"RAI1",0.55,0.75,-0.2,"RAI1",3186
"C18orf8",1.61,1.81,-0.2,"C18orf8",3187
"HIST1H1A",0.17,0.37,-0.2,"HIST1H1A",3188
"GET4",0.15,0.35,-0.2,"GET4",3189
"GP1BA",0.04,0.24,-0.2,"GP1BA",3190
"UBXN10",0.07,0.27,-0.2,"UBXN10",3191
"ZNF436",0.14,0.34,-0.2,"ZNF436",3192
"AUNIP",0,0.2,-0.2,"AUNIP",3193
"ZYG11A",0,0.2,-0.2,"ZYG11A",3194
"DIO1",0,0.2,-0.2,"DIO1",3195
"CFHR5",0,0.2,-0.2,"CFHR5",3196
"TGFB2",0,0.2,-0.2,"TGFB2",3197
"RAD51AP2",0,0.2,-0.2,"RAD51AP2",3198
"PFN4",0,0.2,-0.2,"PFN4",3199
"VIT",0,0.2,-0.2,"VIT",3200
"CCDC85A",0,0.2,-0.2,"CCDC85A",3201
"LRRTM4",0,0.2,-0.2,"LRRTM4",3202
"TEKT4",0.08,0.28,-0.2,"TEKT4",3203
"ACMSD",0,0.2,-0.2,"ACMSD",3204
"DNAH7",0,0.2,-0.2,"DNAH7",3205
"SEMA5B",0,0.2,-0.2,"SEMA5B",3206
"ALDH1L1",0,0.2,-0.2,"ALDH1L1",3207
"C4orf26",0.06,0.26,-0.2,"C4orf26",3208
"BMPR1B",0,0.2,-0.2,"BMPR1B",3209
"DKK2",0,0.2,-0.2,"DKK2",3210
"TRPC3",0,0.2,-0.2,"TRPC3",3211
"FBXL7",0,0.2,-0.2,"FBXL7",3212
"PLAC8L1",0,0.2,-0.2,"PLAC8L1",3213
"MFAP3",0.33,0.53,-0.2,"MFAP3",3214
"HIST1H2BM",0,0.2,-0.2,"HIST1H2BM",3215
"RSPH9",0,0.2,-0.2,"RSPH9",3216
"PLN",0,0.2,-0.2,"PLN",3217
"PTN",0,0.2,-0.2,"PTN",3218
"ARX",0,0.2,-0.2,"ARX",3219
"KLHL13",0,0.2,-0.2,"KLHL13",3220
"CSAG1",0,0.2,-0.2,"CSAG1",3221
"BHLHE22",0,0.2,-0.2,"BHLHE22",3222
"SBSPON",0.05,0.25,-0.2,"SBSPON",3223
"ATP6V0D2",0,0.2,-0.2,"ATP6V0D2",3224
"TRIM34",0,0.2,-0.2,"TRIM34",3225
"PTGDR2",0,0.2,-0.2,"PTGDR2",3226
"COLCA2",0,0.2,-0.2,"COLCA2",3227
"C1QTNF5",0,0.2,-0.2,"C1QTNF5",3228
"KAZALD1",0,0.2,-0.2,"KAZALD1",3229
"TAS2R13",0,0.2,-0.2,"TAS2R13",3230
"DDN",0,0.2,-0.2,"DDN",3231
"RDH16",0.07,0.27,-0.2,"RDH16",3232
"LRRC43",0,0.2,-0.2,"LRRC43",3233
"RP11.307N16.6",0,0.2,-0.2,"RP11.307N16.6",3234
"RHOV",0,0.2,-0.2,"RHOV",3235
"ELL3",0,0.2,-0.2,"ELL3",3236
"CTD.3088G3.8",0,0.2,-0.2,"CTD.3088G3.8",3237
"PRSS53",0,0.2,-0.2,"PRSS53",3238
"TNFSF12.TNFSF13",0,0.2,-0.2,"TNFSF12.TNFSF13",3239
"CTD.2132N18.2",0,0.2,-0.2,"CTD.2132N18.2",3240
"MYT1",0,0.2,-0.2,"MYT1",3241
"PODNL1",0,0.2,-0.2,"PODNL1",3242
"CILP2",0,0.2,-0.2,"CILP2",3243
"LRP3",0,0.2,-0.2,"LRP3",3244
"ARHGAP33",0.44,0.64,-0.2,"ARHGAP33",3245
"THAP8",0.43,0.63,-0.2,"THAP8",3246
"ZNF233",0.02,0.22,-0.2,"ZNF233",3247
"FAM71E1",0,0.2,-0.2,"FAM71E1",3248
"PRKCG",0,0.2,-0.2,"PRKCG",3249
"TCP11L1",0.9,1.1,-0.2,"TCP11L1",3250
"YTHDF2",3.4,3.6,-0.2,"YTHDF2",3251
"EIF3I",4.12,4.32,-0.2,"EIF3I",3252
"SLC41A1",1.88,2.08,-0.2,"SLC41A1",3253
"ITGB1BP1",3.36,3.56,-0.2,"ITGB1BP1",3254
"RMND5A",2.01,2.21,-0.2,"RMND5A",3255
"ABCF3",1.66,1.86,-0.2,"ABCF3",3256
"MRFAP1L1",2.55,2.75,-0.2,"MRFAP1L1",3257
"MEA1",2.75,2.95,-0.2,"MEA1",3258
"NUDCD3",2.34,2.54,-0.2,"NUDCD3",3259
"LUC7L2",3.19,3.39,-0.2,"LUC7L2",3260
"HUWE1",2.61,2.81,-0.2,"HUWE1",3261
"RASSF7",2.15,2.35,-0.2,"RASSF7",3262
"ATP5L",6.5,6.7,-0.2,"ATP5L",3263
"PRKCQ",2.03,2.23,-0.2,"PRKCQ",3264
"ERH",4.67,4.87,-0.2,"ERH",3265
"NIP7",2.29,2.49,-0.2,"NIP7",3266
"EMC8",2.03,2.23,-0.2,"EMC8",3267
"TPGS1",2.84,3.04,-0.2,"TPGS1",3268
"SHKBP1",3.34,3.54,-0.2,"SHKBP1",3269
"CCT8",4.21,4.41,-0.2,"CCT8",3270
"CTPS1",1.04,1.25,-0.21,"CTPS1",3271
"DMAP1",2.07,2.28,-0.21,"DMAP1",3272
"KDM5B",1.98,2.19,-0.21,"KDM5B",3273
"KIDINS220",2.34,2.55,-0.21,"KIDINS220",3274
"CARF",1.52,1.73,-0.21,"CARF",3275
"NDUFS1",2.4,2.61,-0.21,"NDUFS1",3276
"KPNA4",2.67,2.88,-0.21,"KPNA4",3277
"TBL1XR1",3.75,3.96,-0.21,"TBL1XR1",3278
"KLHL24",2.67,2.88,-0.21,"KLHL24",3279
"AP2M1",4.24,4.45,-0.21,"AP2M1",3280
"MAEA",2.25,2.46,-0.21,"MAEA",3281
"CDC42SE2",4.94,5.15,-0.21,"CDC42SE2",3282
"WDR55",1.83,2.04,-0.21,"WDR55",3283
"DIAPH1",3.57,3.78,-0.21,"DIAPH1",3284
"ABHD16A",1.59,1.8,-0.21,"ABHD16A",3285
"B3GALT4",1.6,1.81,-0.21,"B3GALT4",3286
"RRP36",1.23,1.44,-0.21,"RRP36",3287
"C7orf26",1.52,1.73,-0.21,"C7orf26",3288
"ATP7A",1.12,1.33,-0.21,"ATP7A",3289
"PEX2",2.73,2.94,-0.21,"PEX2",3290
"PPME1",1.26,1.47,-0.21,"PPME1",3291
"PUS3",1.25,1.46,-0.21,"PUS3",3292
"FRA10AC1",2.48,2.69,-0.21,"FRA10AC1",3293
"HNRNPA1",7.31,7.52,-0.21,"HNRNPA1",3294
"CDK8",1.11,1.32,-0.21,"CDK8",3295
"PDS5B",2.68,2.89,-0.21,"PDS5B",3296
"FBXO22",2.06,2.27,-0.21,"FBXO22",3297
"IL21R",2.48,2.69,-0.21,"IL21R",3298
"ZNF785",0.94,1.15,-0.21,"ZNF785",3299
"TXNL4B",1.11,1.32,-0.21,"TXNL4B",3300
"CRLF3",2.59,2.8,-0.21,"CRLF3",3301
"EVI2A",4.17,4.38,-0.21,"EVI2A",3302
"FMNL1",3.8,4.01,-0.21,"FMNL1",3303
"ARMC7",1.48,1.69,-0.21,"ARMC7",3304
"CREB3L3",0.08,0.29,-0.21,"CREB3L3",3305
"IL12RB1",2.61,2.82,-0.21,"IL12RB1",3306
"AKT2",2.06,2.27,-0.21,"AKT2",3307
"ERCC2",0.74,0.95,-0.21,"ERCC2",3308
"EPS8L1",0.38,0.59,-0.21,"EPS8L1",3309
"FAM207A",2.14,2.35,-0.21,"FAM207A",3310
"CTRC",0,0.21,-0.21,"CTRC",3311
"TMEM200B",0,0.21,-0.21,"TMEM200B",3312
"HPCAL4",0,0.21,-0.21,"HPCAL4",3313
"GLIS1",0,0.21,-0.21,"GLIS1",3314
"SETSIP",0,0.21,-0.21,"SETSIP",3315
"TBX15",0,0.21,-0.21,"TBX15",3316
"S100A2",0,0.21,-0.21,"S100A2",3317
"ANGPTL1",0,0.21,-0.21,"ANGPTL1",3318
"VSNL1",0,0.21,-0.21,"VSNL1",3319
"DRC1",0,0.21,-0.21,"DRC1",3320
"LTBP1",0,0.21,-0.21,"LTBP1",3321
"NAT8",0,0.21,-0.21,"NAT8",3322
"DAW1",0,0.21,-0.21,"DAW1",3323
"ANO7",0,0.21,-0.21,"ANO7",3324
"PCDH10",0,0.21,-0.21,"PCDH10",3325
"SLC6A7",0,0.21,-0.21,"SLC6A7",3326
"OPRM1",0.15,0.36,-0.21,"OPRM1",3327
"ZNF425",0.03,0.24,-0.21,"ZNF425",3328
"KIAA2022",0,0.21,-0.21,"KIAA2022",3329
"ZDHHC15",0,0.21,-0.21,"ZDHHC15",3330
"CAPN6",0,0.21,-0.21,"CAPN6",3331
"FGF13",0,0.21,-0.21,"FGF13",3332
"POU5F1B",0,0.21,-0.21,"POU5F1B",3333
"MSMP",0.03,0.24,-0.21,"MSMP",3334
"OMD",0,0.21,-0.21,"OMD",3335
