"","min_2","max_other","target_score","gene","rank"
"HEATR4",0.16,0.88,-0.72,"HEATR4",3232
"ARHGEF35",0.18,0.9,-0.72,"ARHGEF35",3233
"MSX2",0,0.72,-0.72,"MSX2",3234
"CLEC18B",0,0.72,-0.72,"CLEC18B",3235
"OPRL1",0.01,0.73,-0.72,"OPRL1",3236
"OVGP1",0.01,0.73,-0.72,"OVGP1",3237
"PCDH9",0.03,0.75,-0.72,"PCDH9",3238
"CYP39A1",0,0.72,-0.72,"CYP39A1",3239
"KLHDC8A",0,0.72,-0.72,"KLHDC8A",3240
"NLRP2",1.36,2.08,-0.72,"NLRP2",3241
"MAPK9",1.07,1.79,-0.72,"MAPK9",3242
"KIAA1143",1.26,1.98,-0.72,"KIAA1143",3243
"KIAA1161",0.43,1.15,-0.72,"KIAA1161",3244
"CACNG8",0.06,0.78,-0.72,"CACNG8",3245
"ANO3",0.03,0.75,-0.72,"ANO3",3246
"SNTA1",0.12,0.84,-0.72,"SNTA1",3247
"ZNF174",0.69,1.41,-0.72,"ZNF174",3248
"FA2H",0,0.72,-0.72,"FA2H",3249
"ZBTB3",0.24,0.96,-0.72,"ZBTB3",3250
"PANK2",1.8,2.52,-0.72,"PANK2",3251
"TNFRSF11A",0.02,0.74,-0.72,"TNFRSF11A",3252
"ZNF439",0.34,1.06,-0.72,"ZNF439",3253
"ADAMTSL2",0.01,0.73,-0.72,"ADAMTSL2",3254
"MAML1",0.72,1.44,-0.72,"MAML1",3255
"CCT6B",0.21,0.93,-0.72,"CCT6B",3256
"FAN1",0.84,1.56,-0.72,"FAN1",3257
"CEP85",0.6,1.32,-0.72,"CEP85",3258
"SIGMAR1",2.92,3.64,-0.72,"SIGMAR1",3259
"ERP44",2.59,3.31,-0.72,"ERP44",3260
"DDX58",1.38,2.1,-0.72,"DDX58",3261
"SENP6",3.05,3.77,-0.72,"SENP6",3262
"HK1",3.23,3.95,-0.72,"HK1",3263
"MSH3",1.46,2.18,-0.72,"MSH3",3264
"PPOX",2.21,2.93,-0.72,"PPOX",3265
"EIF2AK2",3.19,3.91,-0.72,"EIF2AK2",3266
"MZT2A",2.27,2.99,-0.72,"MZT2A",3267
"TSC22D4",1.52,2.24,-0.72,"TSC22D4",3268
"HDHD2",2.55,3.27,-0.72,"HDHD2",3269
"RRP9",1.65,2.37,-0.72,"RRP9",3270
"SEC24C",1.9,2.62,-0.72,"SEC24C",3271
"COX4I1",5.98,6.71,-0.73,"COX4I1",3272
"ATP5G3",5.23,5.96,-0.73,"ATP5G3",3273
"VDAC1",4.12,4.85,-0.73,"VDAC1",3274
"MTCP1",1.32,2.05,-0.73,"MTCP1",3275
"RAD54B",0.4,1.13,-0.73,"RAD54B",3276
"TMEM185B",0.67,1.4,-0.73,"TMEM185B",3277
"KLF11",0.65,1.38,-0.73,"KLF11",3278
"DNAJC14",0.92,1.65,-0.73,"DNAJC14",3279
"SYNCRIP",3.43,4.16,-0.73,"SYNCRIP",3280
"NUDT6",0.49,1.22,-0.73,"NUDT6",3281
"RHPN1",0.44,1.17,-0.73,"RHPN1",3282
"CANT1",1.01,1.74,-0.73,"CANT1",3283
"MYOM3",0.11,0.84,-0.73,"MYOM3",3284
"COL8A1",0.23,0.96,-0.73,"COL8A1",3285
"GCOM1",0.1,0.83,-0.73,"GCOM1",3286
"EXOC8",0.49,1.22,-0.73,"EXOC8",3287
"ZNF800",3.39,4.12,-0.73,"ZNF800",3288
"PWWP2B",0.04,0.77,-0.73,"PWWP2B",3289
"EEF2KMT",1.07,1.8,-0.73,"EEF2KMT",3290
"CASC3",2.47,3.2,-0.73,"CASC3",3291
"CARD8",3.08,3.81,-0.73,"CARD8",3292
"FLNC",0,0.73,-0.73,"FLNC",3293
"SERHL2",0.19,0.92,-0.73,"SERHL2",3294
"NUDT14",2.99,3.72,-0.73,"NUDT14",3295
"GCNT2",0.71,1.44,-0.73,"GCNT2",3296
"AP3M1",2.41,3.14,-0.73,"AP3M1",3297
"TRIB2",2.25,2.98,-0.73,"TRIB2",3298
"GYPC",3.97,4.7,-0.73,"GYPC",3299
"NHSL2",0.07,0.8,-0.73,"NHSL2",3300
"TMEM81",0.25,0.98,-0.73,"TMEM81",3301
"PATE4",0.16,0.89,-0.73,"PATE4",3302
"WAC",3.69,4.42,-0.73,"WAC",3303
"TUBA8",0.06,0.79,-0.73,"TUBA8",3304
"DNAJC10",2.88,3.61,-0.73,"DNAJC10",3305
"TMEM161A",1.81,2.54,-0.73,"TMEM161A",3306
"UBE2W",2.45,3.18,-0.73,"UBE2W",3307
"PARL",3.18,3.91,-0.73,"PARL",3308
"PCDHB2",0.01,0.74,-0.73,"PCDHB2",3309
"SCYL3",1.04,1.77,-0.73,"SCYL3",3310
"DDX55",2.09,2.82,-0.73,"DDX55",3311
"HS1BP3",1.05,1.78,-0.73,"HS1BP3",3312
"VAMP1",2.42,3.15,-0.73,"VAMP1",3313
"TLR3",0.02,0.75,-0.73,"TLR3",3314
"ZNF214",0,0.73,-0.73,"ZNF214",3315
"ALG12",1.44,2.17,-0.73,"ALG12",3316
"RNF26",1.23,1.96,-0.73,"RNF26",3317
"ZNF668",0.46,1.19,-0.73,"ZNF668",3318
"CCDC92",1.04,1.77,-0.73,"CCDC92",3319
"CEP44",1.48,2.21,-0.73,"CEP44",3320
"ARHGAP19",0.8,1.53,-0.73,"ARHGAP19",3321
"RGS11",0,0.73,-0.73,"RGS11",3322
"LIN7A",0.01,0.74,-0.73,"LIN7A",3323
"HERC3",2.75,3.48,-0.73,"HERC3",3324
"BTRC",1.31,2.04,-0.73,"BTRC",3325
"LRSAM1",1.11,1.84,-0.73,"LRSAM1",3326
"ZNF502",0.03,0.76,-0.73,"ZNF502",3327
"SYNGR3",0.69,1.42,-0.73,"SYNGR3",3328
"MIPEP",0.58,1.31,-0.73,"MIPEP",3329
"CENPH",0.87,1.6,-0.73,"CENPH",3330
"TEAD3",0.08,0.81,-0.73,"TEAD3",3331
"FAM98B",1.13,1.86,-0.73,"FAM98B",3332
"PPIL1",1.91,2.64,-0.73,"PPIL1",3333
"ZCCHC8",1.68,2.41,-0.73,"ZCCHC8",3334
"DRAP1",3.76,4.49,-0.73,"DRAP1",3335
"GHITM",5,5.73,-0.73,"GHITM",3336
"HP1BP3",3.88,4.61,-0.73,"HP1BP3",3337
"PKM",5.42,6.15,-0.73,"PKM",3338
"ANKRD10",5.42,6.15,-0.73,"ANKRD10",3339
"UBE2B",5.84,6.57,-0.73,"UBE2B",3340
"IGFLR1",4.72,5.45,-0.73,"IGFLR1",3341
"H2AFV",4.51,5.24,-0.73,"H2AFV",3342
"RNF10",4.55,5.28,-0.73,"RNF10",3343
"UBE2V1",4.48,5.22,-0.739999999999999,"UBE2V1",3344
"ARFGEF1",2.1,2.84,-0.74,"ARFGEF1",3345
"CCR1",2.14,2.88,-0.74,"CCR1",3346
"AK2",3.85,4.59,-0.74,"AK2",3347
"GUSB",3.32,4.06,-0.74,"GUSB",3348
"TMEM30A",2.37,3.11,-0.74,"TMEM30A",3349
"CCNK",2.31,3.05,-0.74,"CCNK",3350
"IGFL4",0.91,1.65,-0.74,"IGFL4",3351
"FSTL3",0,0.74,-0.74,"FSTL3",3352
"ADSSL1",0.25,0.99,-0.74,"ADSSL1",3353
"FSD2",0.19,0.93,-0.74,"FSD2",3354
"SLC44A3",0,0.74,-0.74,"SLC44A3",3355
"LRGUK",0.01,0.75,-0.74,"LRGUK",3356
"CCDC17",0.16,0.9,-0.74,"CCDC17",3357
"LSM14B",0.04,0.78,-0.74,"LSM14B",3358
"FAM109B",0.07,0.81,-0.74,"FAM109B",3359
"XXYLT1",0.71,1.45,-0.74,"XXYLT1",3360
"DGKB",0.5,1.24,-0.74,"DGKB",3361
"ODF3L1",0,0.74,-0.74,"ODF3L1",3362
"LCA5",0,0.74,-0.74,"LCA5",3363
"PAMR1",0.01,0.75,-0.74,"PAMR1",3364
"NPHP4",0.24,0.98,-0.74,"NPHP4",3365
"TIMM8B",1.76,2.5,-0.74,"TIMM8B",3366
"PRTG",0.01,0.75,-0.74,"PRTG",3367
"GLTSCR1",0.18,0.92,-0.74,"GLTSCR1",3368
"ANXA13",0.19,0.93,-0.74,"ANXA13",3369
"LINC00959",0.8,1.54,-0.74,"LINC00959",3370
"INCA1",0.18,0.92,-0.74,"INCA1",3371
"PML",1.91,2.65,-0.74,"PML",3372
"CYP2W1",0,0.74,-0.74,"CYP2W1",3373
"HEMGN",0.06,0.8,-0.74,"HEMGN",3374
"WSB2",1.26,2,-0.74,"WSB2",3375
"MEIS3",0.06,0.8,-0.74,"MEIS3",3376
"KIF15",0.23,0.97,-0.74,"KIF15",3377
"ZNF304",0.34,1.08,-0.74,"ZNF304",3378
"NCOA5",0.78,1.52,-0.74,"NCOA5",3379
"DHX35",0.7,1.44,-0.74,"DHX35",3380
"BMP6",0.01,0.75,-0.74,"BMP6",3381
"SPINK1",0.09,0.83,-0.74,"SPINK1",3382
"ABCC8",0.01,0.75,-0.74,"ABCC8",3383
"ZNF2",0.14,0.88,-0.74,"ZNF2",3384
"MKRN3",0.32,1.06,-0.74,"MKRN3",3385
"CACNA1C",0.05,0.79,-0.74,"CACNA1C",3386
"ZNF703",0.03,0.77,-0.74,"ZNF703",3387
"ASXL3",0.02,0.76,-0.74,"ASXL3",3388
"CDK13",1.41,2.15,-0.74,"CDK13",3389
"ZC3HAV1L",0.15,0.89,-0.74,"ZC3HAV1L",3390
"KIF23",1.02,1.76,-0.74,"KIF23",3391
"PPIP5K1",1.3,2.04,-0.74,"PPIP5K1",3392
"KIAA0408",0.04,0.78,-0.74,"KIAA0408",3393
"DIAPH1",3.33,4.07,-0.74,"DIAPH1",3394
"SAMD9L",4.04,4.78,-0.74,"SAMD9L",3395
"HNRNPU",4.01,4.75,-0.74,"HNRNPU",3396
"TNPO1",3.13,3.87,-0.74,"TNPO1",3397
"ATP5G2",5.2,5.94,-0.74,"ATP5G2",3398
"PNO1",2.28,3.02,-0.74,"PNO1",3399
"NMRAL1",2.73,3.47,-0.74,"NMRAL1",3400
"MIIP",3.05,3.79,-0.74,"MIIP",3401
"TAF2",2.61,3.35,-0.74,"TAF2",3402
"ZNF146",2.71,3.45,-0.74,"ZNF146",3403
"TMEM109",3.62,4.36,-0.74,"TMEM109",3404
"SLIRP",3.09,3.83,-0.74,"SLIRP",3405
"RSPRY1",2.57,3.31,-0.74,"RSPRY1",3406
"COPB2",3.42,4.16,-0.74,"COPB2",3407
"LPXN",5.21,5.95,-0.74,"LPXN",3408
"ATMIN",0.9,1.65,-0.75,"ATMIN",3409
"GABPA",0.89,1.64,-0.75,"GABPA",3410
"STAM2",1.79,2.54,-0.75,"STAM2",3411
"STAG1",2.14,2.89,-0.75,"STAG1",3412
"RBM14",2.13,2.88,-0.75,"RBM14",3413
"USP39",2.81,3.56,-0.75,"USP39",3414
"SLX4IP",0.56,1.31,-0.75,"SLX4IP",3415
"TTC32",2.04,2.79,-0.75,"TTC32",3416
"GALM",4.26,5.01,-0.75,"GALM",3417
"DNAJC19",2.41,3.16,-0.75,"DNAJC19",3418
"VKORC1L1",0.34,1.09,-0.75,"VKORC1L1",3419
"LARS2",0.73,1.48,-0.75,"LARS2",3420
"SLC35A3",1.81,2.56,-0.75,"SLC35A3",3421
"ETHE1",3.17,3.92,-0.75,"ETHE1",3422
"PES1",1.58,2.33,-0.75,"PES1",3423
"NATD1",0.1,0.85,-0.75,"NATD1",3424
"AGO1",0.41,1.16,-0.75,"AGO1",3425
"NPTN",1.44,2.19,-0.75,"NPTN",3426
"DENND2A",0.11,0.86,-0.75,"DENND2A",3427
"IAH1",3.88,4.63,-0.75,"IAH1",3428
"GTF2F1",2.01,2.76,-0.75,"GTF2F1",3429
"UBQLN1",2.55,3.3,-0.75,"UBQLN1",3430
"HOXA1",0.09,0.84,-0.75,"HOXA1",3431
"HSF1",2.65,3.4,-0.75,"HSF1",3432
"ATP13A5",0.03,0.78,-0.75,"ATP13A5",3433
"KCND1",0.02,0.77,-0.75,"KCND1",3434
"PNPLA7",0.12,0.87,-0.75,"PNPLA7",3435
"LNPEP",2.22,2.97,-0.75,"LNPEP",3436
"NDN",0,0.75,-0.75,"NDN",3437
"NFATC2",1.16,1.91,-0.75,"NFATC2",3438
"SPRN",0.02,0.77,-0.75,"SPRN",3439
"COMMD2",2.82,3.57,-0.75,"COMMD2",3440
"ATP5O",4.79,5.54,-0.75,"ATP5O",3441
"ST7L",1.69,2.44,-0.75,"ST7L",3442
"BANP",2.88,3.63,-0.75,"BANP",3443
"PRR5",1.77,2.52,-0.75,"PRR5",3444
"CTPS2",0.51,1.26,-0.75,"CTPS2",3445
"BCCIP",3.11,3.86,-0.75,"BCCIP",3446
"HCN3",0.01,0.76,-0.75,"HCN3",3447
"AKTIP",3.2,3.95,-0.75,"AKTIP",3448
"STRN",0.53,1.28,-0.75,"STRN",3449
"ZNF80",1.33,2.08,-0.75,"ZNF80",3450
"RASSF7",2.02,2.77,-0.75,"RASSF7",3451
"FAM167A",0.13,0.88,-0.75,"FAM167A",3452
"TRAPPC9",1.6,2.35,-0.75,"TRAPPC9",3453
"TSPAN10",0.24,0.99,-0.75,"TSPAN10",3454
"PLEKHN1",0.48,1.23,-0.75,"PLEKHN1",3455
"LDOC1L",0.11,0.86,-0.75,"LDOC1L",3456
"ORAI1",2.18,2.93,-0.75,"ORAI1",3457
"ZNF382",0.77,1.52,-0.75,"ZNF382",3458
"SEC22C",2.52,3.27,-0.75,"SEC22C",3459
"STRADA",2.24,2.99,-0.75,"STRADA",3460
"MAPK1IP1L",4.84,5.59,-0.75,"MAPK1IP1L",3461
"VPS4B",2.6,3.35,-0.75,"VPS4B",3462
"IKBKE",2.67,3.42,-0.75,"IKBKE",3463
"TGDS",1.99,2.74,-0.75,"TGDS",3464
"MTHFD2",4.17,4.93,-0.76,"MTHFD2",3465
"MB21D1",1.56,2.32,-0.76,"MB21D1",3466
"CLK3",3.79,4.55,-0.76,"CLK3",3467
"ASB7",1.25,2.01,-0.76,"ASB7",3468
"FANCA",2.22,2.98,-0.76,"FANCA",3469
"FDPS",4.34,5.1,-0.76,"FDPS",3470
"CCDC69",2.99,3.75,-0.76,"CCDC69",3471
"HNRNPC",6.57,7.33,-0.76,"HNRNPC",3472
"INPP1",2.68,3.44,-0.76,"INPP1",3473
"ARHGDIB",8.17,8.93,-0.76,"ARHGDIB",3474
"NCL",5.49,6.25,-0.76,"NCL",3475
"TMBIM4",5.69,6.45,-0.76,"TMBIM4",3476
"METTL3",2.56,3.32,-0.76,"METTL3",3477
"RSRP1",5.25,6.01,-0.76,"RSRP1",3478
"PSMD13",4.5,5.26,-0.76,"PSMD13",3479
"ARHGAP9",5.01,5.77,-0.76,"ARHGAP9",3480
"MRPS11",3.06,3.82,-0.76,"MRPS11",3481
"MRPL38",2.62,3.38,-0.76,"MRPL38",3482
"ZFP36L1",5.11,5.87,-0.76,"ZFP36L1",3483
"NUP85",2.91,3.67,-0.76,"NUP85",3484
"TRABD",2.91,3.67,-0.76,"TRABD",3485
"APOL3",3.08,3.84,-0.76,"APOL3",3486
"RNF8",1.54,2.3,-0.76,"RNF8",3487
"NLRC3",0.92,1.68,-0.76,"NLRC3",3488
"KIF1C",0.49,1.25,-0.76,"KIF1C",3489
"ZNF268",1.22,1.98,-0.76,"ZNF268",3490
"LIAS",1.55,2.31,-0.76,"LIAS",3491
"SPATA33",0.7,1.46,-0.76,"SPATA33",3492
"ZNF543",0.25,1.01,-0.76,"ZNF543",3493
"VSIG10L",0.05,0.81,-0.76,"VSIG10L",3494
"RNF152",0.03,0.79,-0.76,"RNF152",3495
"ACAD9",1.72,2.48,-0.76,"ACAD9",3496
"RBM15B",0.29,1.05,-0.76,"RBM15B",3497
"SLC35E4",0.81,1.57,-0.76,"SLC35E4",3498
"VSIG1",0.07,0.83,-0.76,"VSIG1",3499
"ARL3",0.73,1.49,-0.76,"ARL3",3500
"FNDC9",0.11,0.87,-0.76,"FNDC9",3501
"GLRX2",1.49,2.25,-0.76,"GLRX2",3502
"PI15",0,0.76,-0.76,"PI15",3503
"PDGFRB",0.01,0.77,-0.76,"PDGFRB",3504
"HES2",0.09,0.85,-0.76,"HES2",3505
"PIGV",0.69,1.45,-0.76,"PIGV",3506
"TSHZ3",0.03,0.79,-0.76,"TSHZ3",3507
"RARRES2",0.01,0.77,-0.76,"RARRES2",3508
"TRAPPC11",1.57,2.33,-0.76,"TRAPPC11",3509
"SMIM5",0.01,0.77,-0.76,"SMIM5",3510
"ZNF862",0.98,1.74,-0.76,"ZNF862",3511
"METTL16",1.97,2.73,-0.76,"METTL16",3512
"TRIM7",0.05,0.81,-0.76,"TRIM7",3513
"GEMIN2",1.64,2.4,-0.76,"GEMIN2",3514
"AIFM2",0.47,1.23,-0.76,"AIFM2",3515
"IKBKG",1.74,2.5,-0.76,"IKBKG",3516
"KIFC2",0.15,0.91,-0.76,"KIFC2",3517
"CUL7",0.43,1.19,-0.76,"CUL7",3518
"FAM64A",0.58,1.34,-0.76,"FAM64A",3519
"ZNF230",0.82,1.58,-0.76,"ZNF230",3520
"FTSJ3",1.67,2.43,-0.76,"FTSJ3",3521
"U2AF1L4",3.44,4.2,-0.76,"U2AF1L4",3522
"BCL2L13",1.73,2.49,-0.76,"BCL2L13",3523
"NSMCE2",3.21,3.97,-0.76,"NSMCE2",3524
"DHRS4L2",1.46,2.22,-0.76,"DHRS4L2",3525
"PFDN1",3.53,4.29,-0.76,"PFDN1",3526
"GNPTAB",3.23,3.99,-0.76,"GNPTAB",3527
"RNF7",4.1,4.86,-0.760000000000001,"RNF7",3528
"CLK1",6.37,7.14,-0.77,"CLK1",3529
"DGUOK",3.87,4.64,-0.77,"DGUOK",3530
"IL2RB",4.4,5.17,-0.77,"IL2RB",3531
"ANAPC11",3.75,4.52,-0.77,"ANAPC11",3532
"CDC42SE2",5.07,5.84,-0.77,"CDC42SE2",3533
"SRSF3",5.7,6.47,-0.77,"SRSF3",3534
"DNAJC7",4.16,4.93,-0.77,"DNAJC7",3535
"KATNB1",1.82,2.59,-0.77,"KATNB1",3536
"NUS1",0.66,1.43,-0.77,"NUS1",3537
"ENPP6",0.05,0.82,-0.77,"ENPP6",3538
"CCDC85C",0.05,0.82,-0.77,"CCDC85C",3539
"CNTNAP3",0.92,1.69,-0.77,"CNTNAP3",3540
"TUBA4B",0.05,0.82,-0.77,"TUBA4B",3541
"HNRNPUL2.BSCL2",0.19,0.96,-0.77,"HNRNPUL2.BSCL2",3542
"COX20",2.96,3.73,-0.77,"COX20",3543
"NOL4L",1.23,2,-0.77,"NOL4L",3544
"MROH8",0.41,1.18,-0.77,"MROH8",3545
"KBTBD3",1.06,1.83,-0.77,"KBTBD3",3546
"TISP43",0.12,0.89,-0.77,"TISP43",3547
"DACH1",0,0.77,-0.77,"DACH1",3548
"DIO2",0.02,0.79,-0.77,"DIO2",3549
"GRAMD2",0.34,1.11,-0.77,"GRAMD2",3550
"ENO2",2.19,2.96,-0.77,"ENO2",3551
"ZNRF2",0.81,1.58,-0.77,"ZNRF2",3552
"LACE1",0.78,1.55,-0.77,"LACE1",3553
"UTP20",0.72,1.49,-0.77,"UTP20",3554
"LYPD5",0.12,0.89,-0.77,"LYPD5",3555
"ZNF763",0.12,0.89,-0.77,"ZNF763",3556
"SIRPB2",0.01,0.78,-0.77,"SIRPB2",3557
"ANAPC2",0.31,1.08,-0.77,"ANAPC2",3558
"HIP1",1.21,1.98,-0.77,"HIP1",3559
"PRMT1",3.64,4.41,-0.77,"PRMT1",3560
"LIG3",1.03,1.8,-0.77,"LIG3",3561
"OAS3",2.25,3.02,-0.77,"OAS3",3562
"CLDN11",0.25,1.02,-0.77,"CLDN11",3563
"MRPL2",2.88,3.65,-0.77,"MRPL2",3564
"UCHL5",2.93,3.7,-0.77,"UCHL5",3565
"ACSL5",2.92,3.69,-0.77,"ACSL5",3566
"MRPS21",2.6,3.37,-0.77,"MRPS21",3567
"TMEM57",0.53,1.3,-0.77,"TMEM57",3568
"PRKAB2",0.74,1.51,-0.77,"PRKAB2",3569
"STARD7",2.96,3.73,-0.77,"STARD7",3570
"NTN4",0,0.77,-0.77,"NTN4",3571
"RBBP7",3.93,4.7,-0.77,"RBBP7",3572
"RIC8A",2.64,3.41,-0.77,"RIC8A",3573
"BCORL1",0.08,0.85,-0.77,"BCORL1",3574
"MLX",2.44,3.21,-0.77,"MLX",3575
"ABHD16A",2.68,3.45,-0.77,"ABHD16A",3576
"ACAD11",1.4,2.17,-0.77,"ACAD11",3577
"TNFSF11",0.06,0.83,-0.77,"TNFSF11",3578
"SYNJ2",1.52,2.29,-0.77,"SYNJ2",3579
"MTMR7",0.33,1.1,-0.77,"MTMR7",3580
"REPS2",0.24,1.01,-0.77,"REPS2",3581
"GTF2IRD1",0.06,0.83,-0.77,"GTF2IRD1",3582
"RAB36",0.03,0.8,-0.77,"RAB36",3583
"ZC3H11A",2.44,3.21,-0.77,"ZC3H11A",3584
"ABHD8",0.6,1.37,-0.77,"ABHD8",3585
"APOBEC3D",1.43,2.2,-0.77,"APOBEC3D",3586
"LCP1",5.64,6.41,-0.77,"LCP1",3587
"PPIA",7.63,8.4,-0.77,"PPIA",3588
"PPP1R11",3.26,4.03,-0.77,"PPP1R11",3589
"EIF4H",4.42,5.19,-0.77,"EIF4H",3590
"TMEM134",3.46,4.23,-0.77,"TMEM134",3591
"CDIPT",1.87,2.65,-0.78,"CDIPT",3592
"ECI2",3.23,4.01,-0.78,"ECI2",3593
"SIRT2",3.14,3.92,-0.78,"SIRT2",3594
"ZBTB32",2.74,3.52,-0.78,"ZBTB32",3595
"PGAP2",1.73,2.51,-0.78,"PGAP2",3596
"CTAGE5",2.41,3.19,-0.78,"CTAGE5",3597
"DESI2",1.87,2.65,-0.78,"DESI2",3598
"BRIX1",2.68,3.46,-0.78,"BRIX1",3599
"DDX28",1.33,2.11,-0.78,"DDX28",3600
"CWC22",2.37,3.15,-0.78,"CWC22",3601
"FAM3A",1.75,2.53,-0.78,"FAM3A",3602
"SRSF1",3.36,4.14,-0.78,"SRSF1",3603
"UROD",3.28,4.06,-0.78,"UROD",3604
"CDKN2AIPNL",2,2.78,-0.78,"CDKN2AIPNL",3605
"KCNK6",1.75,2.53,-0.78,"KCNK6",3606
"LRRC42",0.67,1.45,-0.78,"LRRC42",3607
"ACSBG1",0.16,0.94,-0.78,"ACSBG1",3608
"PHLPP1",0.62,1.4,-0.78,"PHLPP1",3609
"CRTC1",0.16,0.94,-0.78,"CRTC1",3610
"LECT2",0.87,1.65,-0.78,"LECT2",3611
"PDE6A",0.4,1.18,-0.78,"PDE6A",3612
"CCDC40",0.17,0.95,-0.78,"CCDC40",3613
"DOLPP1",0.89,1.67,-0.78,"DOLPP1",3614
"ZNF45",0.87,1.65,-0.78,"ZNF45",3615
"PHF23",0.86,1.64,-0.78,"PHF23",3616
"TM4SF20",0.05,0.83,-0.78,"TM4SF20",3617
"MICALL1",0.38,1.16,-0.78,"MICALL1",3618
"P3H4",1.17,1.95,-0.78,"P3H4",3619
"GPR176",0,0.78,-0.78,"GPR176",3620
"CCDC148",0.12,0.9,-0.78,"CCDC148",3621
"BAMBI",0.06,0.84,-0.78,"BAMBI",3622
"RANBP6",1.26,2.04,-0.78,"RANBP6",3623
"ADAMTSL5",0.48,1.26,-0.78,"ADAMTSL5",3624
"GLDN",0.02,0.8,-0.78,"GLDN",3625
"LRP4",0,0.78,-0.78,"LRP4",3626
"GTSE1",0.24,1.02,-0.78,"GTSE1",3627
"PRMT6",1.06,1.84,-0.78,"PRMT6",3628
"HES6",0.11,0.89,-0.78,"HES6",3629
"ELAC1",1.18,1.96,-0.78,"ELAC1",3630
"MAPK10",0.15,0.93,-0.78,"MAPK10",3631
"MARK4",1,1.78,-0.78,"MARK4",3632
"ZNF205",0.02,0.8,-0.78,"ZNF205",3633
"MAFK",0.19,0.97,-0.78,"MAFK",3634
"FRAS1",0,0.78,-0.78,"FRAS1",3635
"OPA3",1.53,2.31,-0.78,"OPA3",3636
"GDA",0.15,0.93,-0.78,"GDA",3637
"KBTBD11",0,0.78,-0.78,"KBTBD11",3638
"ETFA",4.12,4.9,-0.78,"ETFA",3639
"UBXN7",2.4,3.18,-0.78,"UBXN7",3640
"UBXN1",4.3,5.08,-0.78,"UBXN1",3641
"NOL7",3.07,3.85,-0.78,"NOL7",3642
"SLC25A38",2.84,3.62,-0.78,"SLC25A38",3643
"ZNF207",4.84,5.62,-0.78,"ZNF207",3644
"RIOK1",2.53,3.31,-0.78,"RIOK1",3645
"MED10",3.96,4.74,-0.78,"MED10",3646
"NIFK",2.78,3.56,-0.78,"NIFK",3647
"EIF3C",4.2,4.98,-0.78,"EIF3C",3648
"MGEA5",4.23,5.02,-0.789999999999999,"MGEA5",3649
"ABRACL",4.98,5.77,-0.789999999999999,"ABRACL",3650
"PSME3",3.48,4.27,-0.79,"PSME3",3651
"VPS41",3.22,4.01,-0.79,"VPS41",3652
"TRAPPC2",2.49,3.28,-0.79,"TRAPPC2",3653
"ANKRD54",1.72,2.51,-0.79,"ANKRD54",3654
"SLC25A24",1.32,2.11,-0.79,"SLC25A24",3655
"SIRT7",1.97,2.76,-0.79,"SIRT7",3656
"HECA",1.49,2.28,-0.79,"HECA",3657
"SLC25A20",1.55,2.34,-0.79,"SLC25A20",3658
"CENPO",1.1,1.89,-0.79,"CENPO",3659
"BCL2L12",1.61,2.4,-0.79,"BCL2L12",3660
"POLR1B",1.74,2.53,-0.79,"POLR1B",3661
"CCR9",0.03,0.82,-0.79,"CCR9",3662
"PRDM7",0.36,1.15,-0.79,"PRDM7",3663
"PAXIP1",0.66,1.45,-0.79,"PAXIP1",3664
"PMS2",0.91,1.7,-0.79,"PMS2",3665
"PNPO",0.89,1.68,-0.79,"PNPO",3666
"KIAA1549",0.03,0.82,-0.79,"KIAA1549",3667
"ASIC3",0.03,0.82,-0.79,"ASIC3",3668
"POM121",0.6,1.39,-0.79,"POM121",3669
"HSPE1.MOB4",2.81,3.6,-0.79,"HSPE1.MOB4",3670
"RAD50",2.36,3.15,-0.79,"RAD50",3671
"BCAP31",4.01,4.8,-0.79,"BCAP31",3672
"CALCOCO2",4.28,5.07,-0.79,"CALCOCO2",3673
"RABEPK",1.77,2.56,-0.79,"RABEPK",3674
"GMEB1",1.48,2.27,-0.79,"GMEB1",3675
"ERMAP",0.09,0.88,-0.79,"ERMAP",3676
"KRBA2",0.45,1.24,-0.79,"KRBA2",3677
"GABPB2",1.19,1.98,-0.79,"GABPB2",3678
"M1AP",0.08,0.87,-0.79,"M1AP",3679
"UBLCP1",2.57,3.36,-0.79,"UBLCP1",3680
"FAM122C",2.36,3.15,-0.79,"FAM122C",3681
"IFNLR1",0.99,1.78,-0.79,"IFNLR1",3682
"OIT3",0,0.79,-0.79,"OIT3",3683
"METTL7B",0,0.79,-0.79,"METTL7B",3684
"ZBTB9",0.45,1.24,-0.79,"ZBTB9",3685
"GPC5",0.01,0.8,-0.79,"GPC5",3686
"NCOA6",1.06,1.85,-0.79,"NCOA6",3687
"DDHD2",2.87,3.66,-0.79,"DDHD2",3688
"KCTD2",0.12,0.91,-0.79,"KCTD2",3689
"CA14",0.11,0.9,-0.79,"CA14",3690
"CERS6",0.27,1.06,-0.79,"CERS6",3691
"ASPHD1",0.01,0.8,-0.79,"ASPHD1",3692
"BRWD3",0.79,1.58,-0.79,"BRWD3",3693
"HSPA12A",0,0.79,-0.79,"HSPA12A",3694
"SYF2",3.38,4.17,-0.79,"SYF2",3695
"FAM50B",0.33,1.12,-0.79,"FAM50B",3696
"MYCBP",2.36,3.15,-0.79,"MYCBP",3697
"GPR19",0.7,1.49,-0.79,"GPR19",3698
